Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Nooit/zelden (%),Af en toe (%),Vaak/altijd (%)
 As ,71002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.36,0.32,0.31
 As ,71002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.05,0.05
 As ,71002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.07,0.01
 As ,71002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.21,0.38,0.41
 As ,71002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.37,0.48
 As ,71002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.87,0.1,0.03
 As ,71002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.85,0.13,0.02
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.22,0.1,0.68
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.21,0.11,0.67
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.27,0.26,0.48
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.31,0.27,0.42
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.62,0.22,0.16
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.62,0.2,0.18
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.77,0.09,0.13
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.49,0.24,0.28
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.41,0.27,0.32
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.48,0.25,0.27
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.03,0.04
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.89,0.05,0.06
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.16,0.33,0.51
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.3,0.55
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.71,0.24,0.06
 Asse ,23002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.66,0.17,0.18
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.12,0.11,0.76
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.12,0.13,0.74
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.27,0.29,0.44
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.27,0.42
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.73,0.16,0.11
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.8,0.13,0.08
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.65,0.08,0.27
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.24,0.29,0.47
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.19,0.25,0.56
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.3,0.26,0.43
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.89,0.05,0.05
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.9,0.05,0.05
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.2,0.33,0.47
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.22,0.32,0.46
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.88,0.1,0.02
 Assenede ,43002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.88,0.09,0.03
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.2,0.11,0.69
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.07,0.79
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.22,0.28,0.5
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.3,0.26,0.44
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.77,0.15,0.08
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.8,0.13,0.07
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.76,0.09,0.16
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.3,0.27,0.43
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.29,0.31,0.4
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.35,0.32,0.33
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.95,0.03,0.02
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.05,0.04
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.21,0.31,0.47
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.18,0.35,0.47
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.8,0.15,0.05
 Avelgem ,34003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.81,0.13,0.06
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.1,0.12,0.78
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.14,0.72
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.25,0.25,0.5
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.28,0.36,0.37
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.83,0.11,0.06
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.8,0.13,0.07
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.69,0.1,0.21
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.15,0.27,0.57
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.2,0.23,0.57
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.26,0.25,0.5
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.91,0.04,0.04
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.95,0.03,0.02
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.11,0.26,0.62
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.12,0.25,0.63
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.88,0.09,0.03
 Baarle-Hertog ,13002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.9,0.09,0.01
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.14,0.09,0.78
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.09,0.13,0.77
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.21,0.32,0.47
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.26,0.35,0.4
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.85,0.11,0.04
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.87,0.09,0.04
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.62,0.12,0.26
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.2,0.32,0.48
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.18,0.31,0.51
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.29,0.3,0.41
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.04,0.03
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.91,0.06,0.03
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.21,0.42,0.37
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.2,0.37,0.44
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.71,0.21,0.08
 Balen ,13003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.72,0.22,0.06
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.12,0.1,0.78
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.15,0.71
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.25,0.28,0.46
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.33,0.25,0.42
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.73,0.18,0.09
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.77,0.15,0.07
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.64,0.13,0.23
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.25,0.28,0.48
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.15,0.31,0.53
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.23,0.31,0.45
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.94,0.04,0.02
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.05,0.02
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.19,0.37,0.43
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.22,0.33,0.45
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.7,0.2,0.1
 Beernem ,31003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.74,0.16,0.1
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.14,0.11,0.75
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.17,0.15,0.68
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.24,0.28,0.49
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.31,0.31,0.37
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.62,0.26,0.12
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.66,0.22,0.11
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.62,0.09,0.29
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.18,0.29,0.53
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.14,0.24,0.63
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.23,0.25,0.52
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.04,0.03
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.04,0.03
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.17,0.34,0.49
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.17,0.34,0.49
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.85,0.13,0.02
 Beerse ,13004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.85,0.13,0.02
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.21,0.05,0.74
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.18,0.11,0.7
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.31,0.23,0.46
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.37,0.25,0.38
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.6,0.22,0.18
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.64,0.22,0.14
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.75,0.13,0.12
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.54,0.26,0.2
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.4,0.3,0.3
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.48,0.27,0.25
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.04,0.04
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.89,0.06,0.05
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.18,0.3,0.52
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.27,0.59
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.61,0.27,0.12
 Beersel ,23003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.6,0.23,0.16
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.12,0.1,0.78
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.1,0.13,0.76
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.24,0.28,0.48
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.28,0.32,0.4
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.77,0.17,0.07
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.79,0.15,0.05
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.68,0.13,0.19
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.27,0.37,0.36
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.19,0.3,0.51
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.25,0.31,0.44
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.92,0.05,0.03
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.05,0.02
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.21,0.36,0.43
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.18,0.38,0.44
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.58,0.28,0.14
 Begijnendijk ,24007,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.56,0.3,0.15
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.11,0.08,0.8
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.13,0.1,0.78
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.27,0.24,0.49
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.33,0.27,0.4
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.69,0.19,0.12
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.74,0.17,0.09
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.67,0.13,0.2
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.37,0.32,0.31
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.3,0.33,0.37
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.43,0.32,0.25
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.9,0.05,0.05
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.94,0.04,0.02
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.24,0.31,0.45
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.15,0.33,0.52
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.77,0.19,0.04
 Bekkevoort ,24008,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.77,0.18,0.05
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.12,0.1,0.79
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.13,0.12,0.75
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.24,0.27,0.5
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.28,0.32,0.4
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.77,0.13,0.1
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.79,0.16,0.06
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.68,0.09,0.23
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.31,0.32,0.36
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.22,0.33,0.45
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.31,0.33,0.36
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.93,0.04,0.03
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.93,0.04,0.03
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.26,0.38,0.36
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.14,0.39,0.47
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.77,0.17,0.05
 Beringen ,71004,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.78,0.2,0.02
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.19,0.09,0.72
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.14,0.14,0.72
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.29,0.27,0.44
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.29,0.29,0.43
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.75,0.16,0.09
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.78,0.16,0.06
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Elektrische fiets,2020,0.7,0.11,0.19
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2017,0.24,0.29,0.47
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Fiets - algemeen,2020,0.18,0.29,0.53
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Gewone fiets,2020,0.25,0.29,0.46
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2017,0.95,0.02,0.03
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Overig gemotoriseerd verkeer (motorrijder/-passagier, brom-/snorfiets)",2020,0.95,0.02,0.03
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2017,0.2,0.35,0.45
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Te voet,2020,0.13,0.36,0.51
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2017,0.57,0.3,0.13
 Berlaar ,12002,nee,Verplaatsingen vrije tijd: per vervoermiddel,Trein,2020,0.57,0.3,0.12
 Berlare ,42003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2017,0.17,0.1,0.73
 Berlare ,42003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als bestuurder,2020,0.16,0.09,0.75
 Berlare ,42003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2017,0.27,0.27,0.46
 Berlare ,42003,nee,Verplaatsingen vrije tijd: per vervoermiddel,Auto als passagier,2020,0.36,0.27,0.37
 Berlare ,42003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2017,0.81,0.1,0.09
 Berlare ,42003,nee,Verplaatsingen vrije tijd: per vervoermiddel,"Bus, tram of metro",2020,0.75,0.16,0.09
