Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteitsgroep,Aantal inwoners,Procent
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,47,11374,0.00413223
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,8,11374,0.000703359
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,45,11450,0.00393013
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,100,11450,0.00873362
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,31,11450,0.00270742
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,40,11450,0.00349345
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,101,11450,0.00882096
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,16,11450,0.00139738
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,60,11450,0.00524017
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,9,11450,0.000786026
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,59,11442,0.00515644
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,108,11442,0.00943891
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,33,11442,0.00288411
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,29,11442,0.00253452
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,103,11442,0.00900192
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,15,11442,0.00131096
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,59,11442,0.00515644
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,16,11442,0.00139836
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,60,11509,0.00521331
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,128,11509,0.0111217
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,57,11509,0.00495265
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,28,11509,0.00243288
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,103,11509,0.00894952
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,15,11509,0.00130333
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,51,11509,0.00443131
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,20,11509,0.00173777
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,54,11501,0.00469524
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,150,11501,0.0130423
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,67,11501,0.00582558
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,23,11501,0.00199983
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,98,11501,0.008521
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,21,11501,0.00182593
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,57,11501,0.00495609
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,26,11501,0.00226067
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,77,11556,0.00666321
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,170,11556,0.014711
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,73,11556,0.00631706
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,20,11556,0.0017307
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,117,11556,0.0101246
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,20,11556,0.0017307
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,62,11556,0.00536518
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,35,11556,0.00302873
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,90,11578,0.00777336
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,177,11578,0.0152876
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,69,11578,0.00595958
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,17,11578,0.0014683
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,126,11578,0.0108827
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,19,11578,0.00164104
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,68,11578,0.00587321
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,40,11578,0.00345483
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,85,11672,0.00728239
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,207,11672,0.0177347
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,78,11672,0.00668266
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,15,11672,0.00128513
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,122,11672,0.0104524
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,22,11672,0.00188485
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,75,11672,0.00642563
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,54,11672,0.00462646
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,83,11649,0.00712508
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,216,11649,0.0185424
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,92,11649,0.00789767
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,13,11649,0.00111598
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,116,11649,0.00995794
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,20,11649,0.00171689
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,81,11649,0.00695339
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,43,11649,0.0036913
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,91,11690,0.00778443
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,217,11690,0.0185629
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,95,11690,0.0081266
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,13,11690,0.00111206
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,126,11690,0.0107784
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,22,11690,0.00188195
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,87,11690,0.00744226
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,35,11690,0.00299401
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,90,11765,0.00764981
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,206,11765,0.0175096
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,104,11765,0.00883978
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,14,11765,0.00118997
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,125,11765,0.0106247
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,21,11765,0.00178496
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,70,11765,0.00594985
Wichelen,42026,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,32,11765,0.00271993
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,65,20763,0.00313057
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,400,20763,0.019265
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,250,20763,0.0120406
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,15,20763,0.000722439
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,582,20763,0.0280306
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,502,20763,0.0241776
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,138,20763,0.00664644
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,12,20763,0.000577951
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,58,20762,0.00279357
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,461,20762,0.022204
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,274,20762,0.0131972
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,19,20762,0.000915133
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,594,20762,0.02861
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,517,20762,0.0249013
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,169,20762,0.00813987
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,18,20762,0.000866969
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,74,20744,0.0035673
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,531,20744,0.0255978
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,326,20744,0.0157154
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,28,20744,0.00134979
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,613,20744,0.0295507
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,511,20744,0.0246336
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,186,20744,0.00896645
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,19,20744,0.000915927
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,75,20713,0.00362091
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,582,20713,0.0280983
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,382,20713,0.0184425
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,24,20713,0.00115869
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,595,20713,0.0287259
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,496,20713,0.0239463
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,181,20713,0.00873847
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,19,20713,0.000917298
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,68,20848,0.0032617
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,681,20848,0.032665
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,463,20848,0.0222084
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,37,20848,0.00177475
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,631,20848,0.0302667
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,526,20848,0.0252302
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,188,20848,0.00901765
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,30,20848,0.00143899
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,89,20785,0.00428193
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,709,20785,0.0341111
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,484,20785,0.023286
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,32,20785,0.00153957
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,645,20785,0.031032
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,524,20785,0.0252105
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,196,20785,0.00942988
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,29,20785,0.00139524
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,174,20916,0.00831899
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,737,20916,0.0352362
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,497,20916,0.0237617
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,39,20916,0.0018646
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2017,770,20916,0.0368139
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2017,557,20916,0.0266303
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2017,206,20916,0.00984892
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2017,34,20916,0.00162555
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2018,218,20976,0.0103928
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2018,816,20976,0.0389016
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2018,541,20976,0.0257914
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2018,39,20976,0.00185927
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2018,818,20976,0.0389969
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2018,561,20976,0.0267449
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2018,234,20976,0.0111556
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2018,41,20976,0.00195461
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2019,221,21125,0.0104615
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2019,887,21125,0.0419882
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2019,609,21125,0.0288284
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2019,44,21125,0.00208284
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2019,861,21125,0.0407574
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2019,596,21125,0.028213
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2019,239,21125,0.0113136
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2019,39,21125,0.00184615
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2020,250,21338,0.0117162
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2020,986,21338,0.0462086
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2020,696,21338,0.0326179
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2020,49,21338,0.00229637
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2020,936,21338,0.0438654
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2020,637,21338,0.0298528
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2020,250,21338,0.0117162
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2020,40,21338,0.00187459
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2021,242,21333,0.0113439
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2021,1040,21333,0.0487508
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2021,760,21333,0.0356256
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2021,36,21333,0.00168753
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2021,914,21333,0.0428444
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2021,636,21333,0.029813
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2021,244,21333,0.0114377
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2021,36,21333,0.00168753
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2022,256,21349,0.0119912
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2022,1142,21349,0.053492
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2022,847,21349,0.039674
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2022,32,21349,0.0014989
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2022,946,21349,0.0443112
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2022,658,21349,0.0308211
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2022,250,21349,0.0117102
Zele,42028,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2022,45,21349,0.00210783
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2011,50,13867,0.00360568
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2011,298,13867,0.0214899
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2011,40,13867,0.00288455
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2011,32,13867,0.00230764
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2011,84,13867,0.00605755
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2011,2,13867,0.000144227
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2011,246,13867,0.01774
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2011,12,13867,0.000865364
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2012,52,13942,0.00372974
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2012,323,13942,0.0231674
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2012,49,13942,0.00351456
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2012,27,13942,0.00193659
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2012,85,13942,0.00609669
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2012,6,13942,0.000430354
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2012,261,13942,0.0187204
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2012,13,13942,0.000932434
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2013,48,13903,0.00345249
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2013,350,13903,0.0251744
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2013,71,13903,0.00510681
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2013,33,13903,0.00237359
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2013,87,13903,0.00625764
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2013,6,13903,0.000431562
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2013,262,13903,0.0188449
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2013,17,13903,0.00122276
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2014,45,13951,0.00322558
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2014,363,13951,0.0260196
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2014,82,13951,0.00587771
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2014,34,13951,0.0024371
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2014,86,13951,0.00616443
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2014,7,13951,0.000501756
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2014,265,13951,0.0189951
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2014,16,13951,0.00114687
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2015,61,14052,0.00434102
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2015,367,14052,0.0261173
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2015,92,14052,0.00654711
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2015,23,14052,0.00163678
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2015,91,14052,0.00647595
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2015,7,14052,0.00049815
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2015,259,14052,0.0184315
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2015,16,14052,0.00113863
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2016,56,14083,0.00397643
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2016,394,14083,0.027977
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2016,105,14083,0.0074558
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2016,33,14083,0.00234325
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Niet-EU,2016,98,14083,0.00695874
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Turkije en Maghreb                                ,2016,9,14083,0.000639068
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",West- en Noord-EU14-landen                        ,2016,272,14083,0.0193141
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Zuid-EU14-landen                                  ,2016,17,14083,0.00120713
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Andere landen                                     ,2017,78,14135,0.00551822
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU,2017,408,14135,0.0288645
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",EU13-landen                                       ,2017,119,14135,0.00841882
Assenede,43002,Nee,"Vreemdelingen, naar nationaliteitsgroep",Europa niet-EU                                    ,2017,30,14135,0.00212239
