Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2002,1,17137,0.05835
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2003,10,17185,0.5819
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2004,9,17305,0.52008
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2005,9,17340,0.51903
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2006,17,17435,0.97505
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2007,15,17452,0.8595
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2008,17,17525,0.97004
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2009,24,17620,1.36209
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2010,21,17655,1.18946
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2011,25,17778,1.40623
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2012,35,17869,1.9587
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2013,20,17976,1.11259
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2014,48,18055,2.65854
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2015,48,18233,2.63259
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2016,25,18274,1.36806
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2017,55,18385,2.99157
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2018,19,18620,1.02041
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2019,32,18749,1.70676
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2020,34,18861,1.80266
Londerzeel,23045,Nee,Externe uitwijking van vreemdelingen,2021,38,19016,1.99832
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2000,17,11838,1.43605
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2001,21,11901,1.76456
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2002,18,11972,1.50351
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2003,15,12067,1.24306
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2004,24,12111,1.98167
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2005,12,12384,0.96899
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2006,16,12500,1.28
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2007,20,12792,1.56348
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2008,29,12953,2.23886
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2009,21,13214,1.58922
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2010,21,13330,1.57539
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2011,39,13566,2.87483
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2012,22,13738,1.6014
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2013,27,13987,1.93036
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2014,31,14271,2.17224
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2015,18,14454,1.24533
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2016,27,14764,1.82877
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2017,17,15135,1.12322
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2018,28,15417,1.81618
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2019,22,15469,1.4222
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2020,32,15605,2.05062
Machelen,23047,Nee,Externe uitwijking van vreemdelingen,2021,28,15895,1.76156
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2000,30,18347,1.63514
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2001,38,18390,2.06634
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2002,22,18471,1.19106
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2003,30,18482,1.6232
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2004,14,18427,0.75975
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2005,22,18509,1.18861
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2006,14,18464,0.75823
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2007,20,18545,1.07846
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2008,25,18466,1.35384
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2009,28,18378,1.52356
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2010,17,18382,0.92482
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2011,24,18338,1.30876
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2012,40,18418,2.17179
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2013,21,18417,1.14025
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2014,27,18569,1.45404
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2015,16,18612,0.85966
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2016,19,18742,1.01377
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2017,26,18925,1.37384
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2018,11,19164,0.57399
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2019,22,19411,1.13338
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2020,24,19627,1.22281
Meise,23050,Nee,Externe uitwijking van vreemdelingen,2021,23,19790,1.1622
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2000,8,14250,0.5614
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2001,11,14254,0.77171
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2002,4,14321,0.27931
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2003,5,14436,0.34636
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2004,3,14551,0.20617
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2005,3,14663,0.2046
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2006,2,14838,0.13479
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2007,10,15053,0.66432
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2008,18,15104,1.19174
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2009,11,15140,0.72655
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2010,12,15341,0.78222
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2011,14,15558,0.89986
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2012,21,15693,1.33818
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2013,23,15866,1.44964
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2014,14,15900,0.8805
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2015,15,15920,0.94221
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2016,19,16083,1.18137
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2017,25,16100,1.5528
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2018,12,16294,0.73647
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2019,18,16583,1.08545
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2020,16,16766,0.95431
Merchtem,23052,Nee,Externe uitwijking van vreemdelingen,2021,17,17154,0.99102
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2000,3,11718,0.25602
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2001,4,11831,0.33809
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2002,1,11759,0.08504
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2003,1,11856,0.08435
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2004,2,11986,0.16686
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2005,3,12079,0.24836
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2006,2,12239,0.16341
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2007,24,12393,1.93658
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2008,16,12578,1.27206
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2009,1,13004,0.0769
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2010,4,13270,0.30143
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2011,3,13450,0.22305
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2012,3,13679,0.21931
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2013,3,13985,0.21452
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2014,12,13975,0.85868
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2015,4,14140,0.28289
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2016,6,14208,0.4223
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2017,5,14356,0.34829
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2018,9,14378,0.62596
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2019,24,14547,1.64982
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2020,7,14746,0.47471
Opwijk,23060,Nee,Externe uitwijking van vreemdelingen,2021,12,14793,0.81119
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2000,585,23738,24.64403
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2001,553,23846,23.19047
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2002,563,23864,23.59202
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2003,406,23739,17.10266
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2004,402,23955,16.78147
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2005,317,24084,13.16227
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2006,406,24067,16.86957
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2007,373,24164,15.43619
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2008,414,24368,16.98949
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2009,427,24401,17.49928
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2010,310,24430,12.68932
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2011,287,24517,11.70616
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2012,324,24716,13.10892
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2013,328,24704,13.2772
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2014,282,24643,11.44341
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2015,242,24774,9.76831
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2016,237,24959,9.49557
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2017,255,25024,10.19022
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2018,261,25169,10.3699
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2019,259,25403,10.19565
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2020,182,25497,7.13809
Overijse,23062,Nee,Externe uitwijking van vreemdelingen,2021,187,25655,7.28903
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2000,1,4247,0.23546
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2001,0,4257,0.0
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2002,0,4289,0.0
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2003,1,4280,0.23364
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2004,2,4331,0.46179
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2005,0,4347,0.0
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2006,2,4352,0.45956
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2007,1,4357,0.22952
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2008,2,4401,0.45444
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2009,3,4391,0.68322
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2010,0,4390,0.0
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2011,0,4445,0.0
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2012,1,4417,0.2264
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2013,1,4436,0.22543
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2014,8,4374,1.82899
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2015,2,4402,0.45434
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2016,1,4424,0.22604
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2017,0,4409,0.0
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2018,1,4372,0.22873
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2019,0,4479,0.0
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2020,2,4537,0.44082
Pepingen,23064,Nee,Externe uitwijking van vreemdelingen,2021,1,4499,0.22227
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2000,30,30013,0.99957
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2001,66,30054,2.19605
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2002,40,30186,1.32512
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2003,15,30277,0.49543
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2004,36,30485,1.18091
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2005,41,30637,1.33825
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2006,38,30846,1.23193
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2007,44,30929,1.42261
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2008,41,31119,1.31752
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2009,22,31352,0.70171
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2010,43,31572,1.36197
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2011,37,31868,1.16104
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2012,44,32246,1.36451
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2013,31,32677,0.94868
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2014,31,32933,0.94131
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2015,25,33270,0.75143
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2016,42,33512,1.25328
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2017,44,33758,1.30339
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2018,54,34038,1.58646
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2019,86,34228,2.51256
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2020,56,34621,1.61752
Sint-Pieters-Leeuw,23077,Nee,Externe uitwijking van vreemdelingen,2021,53,35061,1.51165
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2000,14,10419,1.3437
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2001,13,10535,1.23398
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2002,13,10534,1.2341
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2003,14,10546,1.32752
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2004,12,10664,1.12528
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2005,12,10643,1.1275
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2006,25,10835,2.30734
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2007,17,10988,1.54714
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2008,14,11196,1.25045
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2009,18,11353,1.58548
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2010,33,11435,2.88588
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2011,19,11589,1.63949
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2012,25,11640,2.14777
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2013,33,11616,2.84091
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2014,33,11744,2.80995
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2015,15,11859,1.26486
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2016,13,11924,1.09024
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2017,14,11944,1.17214
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2018,19,12090,1.57155
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2019,10,12135,0.82406
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2020,12,12279,0.97728
Steenokkerzeel,23081,Nee,Externe uitwijking van vreemdelingen,2021,16,12372,1.29324
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2000,3,14418,0.20807
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2001,5,14496,0.34492
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2002,3,14482,0.20715
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2003,4,14513,0.27561
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2004,5,14574,0.34308
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2005,3,14597,0.20552
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2006,1,14625,0.06838
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2007,14,14765,0.94819
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2008,16,14781,1.08247
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2009,17,14964,1.13606
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2010,10,15006,0.6664
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2011,9,15071,0.59717
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2012,12,15142,0.7925
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2013,14,15318,0.91396
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2014,15,15319,0.97918
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2015,21,15335,1.36942
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2016,6,15286,0.39252
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2017,15,15428,0.97226
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2018,13,15481,0.83974
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2019,11,15746,0.69859
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2020,12,16012,0.74944
Ternat,23086,Nee,Externe uitwijking van vreemdelingen,2021,27,16144,1.67245
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2000,31,34982,0.88617
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2001,53,35141,1.50821
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2002,23,35567,0.64667
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2003,23,36033,0.6383
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2004,41,36466,1.12433
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2005,48,36956,1.29884
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2006,41,37324,1.09849
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2007,43,37964,1.13265
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2008,30,38557,0.77807
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2009,31,39097,0.7929
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2010,22,39628,0.55516
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2011,25,40493,0.61739
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2012,37,41005,0.90233
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2013,36,41432,0.86889
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2014,60,41843,1.43393
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2015,53,42418,1.24947
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2016,73,43017,1.697
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2017,53,43653,1.21412
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2018,51,44015,1.1587
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2019,69,44727,1.54269
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2020,45,45495,0.98912
Vilvoorde,23088,Nee,Externe uitwijking van vreemdelingen,2021,66,45715,1.44373
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2000,317,26901,11.78395
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2001,342,27159,12.59251
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2002,369,27537,13.40015
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2003,369,27758,13.29346
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2004,276,28070,9.83256
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2005,354,28526,12.40973
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2006,289,28651,10.08691
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2007,363,29034,12.50258
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2008,361,29530,12.22486
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2009,358,29907,11.97044
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2010,352,30446,11.56145
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2011,289,31243,9.25007
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2012,318,31715,10.0268
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2013,225,31960,7.04005
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2014,234,32388,7.2249
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2015,209,32678,6.39574
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2016,185,33034,5.60029
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2017,217,33385,6.49993
Zaventem,23094,Nee,Externe uitwijking van vreemdelingen,2018,199,33806,5.88653
