Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal vreemde nationaliteiten
Wingene,37018,Nee,Vreemde nationaliteiten,2017,39
Wingene,37018,Nee,Vreemde nationaliteiten,2018,39
Wingene,37018,Nee,Vreemde nationaliteiten,2019,44
Wingene,37018,Nee,Vreemde nationaliteiten,2020,45
Wingene,37018,Nee,Vreemde nationaliteiten,2021,50
Wingene,37018,Nee,Vreemde nationaliteiten,2022,45
Ardooie,37020,Nee,Vreemde nationaliteiten,2000,20
Ardooie,37020,Nee,Vreemde nationaliteiten,2001,19
Ardooie,37020,Nee,Vreemde nationaliteiten,2002,23
Ardooie,37020,Nee,Vreemde nationaliteiten,2003,25
Ardooie,37020,Nee,Vreemde nationaliteiten,2004,25
Ardooie,37020,Nee,Vreemde nationaliteiten,2005,26
Ardooie,37020,Nee,Vreemde nationaliteiten,2006,26
Ardooie,37020,Nee,Vreemde nationaliteiten,2007,24
Ardooie,37020,Nee,Vreemde nationaliteiten,2008,22
Ardooie,37020,Nee,Vreemde nationaliteiten,2009,25
Ardooie,37020,Nee,Vreemde nationaliteiten,2010,24
Ardooie,37020,Nee,Vreemde nationaliteiten,2011,32
Ardooie,37020,Nee,Vreemde nationaliteiten,2012,36
Ardooie,37020,Nee,Vreemde nationaliteiten,2013,34
Ardooie,37020,Nee,Vreemde nationaliteiten,2014,33
Ardooie,37020,Nee,Vreemde nationaliteiten,2015,32
Ardooie,37020,Nee,Vreemde nationaliteiten,2016,36
Ardooie,37020,Nee,Vreemde nationaliteiten,2017,37
Ardooie,37020,Nee,Vreemde nationaliteiten,2018,35
Ardooie,37020,Nee,Vreemde nationaliteiten,2019,36
Ardooie,37020,Nee,Vreemde nationaliteiten,2020,34
Ardooie,37020,Nee,Vreemde nationaliteiten,2021,40
Ardooie,37020,Nee,Vreemde nationaliteiten,2022,42
Alveringem,38002,Nee,Vreemde nationaliteiten,2000,10
Alveringem,38002,Nee,Vreemde nationaliteiten,2001,11
Alveringem,38002,Nee,Vreemde nationaliteiten,2002,13
Alveringem,38002,Nee,Vreemde nationaliteiten,2003,9
Alveringem,38002,Nee,Vreemde nationaliteiten,2004,11
Alveringem,38002,Nee,Vreemde nationaliteiten,2005,12
Alveringem,38002,Nee,Vreemde nationaliteiten,2006,9
Alveringem,38002,Nee,Vreemde nationaliteiten,2007,7
Alveringem,38002,Nee,Vreemde nationaliteiten,2008,12
Alveringem,38002,Nee,Vreemde nationaliteiten,2009,13
Alveringem,38002,Nee,Vreemde nationaliteiten,2010,12
Alveringem,38002,Nee,Vreemde nationaliteiten,2011,10
Alveringem,38002,Nee,Vreemde nationaliteiten,2012,12
Alveringem,38002,Nee,Vreemde nationaliteiten,2013,14
Alveringem,38002,Nee,Vreemde nationaliteiten,2014,13
Alveringem,38002,Nee,Vreemde nationaliteiten,2015,17
Alveringem,38002,Nee,Vreemde nationaliteiten,2016,15
Alveringem,38002,Nee,Vreemde nationaliteiten,2017,22
Alveringem,38002,Nee,Vreemde nationaliteiten,2018,22
Alveringem,38002,Nee,Vreemde nationaliteiten,2019,25
Alveringem,38002,Nee,Vreemde nationaliteiten,2020,27
Alveringem,38002,Nee,Vreemde nationaliteiten,2021,31
Alveringem,38002,Nee,Vreemde nationaliteiten,2022,31
De Panne,38008,Nee,Vreemde nationaliteiten,2000,33
De Panne,38008,Nee,Vreemde nationaliteiten,2001,36
De Panne,38008,Nee,Vreemde nationaliteiten,2002,37
De Panne,38008,Nee,Vreemde nationaliteiten,2003,35
De Panne,38008,Nee,Vreemde nationaliteiten,2004,36
De Panne,38008,Nee,Vreemde nationaliteiten,2005,41
De Panne,38008,Nee,Vreemde nationaliteiten,2006,45
De Panne,38008,Nee,Vreemde nationaliteiten,2007,50
De Panne,38008,Nee,Vreemde nationaliteiten,2008,46
De Panne,38008,Nee,Vreemde nationaliteiten,2009,47
De Panne,38008,Nee,Vreemde nationaliteiten,2010,47
De Panne,38008,Nee,Vreemde nationaliteiten,2011,50
De Panne,38008,Nee,Vreemde nationaliteiten,2012,54
De Panne,38008,Nee,Vreemde nationaliteiten,2013,52
De Panne,38008,Nee,Vreemde nationaliteiten,2014,61
De Panne,38008,Nee,Vreemde nationaliteiten,2015,60
De Panne,38008,Nee,Vreemde nationaliteiten,2016,63
De Panne,38008,Nee,Vreemde nationaliteiten,2017,63
De Panne,38008,Nee,Vreemde nationaliteiten,2018,68
De Panne,38008,Nee,Vreemde nationaliteiten,2019,70
De Panne,38008,Nee,Vreemde nationaliteiten,2020,69
De Panne,38008,Nee,Vreemde nationaliteiten,2021,68
De Panne,38008,Nee,Vreemde nationaliteiten,2022,72
Koksijde,38014,Nee,Vreemde nationaliteiten,2000,40
Koksijde,38014,Nee,Vreemde nationaliteiten,2001,37
Koksijde,38014,Nee,Vreemde nationaliteiten,2002,39
Koksijde,38014,Nee,Vreemde nationaliteiten,2003,46
Koksijde,38014,Nee,Vreemde nationaliteiten,2004,53
Koksijde,38014,Nee,Vreemde nationaliteiten,2005,53
Koksijde,38014,Nee,Vreemde nationaliteiten,2006,57
Koksijde,38014,Nee,Vreemde nationaliteiten,2007,53
Koksijde,38014,Nee,Vreemde nationaliteiten,2008,57
Koksijde,38014,Nee,Vreemde nationaliteiten,2009,58
Koksijde,38014,Nee,Vreemde nationaliteiten,2010,66
Koksijde,38014,Nee,Vreemde nationaliteiten,2011,60
Koksijde,38014,Nee,Vreemde nationaliteiten,2012,64
Koksijde,38014,Nee,Vreemde nationaliteiten,2013,62
Koksijde,38014,Nee,Vreemde nationaliteiten,2014,62
Koksijde,38014,Nee,Vreemde nationaliteiten,2015,62
Koksijde,38014,Nee,Vreemde nationaliteiten,2016,69
Koksijde,38014,Nee,Vreemde nationaliteiten,2017,72
Koksijde,38014,Nee,Vreemde nationaliteiten,2018,70
Koksijde,38014,Nee,Vreemde nationaliteiten,2019,79
Koksijde,38014,Nee,Vreemde nationaliteiten,2020,78
Koksijde,38014,Nee,Vreemde nationaliteiten,2021,80
Koksijde,38014,Nee,Vreemde nationaliteiten,2022,78
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2000,27
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2001,33
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2002,34
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2003,36
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2004,36
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2005,39
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2006,36
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2007,41
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2008,46
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2009,48
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2010,50
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2011,58
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2012,57
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2013,54
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2014,57
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2015,52
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2016,61
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2017,63
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2018,68
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2019,74
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2020,73
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2021,75
Nieuwpoort,38016,Nee,Vreemde nationaliteiten,2022,72
Veurne,38025,Nee,Vreemde nationaliteiten,2000,17
Veurne,38025,Nee,Vreemde nationaliteiten,2001,15
Veurne,38025,Nee,Vreemde nationaliteiten,2002,21
Veurne,38025,Nee,Vreemde nationaliteiten,2003,23
Veurne,38025,Nee,Vreemde nationaliteiten,2004,23
Veurne,38025,Nee,Vreemde nationaliteiten,2005,21
Veurne,38025,Nee,Vreemde nationaliteiten,2006,26
Veurne,38025,Nee,Vreemde nationaliteiten,2007,33
Veurne,38025,Nee,Vreemde nationaliteiten,2008,32
Veurne,38025,Nee,Vreemde nationaliteiten,2009,32
Veurne,38025,Nee,Vreemde nationaliteiten,2010,38
Veurne,38025,Nee,Vreemde nationaliteiten,2011,33
Veurne,38025,Nee,Vreemde nationaliteiten,2012,35
Veurne,38025,Nee,Vreemde nationaliteiten,2013,31
Veurne,38025,Nee,Vreemde nationaliteiten,2014,35
Veurne,38025,Nee,Vreemde nationaliteiten,2015,38
Veurne,38025,Nee,Vreemde nationaliteiten,2016,47
Veurne,38025,Nee,Vreemde nationaliteiten,2017,45
Veurne,38025,Nee,Vreemde nationaliteiten,2018,46
Veurne,38025,Nee,Vreemde nationaliteiten,2019,43
Veurne,38025,Nee,Vreemde nationaliteiten,2020,46
Veurne,38025,Nee,Vreemde nationaliteiten,2021,47
Veurne,38025,Nee,Vreemde nationaliteiten,2022,44
Aalst,41002,Ja,Vreemde nationaliteiten,2000,75
Aalst,41002,Ja,Vreemde nationaliteiten,2001,74
Aalst,41002,Ja,Vreemde nationaliteiten,2002,85
Aalst,41002,Ja,Vreemde nationaliteiten,2003,85
Aalst,41002,Ja,Vreemde nationaliteiten,2004,88
Aalst,41002,Ja,Vreemde nationaliteiten,2005,96
Aalst,41002,Ja,Vreemde nationaliteiten,2006,101
Aalst,41002,Ja,Vreemde nationaliteiten,2007,100
Aalst,41002,Ja,Vreemde nationaliteiten,2008,103
Aalst,41002,Ja,Vreemde nationaliteiten,2009,108
Aalst,41002,Ja,Vreemde nationaliteiten,2010,110
Aalst,41002,Ja,Vreemde nationaliteiten,2011,114
Aalst,41002,Ja,Vreemde nationaliteiten,2012,119
Aalst,41002,Ja,Vreemde nationaliteiten,2013,119
Aalst,41002,Ja,Vreemde nationaliteiten,2014,122
Aalst,41002,Ja,Vreemde nationaliteiten,2015,126
Aalst,41002,Ja,Vreemde nationaliteiten,2016,125
Aalst,41002,Ja,Vreemde nationaliteiten,2017,129
Aalst,41002,Ja,Vreemde nationaliteiten,2018,128
Aalst,41002,Ja,Vreemde nationaliteiten,2019,129
Aalst,41002,Ja,Vreemde nationaliteiten,2020,133
Aalst,41002,Ja,Vreemde nationaliteiten,2021,131
Aalst,41002,Ja,Vreemde nationaliteiten,2022,131
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2000,35
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2001,35
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2002,38
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2003,38
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2004,39
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2005,42
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2006,42
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2007,44
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2008,56
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2009,60
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2010,59
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2011,64
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2012,68
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2013,65
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2014,67
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2015,71
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2016,73
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2017,77
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2018,81
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2019,81
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2020,84
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2021,90
Denderleeuw,41011,Nee,Vreemde nationaliteiten,2022,92
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2000,44
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2001,43
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2002,50
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2003,52
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2004,60
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2005,65
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2006,61
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2007,67
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2008,65
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2009,72
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2010,75
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2011,79
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2012,83
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2013,86
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2014,87
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2015,88
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2016,91
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2017,92
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2018,92
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2019,98
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2020,98
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2021,100
Geraardsbergen,41018,Nee,Vreemde nationaliteiten,2022,101
Haaltert,41024,Nee,Vreemde nationaliteiten,2000,27
Haaltert,41024,Nee,Vreemde nationaliteiten,2001,29
Haaltert,41024,Nee,Vreemde nationaliteiten,2002,30
Haaltert,41024,Nee,Vreemde nationaliteiten,2003,33
Haaltert,41024,Nee,Vreemde nationaliteiten,2004,37
Haaltert,41024,Nee,Vreemde nationaliteiten,2005,42
Haaltert,41024,Nee,Vreemde nationaliteiten,2006,41
Haaltert,41024,Nee,Vreemde nationaliteiten,2007,42
Haaltert,41024,Nee,Vreemde nationaliteiten,2008,50
Haaltert,41024,Nee,Vreemde nationaliteiten,2009,50
Haaltert,41024,Nee,Vreemde nationaliteiten,2010,48
Haaltert,41024,Nee,Vreemde nationaliteiten,2011,50
Haaltert,41024,Nee,Vreemde nationaliteiten,2012,49
Haaltert,41024,Nee,Vreemde nationaliteiten,2013,54
Haaltert,41024,Nee,Vreemde nationaliteiten,2014,50
Haaltert,41024,Nee,Vreemde nationaliteiten,2015,52
Haaltert,41024,Nee,Vreemde nationaliteiten,2016,56
Haaltert,41024,Nee,Vreemde nationaliteiten,2017,55
Haaltert,41024,Nee,Vreemde nationaliteiten,2018,62
Haaltert,41024,Nee,Vreemde nationaliteiten,2019,59
Haaltert,41024,Nee,Vreemde nationaliteiten,2020,58
Haaltert,41024,Nee,Vreemde nationaliteiten,2021,64
Haaltert,41024,Nee,Vreemde nationaliteiten,2022,69
Herzele,41027,Nee,Vreemde nationaliteiten,2000,17
Herzele,41027,Nee,Vreemde nationaliteiten,2001,22
Herzele,41027,Nee,Vreemde nationaliteiten,2002,21
Herzele,41027,Nee,Vreemde nationaliteiten,2003,26
Herzele,41027,Nee,Vreemde nationaliteiten,2004,30
Herzele,41027,Nee,Vreemde nationaliteiten,2005,32
Herzele,41027,Nee,Vreemde nationaliteiten,2006,33
Herzele,41027,Nee,Vreemde nationaliteiten,2007,35
Herzele,41027,Nee,Vreemde nationaliteiten,2008,42
Herzele,41027,Nee,Vreemde nationaliteiten,2009,44
Herzele,41027,Nee,Vreemde nationaliteiten,2010,43
Herzele,41027,Nee,Vreemde nationaliteiten,2011,47
Herzele,41027,Nee,Vreemde nationaliteiten,2012,46
Herzele,41027,Nee,Vreemde nationaliteiten,2013,51
Herzele,41027,Nee,Vreemde nationaliteiten,2014,50
Herzele,41027,Nee,Vreemde nationaliteiten,2015,46
Herzele,41027,Nee,Vreemde nationaliteiten,2016,53
Herzele,41027,Nee,Vreemde nationaliteiten,2017,60
Herzele,41027,Nee,Vreemde nationaliteiten,2018,64
Herzele,41027,Nee,Vreemde nationaliteiten,2019,67
Herzele,41027,Nee,Vreemde nationaliteiten,2020,68
Herzele,41027,Nee,Vreemde nationaliteiten,2021,73
Herzele,41027,Nee,Vreemde nationaliteiten,2022,70
Lede,41034,Nee,Vreemde nationaliteiten,2000,29
Lede,41034,Nee,Vreemde nationaliteiten,2001,22
Lede,41034,Nee,Vreemde nationaliteiten,2002,19
Lede,41034,Nee,Vreemde nationaliteiten,2003,24
Lede,41034,Nee,Vreemde nationaliteiten,2004,27
Lede,41034,Nee,Vreemde nationaliteiten,2005,28
Lede,41034,Nee,Vreemde nationaliteiten,2006,29
Lede,41034,Nee,Vreemde nationaliteiten,2007,33
Lede,41034,Nee,Vreemde nationaliteiten,2008,35
Lede,41034,Nee,Vreemde nationaliteiten,2009,41
Lede,41034,Nee,Vreemde nationaliteiten,2010,40
Lede,41034,Nee,Vreemde nationaliteiten,2011,43
Lede,41034,Nee,Vreemde nationaliteiten,2012,50
Lede,41034,Nee,Vreemde nationaliteiten,2013,51
Lede,41034,Nee,Vreemde nationaliteiten,2014,48
Lede,41034,Nee,Vreemde nationaliteiten,2015,48
Lede,41034,Nee,Vreemde nationaliteiten,2016,56
Lede,41034,Nee,Vreemde nationaliteiten,2017,59
Lede,41034,Nee,Vreemde nationaliteiten,2018,69
Lede,41034,Nee,Vreemde nationaliteiten,2019,68
Lede,41034,Nee,Vreemde nationaliteiten,2020,71
Lede,41034,Nee,Vreemde nationaliteiten,2021,71
Lede,41034,Nee,Vreemde nationaliteiten,2022,72
Ninove,41048,Nee,Vreemde nationaliteiten,2000,46
Ninove,41048,Nee,Vreemde nationaliteiten,2001,51
Ninove,41048,Nee,Vreemde nationaliteiten,2002,55
Ninove,41048,Nee,Vreemde nationaliteiten,2003,60
Ninove,41048,Nee,Vreemde nationaliteiten,2004,66
Ninove,41048,Nee,Vreemde nationaliteiten,2005,71
Ninove,41048,Nee,Vreemde nationaliteiten,2006,73
Ninove,41048,Nee,Vreemde nationaliteiten,2007,76
Ninove,41048,Nee,Vreemde nationaliteiten,2008,86
Ninove,41048,Nee,Vreemde nationaliteiten,2009,79
Ninove,41048,Nee,Vreemde nationaliteiten,2010,80
Ninove,41048,Nee,Vreemde nationaliteiten,2011,89
Ninove,41048,Nee,Vreemde nationaliteiten,2012,90
Ninove,41048,Nee,Vreemde nationaliteiten,2013,87
Ninove,41048,Nee,Vreemde nationaliteiten,2014,88
Ninove,41048,Nee,Vreemde nationaliteiten,2015,92
Ninove,41048,Nee,Vreemde nationaliteiten,2016,95
Ninove,41048,Nee,Vreemde nationaliteiten,2017,94
Ninove,41048,Nee,Vreemde nationaliteiten,2018,97
Ninove,41048,Nee,Vreemde nationaliteiten,2019,99
Ninove,41048,Nee,Vreemde nationaliteiten,2020,98
Ninove,41048,Nee,Vreemde nationaliteiten,2021,98
Ninove,41048,Nee,Vreemde nationaliteiten,2022,100
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2000,15
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2001,16
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2002,19
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2003,22
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2004,19
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2005,22
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2006,25
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2007,24
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2008,24
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2009,30
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2010,27
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2011,29
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2012,35
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2013,40
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2014,42
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2015,39
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2016,41
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2017,45
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2018,45
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2019,51
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2020,48
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2021,46
Sint-Lievens-Houtem,41063,Nee,Vreemde nationaliteiten,2022,49
Zottegem,41081,Nee,Vreemde nationaliteiten,2000,37
Zottegem,41081,Nee,Vreemde nationaliteiten,2001,37
Zottegem,41081,Nee,Vreemde nationaliteiten,2002,41
Zottegem,41081,Nee,Vreemde nationaliteiten,2003,41
Zottegem,41081,Nee,Vreemde nationaliteiten,2004,39
Zottegem,41081,Nee,Vreemde nationaliteiten,2005,41
Zottegem,41081,Nee,Vreemde nationaliteiten,2006,48
Zottegem,41081,Nee,Vreemde nationaliteiten,2007,44
Zottegem,41081,Nee,Vreemde nationaliteiten,2008,50
Zottegem,41081,Nee,Vreemde nationaliteiten,2009,57
Zottegem,41081,Nee,Vreemde nationaliteiten,2010,59
Zottegem,41081,Nee,Vreemde nationaliteiten,2011,64
Zottegem,41081,Nee,Vreemde nationaliteiten,2012,70
Zottegem,41081,Nee,Vreemde nationaliteiten,2013,72
Zottegem,41081,Nee,Vreemde nationaliteiten,2014,73
Zottegem,41081,Nee,Vreemde nationaliteiten,2015,73
Zottegem,41081,Nee,Vreemde nationaliteiten,2016,76
Zottegem,41081,Nee,Vreemde nationaliteiten,2017,80
Zottegem,41081,Nee,Vreemde nationaliteiten,2018,86
Zottegem,41081,Nee,Vreemde nationaliteiten,2019,84
Zottegem,41081,Nee,Vreemde nationaliteiten,2020,83
Zottegem,41081,Nee,Vreemde nationaliteiten,2021,87
Zottegem,41081,Nee,Vreemde nationaliteiten,2022,93
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2000,28
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2001,31
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2002,37
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2003,39
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2004,42
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2005,40
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2006,38
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2007,42
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2008,45
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2009,50
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2010,55
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2011,55
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2012,57
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2013,59
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2014,56
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2015,53
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2016,57
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2017,61
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2018,62
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2019,65
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2020,71
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2021,71
Erpe-Mere,41082,Nee,Vreemde nationaliteiten,2022,70
Berlare,42003,Nee,Vreemde nationaliteiten,2000,23
Berlare,42003,Nee,Vreemde nationaliteiten,2001,25
Berlare,42003,Nee,Vreemde nationaliteiten,2002,28
Berlare,42003,Nee,Vreemde nationaliteiten,2003,29
Berlare,42003,Nee,Vreemde nationaliteiten,2004,27
Berlare,42003,Nee,Vreemde nationaliteiten,2005,29
Berlare,42003,Nee,Vreemde nationaliteiten,2006,30
Berlare,42003,Nee,Vreemde nationaliteiten,2007,33
Berlare,42003,Nee,Vreemde nationaliteiten,2008,32
Berlare,42003,Nee,Vreemde nationaliteiten,2009,33
Berlare,42003,Nee,Vreemde nationaliteiten,2010,38
Berlare,42003,Nee,Vreemde nationaliteiten,2011,39
Berlare,42003,Nee,Vreemde nationaliteiten,2012,38
Berlare,42003,Nee,Vreemde nationaliteiten,2013,42
Berlare,42003,Nee,Vreemde nationaliteiten,2014,44
Berlare,42003,Nee,Vreemde nationaliteiten,2015,45
Berlare,42003,Nee,Vreemde nationaliteiten,2016,49
Berlare,42003,Nee,Vreemde nationaliteiten,2017,53
Berlare,42003,Nee,Vreemde nationaliteiten,2018,50
Berlare,42003,Nee,Vreemde nationaliteiten,2019,52
Berlare,42003,Nee,Vreemde nationaliteiten,2020,53
Berlare,42003,Nee,Vreemde nationaliteiten,2021,56
Berlare,42003,Nee,Vreemde nationaliteiten,2022,60
Buggenhout,42004,Nee,Vreemde nationaliteiten,2000,30
Buggenhout,42004,Nee,Vreemde nationaliteiten,2001,24
Buggenhout,42004,Nee,Vreemde nationaliteiten,2002,26
Buggenhout,42004,Nee,Vreemde nationaliteiten,2003,24
Buggenhout,42004,Nee,Vreemde nationaliteiten,2004,23
Buggenhout,42004,Nee,Vreemde nationaliteiten,2005,29
Buggenhout,42004,Nee,Vreemde nationaliteiten,2006,33
Buggenhout,42004,Nee,Vreemde nationaliteiten,2007,32
Buggenhout,42004,Nee,Vreemde nationaliteiten,2008,39
Buggenhout,42004,Nee,Vreemde nationaliteiten,2009,41
Buggenhout,42004,Nee,Vreemde nationaliteiten,2010,39
Buggenhout,42004,Nee,Vreemde nationaliteiten,2011,46
Buggenhout,42004,Nee,Vreemde nationaliteiten,2012,51
Buggenhout,42004,Nee,Vreemde nationaliteiten,2013,47
Buggenhout,42004,Nee,Vreemde nationaliteiten,2014,42
Buggenhout,42004,Nee,Vreemde nationaliteiten,2015,48
Buggenhout,42004,Nee,Vreemde nationaliteiten,2016,50
Buggenhout,42004,Nee,Vreemde nationaliteiten,2017,52
Buggenhout,42004,Nee,Vreemde nationaliteiten,2018,56
Buggenhout,42004,Nee,Vreemde nationaliteiten,2019,60
Buggenhout,42004,Nee,Vreemde nationaliteiten,2020,64
Buggenhout,42004,Nee,Vreemde nationaliteiten,2021,68
Buggenhout,42004,Nee,Vreemde nationaliteiten,2022,68
Dendermonde,42006,Nee,Vreemde nationaliteiten,2000,53
Dendermonde,42006,Nee,Vreemde nationaliteiten,2001,58
Dendermonde,42006,Nee,Vreemde nationaliteiten,2002,64
Dendermonde,42006,Nee,Vreemde nationaliteiten,2003,62
Dendermonde,42006,Nee,Vreemde nationaliteiten,2004,63
Dendermonde,42006,Nee,Vreemde nationaliteiten,2005,62
Dendermonde,42006,Nee,Vreemde nationaliteiten,2006,71
