Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2015,125,27446,4.5544
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2016,121,27536,4.39425
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2017,210,27683,7.58588
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2018,200,27886,7.17206
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2019,243,28158,8.62987
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2020,201,28502,7.05214
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2021,193,28614,6.74495
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2000,169,74790,2.25966
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2001,105,74543,1.40858
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2002,171,74558,2.29352
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2003,168,74340,2.25989
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2004,191,73984,2.58164
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2005,183,73625,2.48557
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2006,192,73657,2.60668
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2007,205,73777,2.77864
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2008,274,73995,3.70295
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2009,256,74229,3.44879
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2010,290,74911,3.87126
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2011,361,74868,4.82182
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2012,358,75219,4.75944
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2013,368,75120,4.89883
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2014,391,75128,5.20445
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2015,361,75219,4.79932
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2016,509,75506,6.74119
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2017,492,75736,6.49625
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2018,514,76265,6.73966
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2019,530,76735,6.90689
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2020,520,77109,6.7437
Kortrijk,34022,Ja,Interne uitwijking van vreemdelingen,2021,501,77213,6.48854
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2000,11,12785,0.86038
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2001,30,12684,2.36518
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2002,36,12650,2.84585
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2003,26,12648,2.05566
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2004,24,12584,1.90718
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2005,40,12516,3.19591
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2006,21,12591,1.66786
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2007,42,12626,3.32647
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2008,51,12654,4.03035
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2009,44,12775,3.44423
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2010,43,12902,3.33282
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2011,35,12967,2.69916
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2012,57,12961,4.39781
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2013,52,13052,3.98406
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2014,66,13105,5.03625
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2015,66,13084,5.04433
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2016,61,13140,4.64231
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2017,54,13219,4.08503
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2018,54,13318,4.05466
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2019,59,13484,4.37556
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2020,77,13676,5.6303
Kuurne,34023,Nee,Interne uitwijking van vreemdelingen,2021,93,13794,6.74206
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2000,2,5502,0.3635
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2001,1,5491,0.18212
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2002,3,5440,0.55147
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2003,6,5425,1.10599
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2004,3,5410,0.55453
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2005,0,5416,0.0
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2006,8,5399,1.48176
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2007,10,5411,1.84809
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2008,6,5470,1.09689
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2009,2,5536,0.36127
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2010,11,5589,1.96815
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2011,11,5647,1.94794
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2012,4,5684,0.70373
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2013,14,5730,2.44328
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2014,17,5749,2.95704
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2015,9,5743,1.56713
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2016,19,5746,3.30665
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2017,15,5768,2.60055
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2018,8,5742,1.39324
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2019,16,5747,2.78406
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2020,20,5787,3.45602
Lendelede,34025,Nee,Interne uitwijking van vreemdelingen,2021,12,5766,2.08117
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2000,53,32028,1.6548
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2001,61,31918,1.91115
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2002,79,32156,2.45677
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2003,92,32080,2.86783
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2004,81,32141,2.52015
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2005,97,32325,3.00077
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2006,73,32413,2.25218
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2007,77,32439,2.37369
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2008,117,32466,3.60377
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2009,161,32610,4.93714
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2010,205,32530,6.30188
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2011,157,32731,4.79668
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2012,169,32683,5.17088
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2013,163,32707,4.98364
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2014,216,32964,6.5526
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2015,210,32905,6.38201
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2016,195,32877,5.9312
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2017,223,33112,6.73472
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2018,239,33190,7.20096
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2019,270,33385,8.08746
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2020,225,33540,6.70841
Menen,34027,Nee,Interne uitwijking van vreemdelingen,2021,293,33708,8.6923
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2000,25,35839,0.69756
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2001,33,35842,0.92071
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2002,55,35954,1.52973
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2003,30,35940,0.83472
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2004,40,35977,1.11182
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2005,46,35919,1.28066
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2006,43,35852,1.19938
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2007,37,35831,1.03263
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2008,59,35971,1.64021
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2009,71,36190,1.96187
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2010,91,36306,2.50647
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2011,112,36593,3.06069
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2012,86,36751,2.34007
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2013,145,36960,3.92316
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2014,139,37155,3.74108
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2015,139,37341,3.72245
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2016,187,37606,4.97261
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2017,192,37871,5.06984
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2018,166,38125,4.3541
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2019,231,38266,6.03669
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2020,172,38350,4.48501
Waregem,34040,Nee,Interne uitwijking van vreemdelingen,2021,160,38535,4.15207
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2000,31,31374,0.98808
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2001,27,31357,0.86105
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2002,35,31276,1.11907
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2003,35,31172,1.1228
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2004,27,31084,0.86861
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2005,44,31059,1.41666
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2006,37,31020,1.19278
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2007,61,30926,1.97245
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2008,50,30934,1.61634
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2009,63,30990,2.03291
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2010,60,30975,1.93705
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2011,69,31066,2.22108
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2012,78,31076,2.50998
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2013,97,31100,3.11897
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2014,88,31063,2.83295
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2015,72,31307,2.29981
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2016,89,31291,2.84427
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2017,131,31457,4.16441
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2018,116,31412,3.69286
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2019,94,31406,2.99306
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2020,111,31579,3.51499
Wevelgem,34041,Nee,Interne uitwijking van vreemdelingen,2021,150,31503,4.76145
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2000,12,23489,0.51088
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2001,18,23451,0.76756
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2002,22,23404,0.94001
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2003,21,23392,0.89774
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2004,15,23536,0.63732
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2005,27,23666,1.14088
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2006,15,23674,0.63361
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2007,30,23809,1.26003
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2008,34,23900,1.42259
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2009,31,24045,1.28925
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2010,51,24113,2.11504
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2011,59,24100,2.44813
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2012,66,24209,2.72626
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2013,50,24197,2.06637
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2014,51,24258,2.1024
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2015,50,24271,2.06007
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2016,46,24353,1.88888
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2017,59,24530,2.40522
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2018,60,24619,2.43714
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2019,59,24656,2.39293
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2020,73,24814,2.94189
Zwevegem,34042,Nee,Interne uitwijking van vreemdelingen,2021,61,24853,2.45443
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2000,13,1858,6.99677
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2001,13,1873,6.94074
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2002,7,1919,3.64773
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2003,12,1969,6.09446
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2004,5,1999,2.50125
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2005,10,2040,4.90196
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2006,12,2030,5.91133
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2007,4,2047,1.95408
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2008,9,2051,4.3881
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2009,4,2105,1.90024
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2010,13,2110,6.16114
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2011,24,2126,11.28881
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2012,19,2110,9.00474
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2013,12,2126,5.6444
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2014,8,2120,3.77358
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2015,12,2155,5.56845
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2016,10,2133,4.68823
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2017,33,2142,15.40616
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2018,18,2087,8.62482
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2019,15,2049,7.32064
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2020,13,2071,6.27716
Spiere-Helkijn,34043,Nee,Interne uitwijking van vreemdelingen,2021,17,2076,8.18882
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2000,13,14076,0.92356
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2001,24,14294,1.67903
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2002,23,14473,1.58917
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2003,23,14605,1.5748
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2004,31,14803,2.09417
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2005,19,14982,1.26819
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2006,28,15118,1.8521
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2007,28,15343,1.82494
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2008,53,15594,3.39874
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2009,44,15905,2.76643
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2010,47,16202,2.90088
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2011,52,16383,3.17402
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2012,62,16496,3.75849
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2013,78,16754,4.6556
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2014,56,16962,3.3015
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2015,62,17301,3.58361
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2016,75,17360,4.32028
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2017,89,17585,5.06113
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2018,102,17828,5.72134
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2019,104,18095,5.74744
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2020,98,18141,5.40213
Bredene,35002,Nee,Interne uitwijking van vreemdelingen,2021,92,18086,5.08681
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2000,10,11085,0.90212
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2001,11,11147,0.98681
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2002,17,11199,1.51799
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2003,7,11162,0.62713
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2004,9,11184,0.80472
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2005,16,11159,1.43382
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2006,18,11125,1.61798
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2007,20,11170,1.79051
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2008,33,11383,2.89906
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2009,16,11702,1.36729
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2010,19,11727,1.62019
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2011,36,11782,3.05551
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2012,40,11792,3.39213
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2013,40,11871,3.36956
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2014,13,11826,1.09927
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2015,33,11753,2.80779
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2016,63,11851,5.31601
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2017,65,12021,5.4072
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2018,75,12063,6.21736
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2019,59,12178,4.8448
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2020,62,12166,5.09617
Gistel,35005,Nee,Interne uitwijking van vreemdelingen,2021,53,12107,4.37763
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2000,2,13242,0.15103
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2001,1,13272,0.07535
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2002,14,13349,1.04877
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2003,6,13429,0.44679
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2004,13,13389,0.97095
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2005,12,13340,0.89955
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2006,7,13423,0.52149
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2007,13,13493,0.96346
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2008,12,13571,0.88424
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2009,24,13687,1.75349
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2010,21,13839,1.51745
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2011,40,13860,2.886
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2012,21,13898,1.51101
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2013,26,13869,1.87468
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2014,23,13929,1.65123
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2015,20,13952,1.43349
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2016,17,13945,1.21907
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2017,41,13950,2.93907
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2018,44,13939,3.15661
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2019,41,14050,2.91815
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2020,29,14041,2.06538
Ichtegem,35006,Nee,Interne uitwijking van vreemdelingen,2021,47,14068,3.34092
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2000,25,16583,1.50757
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2001,18,16668,1.07991
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2002,19,16930,1.12227
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2003,40,17217,2.32329
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2004,28,17501,1.59991
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2005,34,17690,1.92199
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2006,26,17841,1.45732
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2007,32,18080,1.76991
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2008,32,18377,1.74131
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2009,47,18614,2.52498
Middelkerke,35011,Nee,Interne uitwijking van vreemdelingen,2010,55,18636,2.95128
