Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne uitwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2005,3,8254,0.36346
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2006,5,8291,0.60306
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2007,2,8325,0.24024
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2008,10,8344,1.19847
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2009,6,8357,0.71796
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2010,13,8423,1.54339
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2011,13,8460,1.53664
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2012,6,8535,0.70299
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2013,13,8580,1.51515
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2014,15,8664,1.7313
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2015,16,8705,1.83802
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2016,23,8750,2.62857
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2017,24,8733,2.7482
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2018,13,8784,1.47996
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2019,34,8777,3.87376
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2020,24,8760,2.73973
Koekelare,32010,Nee,Interne uitwijking van vreemdelingen,2021,10,8745,1.14351
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2000,2,12232,0.16351
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2001,6,12236,0.49036
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2002,3,12149,0.24693
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2003,9,12079,0.74509
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2004,3,12073,0.24849
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2005,9,12056,0.74652
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2006,5,11976,0.4175
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2007,8,12060,0.66335
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2008,6,12019,0.49921
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2009,19,12043,1.57768
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2010,15,12068,1.24296
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2011,18,12178,1.47808
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2012,13,12267,1.05975
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2013,21,12254,1.71373
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2014,17,12277,1.3847
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2015,27,12348,2.18659
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2016,29,12415,2.33588
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2017,40,12482,3.20461
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2018,38,12584,3.01971
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2019,49,12616,3.88396
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2020,56,12693,4.41188
Kortemark,32011,Nee,Interne uitwijking van vreemdelingen,2021,52,12743,4.08067
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2000,2,3217,0.6217
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2001,1,3231,0.3095
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2002,6,3281,1.82871
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2003,0,3288,0.0
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2004,3,3329,0.90117
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2005,14,3306,4.23472
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2006,2,3306,0.60496
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2007,2,3317,0.60295
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2008,5,3346,1.49432
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2009,5,3326,1.50331
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2010,5,3322,1.50512
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2011,8,3318,2.41109
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2012,3,3299,0.90937
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2013,5,3330,1.5015
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2014,11,3320,3.31325
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2015,2,3282,0.60938
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2016,9,3277,2.74641
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2017,3,3288,0.91241
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2018,4,3289,1.21618
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2019,6,3291,1.82315
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2020,5,3290,1.51976
Lo-Reninge,32030,Nee,Interne uitwijking van vreemdelingen,2021,4,3257,1.22812
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2000,40,35071,1.14054
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2001,37,35084,1.05461
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2002,58,35081,1.65332
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2003,48,35089,1.36795
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2004,36,35021,1.02795
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2005,70,34949,2.00292
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2006,35,34897,1.00295
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2007,58,34919,1.66099
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2008,68,34815,1.95318
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2009,68,34828,1.95245
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2010,91,34962,2.60283
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2011,95,35102,2.7064
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2012,77,35087,2.19454
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2013,109,34978,3.11624
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2014,94,34930,2.6911
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2015,138,34971,3.94613
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2016,123,34959,3.51841
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2017,128,35014,3.65568
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2018,157,34964,4.49033
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2019,141,34845,4.04649
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2020,113,34995,3.22903
Ieper,33011,Nee,Interne uitwijking van vreemdelingen,2021,121,34954,3.46169
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2000,6,964,6.22407
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2001,6,966,6.21118
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2002,2,971,2.05973
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2003,11,971,11.32853
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2004,6,971,6.1792
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2005,7,976,7.17213
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2006,20,988,20.24291
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2007,10,983,10.17294
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2008,12,997,12.03611
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2009,6,952,6.30252
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2010,5,950,5.26316
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2011,15,945,15.87302
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2012,5,952,5.2521
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2013,3,980,3.06122
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2014,10,1040,9.61538
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2015,5,1037,4.8216
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2016,12,1054,11.3852
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2017,9,1049,8.5796
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2018,4,1040,3.84615
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2019,15,1065,14.08451
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2020,5,1047,4.77555
Mesen,33016,Nee,Interne uitwijking van vreemdelingen,2021,13,1051,12.36917
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2000,3,19254,0.15581
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2001,14,19372,0.72269
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2002,7,19376,0.36127
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2003,16,19433,0.82334
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2004,7,19461,0.35969
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2005,33,19512,1.69127
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2006,17,19623,0.86633
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2007,19,19707,0.96412
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2008,19,19835,0.9579
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2009,28,19935,1.40456
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2010,48,19960,2.40481
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2011,27,19983,1.35115
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2012,25,19989,1.25069
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2013,17,19916,0.85359
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2014,21,19893,1.05565
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2015,31,19944,1.55435
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2016,43,19755,2.17666
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2017,37,19735,1.87484
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2018,51,19718,2.58647
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2019,45,19702,2.28403
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2020,50,19717,2.53588
Poperinge,33021,Nee,Interne uitwijking van vreemdelingen,2021,33,19686,1.67632
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2000,22,17796,1.23623
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2001,36,17744,2.02885
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2002,36,17617,2.04348
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2003,30,17526,1.71174
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2004,37,17466,2.1184
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2005,39,17609,2.21478
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2006,35,17607,1.98785
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2007,57,17690,3.22216
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2008,47,17791,2.64179
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2009,47,18022,2.60792
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2010,35,18134,1.93008
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2011,51,18264,2.79238
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2012,68,18374,3.70088
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2013,64,18398,3.47864
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2014,77,18435,4.17684
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2015,37,18426,2.00803
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2016,86,18529,4.64137
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2017,68,18689,3.6385
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2018,99,18643,5.3103
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2019,120,18767,6.3942
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2020,87,18909,4.60098
Wervik,33029,Nee,Interne uitwijking van vreemdelingen,2021,114,18864,6.04326
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2000,5,11545,0.43309
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2001,9,11581,0.77713
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2002,12,11562,1.03788
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2003,2,11570,0.17286
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2004,5,11513,0.43429
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2005,6,11620,0.51635
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2006,15,11758,1.27573
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2007,19,11908,1.59557
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2008,18,12093,1.48846
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2009,13,12179,1.06741
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2010,13,12192,1.06627
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2011,10,12307,0.81255
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2012,19,12380,1.53473
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2013,26,12365,2.10271
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2014,20,12379,1.61564
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2015,42,12396,3.38819
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2016,39,12417,3.14086
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2017,28,12355,2.26629
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2018,20,12445,1.60707
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2019,22,12481,1.76268
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2020,10,12498,0.80013
Zonnebeke,33037,Nee,Interne uitwijking van vreemdelingen,2021,17,12511,1.3588
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2000,13,8399,1.5478
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2001,18,8363,2.15234
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2002,17,8332,2.04033
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2003,16,8322,1.92261
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2004,19,8292,2.29137
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2005,15,8228,1.82304
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2006,13,8217,1.58209
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2007,36,8177,4.40259
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2008,20,8166,2.44918
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2009,20,8118,2.46366
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2010,50,8125,6.15385
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2011,30,7994,3.75281
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2012,27,7940,3.4005
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2013,30,7896,3.79939
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2014,21,7856,2.67312
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2015,19,7883,2.41025
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2016,30,7827,3.83289
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2017,32,7784,4.111
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2018,24,7862,3.05266
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2019,35,7909,4.42534
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2020,33,7926,4.16351
Heuvelland,33039,Nee,Interne uitwijking van vreemdelingen,2021,24,7897,3.03913
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2000,8,7656,1.04493
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2001,4,7602,0.52618
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2002,5,7624,0.65582
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2003,7,7669,0.91277
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2004,10,7708,1.29735
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2005,2,7757,0.25783
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2006,4,7780,0.51414
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2007,9,7774,1.15771
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2008,9,7793,1.15488
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2009,15,7811,1.92037
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2010,48,7829,6.13105
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2011,16,7846,2.03926
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2012,47,7981,5.88899
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2013,73,8018,9.10451
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2014,67,8007,8.36768
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2015,106,8015,13.2252
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2016,118,7940,14.86146
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2017,124,7948,15.60141
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2018,135,7920,17.04545
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2019,90,7819,11.51042
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2020,85,7825,10.86262
Langemark-Poelkapelle,33040,Nee,Interne uitwijking van vreemdelingen,2021,95,7843,12.11271
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2000,0,3593,0.0
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2001,1,3608,0.27716
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2002,1,3605,0.27739
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2003,2,3588,0.55741
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2004,2,3598,0.55586
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2005,8,3621,2.20933
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2006,5,3636,1.37514
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2007,4,3640,1.0989
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2008,5,3673,1.36129
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2009,9,3663,2.457
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2010,7,3676,1.90424
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2011,13,3714,3.50027
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2012,11,3712,2.96336
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2013,3,3674,0.81655
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2014,3,3668,0.81788
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2015,6,3623,1.65609
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2016,10,3673,2.72257
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2017,6,3656,1.64114
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2018,15,3659,4.09948
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2019,12,3691,3.25115
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2020,8,3653,2.18998
Vleteren,33041,Nee,Interne uitwijking van vreemdelingen,2021,8,3649,2.19238
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2000,14,13718,1.02056
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2001,5,13805,0.36219
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2002,5,13879,0.36026
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2003,5,13895,0.35984
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2004,9,13875,0.64865
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2005,4,13901,0.28775
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2006,2,13940,0.14347
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2007,21,14105,1.48883
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2008,6,14119,0.42496
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2009,17,14195,1.1976
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2010,14,14234,0.98356
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2011,9,14331,0.62801
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2012,13,14471,0.89835
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2013,16,14469,1.10581
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2014,26,14472,1.79657
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2015,23,14567,1.57891
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2016,21,14589,1.43944
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2017,36,14545,2.47508
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2018,32,14609,2.19043
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2019,56,14716,3.80538
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2020,52,14781,3.51803
Anzegem,34002,Nee,Interne uitwijking van vreemdelingen,2021,58,14845,3.90704
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2000,5,9148,0.54657
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2001,13,9194,1.41397
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2002,9,9193,0.97901
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2003,8,9165,0.87289
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2004,6,9261,0.64788
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2005,13,9372,1.38711
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2006,7,9457,0.74019
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2007,16,9523,1.68014
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2008,21,9600,2.1875
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2009,20,9601,2.08312
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2010,33,9603,3.43643
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2011,25,9655,2.58933
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2012,22,9641,2.28192
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2013,25,9666,2.58639
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2014,11,9727,1.13087
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2015,36,9788,3.67797
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2016,27,9956,2.71193
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2017,23,10045,2.2897
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2018,36,10065,3.57675
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2019,53,10158,5.21756
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2020,56,10206,5.48697
Avelgem,34003,Nee,Interne uitwijking van vreemdelingen,2021,39,10249,3.80525
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2000,7,11460,0.61082
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2001,5,11426,0.4376
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2002,10,11365,0.87989
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2003,9,11342,0.79351
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2004,4,11269,0.35496
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2005,5,11306,0.44224
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2006,10,11310,0.88417
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2007,18,11372,1.58284
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2008,16,11294,1.41668
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2009,22,11299,1.94707
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2010,26,11262,2.30865
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2011,23,11285,2.0381
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2012,29,11414,2.54074
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2013,34,11509,2.95421
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2014,18,11593,1.55266
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2015,49,11683,4.19413
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2016,67,11738,5.70796
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2017,54,11715,4.60948
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2018,36,11796,3.05188
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2019,47,11946,3.93437
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2020,28,12078,2.31826
Deerlijk,34009,Nee,Interne uitwijking van vreemdelingen,2021,40,12182,3.28353
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2000,43,26320,1.63374
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2001,36,26202,1.37394
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2002,40,26099,1.53263
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2003,29,26062,1.11273
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2004,51,26006,1.96109
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2005,42,26045,1.61259
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2006,60,26172,2.29253
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2007,79,26294,3.00449
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2008,57,26331,2.16475
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2009,58,26474,2.19083
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2010,78,26577,2.93487
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2011,100,26761,3.73678
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2012,64,26957,2.37415
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2013,109,27103,4.0217
Harelbeke,34013,Nee,Interne uitwijking van vreemdelingen,2014,135,27247,4.95467
