Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringsattest hebben behaald naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringsattest hebben behaald,Procent
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,22,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,20,25,0.8
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),5,25,0.2
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,25,0.0
Tessenderlo,71057,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,25,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,24,25,0.96
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),1,25,0.04
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,25,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,25,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,41,44,0.931818
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),3,44,0.0681818
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,44,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,44,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,28,32,0.875
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),3,32,0.09375
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,32,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,1,32,0.03125
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,23,27,0.851852
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),4,27,0.148148
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,27,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,10,15,0.666667
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),5,15,0.333333
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,15,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,15,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,17,21,0.809524
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),3,21,0.142857
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,21,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,1,21,0.047619
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,29,34,0.852941
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),3,34,0.0882353
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,34,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,2,34,0.0588235
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,9,13,0.692308
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),4,13,0.307692
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,13,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,13,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,18,26,0.692308
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),8,26,0.307692
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,26,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,26,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,21,28,0.75
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),7,28,0.25
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,28,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,28,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,17,23,0.73913
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),5,23,0.217391
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,23,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,1,23,0.0434783
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,19,25,0.76
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),6,25,0.24
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,25,0.0
Zonhoven,71066,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,25,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,8,9,0.888889
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),0,9,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,9,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,1,9,0.111111
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,12,12,1.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),0,12,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,12,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,12,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,7,9,0.777778
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,9,0.222222
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,9,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,9,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,6,8,0.75
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),2,8,0.25
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,8,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,4,7,0.571429
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),3,7,0.428571
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,7,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,7,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,13,19,0.684211
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),5,19,0.263158
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,1,19,0.0526316
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,19,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,5,7,0.714286
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),1,7,0.142857
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,1,7,0.142857
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,7,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,4,7,0.571429
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),3,7,0.428571
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,7,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,7,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,10,12,0.833333
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),2,12,0.166667
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,12,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,12,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,4,4,1.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),0,4,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,4,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,4,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,9,9,1.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),0,9,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,9,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,9,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,11,15,0.733333
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),4,15,0.266667
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,15,0.0
Zutendaal,71067,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,15,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,10,14,0.714286
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),3,14,0.214286
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,14,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,1,14,0.0714286
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,10,13,0.769231
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),3,13,0.230769
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,13,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,0,13,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,8,10,0.8
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),2,10,0.2
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,10,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,0,10,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,6,8,0.75
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),2,8,0.25
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,0,8,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,9,9,1.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),0,9,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,9,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,0,9,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,6,7,0.857143
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),1,7,0.142857
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,0,7,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,0,7,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,1,1,1.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),0,1,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,0,1,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,1,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,7,9,0.777778
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),2,9,0.222222
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,9,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,0,9,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,6,9,0.666667
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),3,9,0.333333
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,9,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,9,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,11,14,0.785714
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),3,14,0.214286
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Nederland,0,14,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Onbepaalde nationaliteit,0,14,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Derdelander,3,4,0.75
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,EU+ (excl. Nederland),1,4,0.25
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Nederland,0,4,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2020,Onbepaalde nationaliteit,0,4,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Derdelander,13,14,0.928571
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,EU+ (excl. Nederland),1,14,0.0714286
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Nederland,0,14,0.0
Ham,71069,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2021,Onbepaalde nationaliteit,0,14,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Derdelander,45,49,0.918367
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,EU+ (excl. Nederland),4,49,0.0816327
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Nederland,0,49,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2010,Onbepaalde nationaliteit,0,49,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Derdelander,65,72,0.902778
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,EU+ (excl. Nederland),6,72,0.0833333
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Nederland,0,72,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2011,Onbepaalde nationaliteit,1,72,0.0138889
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Derdelander,44,54,0.814815
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,EU+ (excl. Nederland),9,54,0.166667
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Nederland,0,54,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2012,Onbepaalde nationaliteit,1,54,0.0185185
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Derdelander,46,63,0.730159
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,EU+ (excl. Nederland),16,63,0.253968
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2013,Nederland,1,63,0.015873
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Derdelander,40,73,0.547945
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,EU+ (excl. Nederland),28,73,0.383562
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Nederland,0,73,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2014,Onbepaalde nationaliteit,5,73,0.0684932
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Derdelander,32,64,0.5
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,EU+ (excl. Nederland),26,64,0.40625
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Nederland,1,64,0.015625
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2015,Onbepaalde nationaliteit,5,64,0.078125
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Derdelander,29,50,0.58
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,EU+ (excl. Nederland),20,50,0.4
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Nederland,1,50,0.02
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2016,Onbepaalde nationaliteit,0,50,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Derdelander,30,39,0.769231
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,EU+ (excl. Nederland),7,39,0.179487
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Nederland,0,39,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2017,Onbepaalde nationaliteit,2,39,0.0512821
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Derdelander,41,48,0.854167
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,EU+ (excl. Nederland),7,48,0.145833
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Nederland,0,48,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2018,Onbepaalde nationaliteit,0,48,0.0
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,Derdelander,32,56,0.571429
Heusden-Zolder,71070,Nee,"Inburgeraars met inburgeringsattest, naar nationaliteit",2019,EU+ (excl. Nederland),19,56,0.339286
