Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Aantal inwoners,Verhouding per 10000 inwoners
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2017,30,16589,18.0843
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2018,20,16657,12.007
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2019,38,16745,22.6933
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2020,24,16846,14.2467
Kruibeke,46013,Nee,Inburgeraars met inburgeringscontract,2021,26,16785,15.49
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2010,114,39174,29.1009
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2011,95,39546,24.0227
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2012,103,39882,25.8262
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2013,72,40104,17.9533
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2014,58,40332,14.3806
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2015,61,40494,15.064
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2016,109,40626,26.8301
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2017,72,41057,17.5366
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2018,97,41438,23.4085
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2019,97,41690,23.267
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2020,80,42044,19.0277
Lokeren,46014,Nee,Inburgeraars met inburgeringscontract,2021,73,42145,17.3212
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2010,17,18501,9.18869
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2011,27,18780,14.377
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2012,6,18876,3.17864
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2013,15,18968,7.90806
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2014,10,19076,5.24219
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2015,21,19235,10.9176
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2016,28,19204,14.5803
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2017,29,19252,15.0634
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2018,30,19273,15.5658
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2019,28,19370,14.4553
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2020,25,19499,12.8212
Sint-Gillis-Waas,46020,Nee,Inburgeraars met inburgeringscontract,2021,25,19590,12.7616
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2010,293,71806,40.8044
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2011,226,72366,31.2301
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2012,200,72883,27.4412
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2013,202,73280,27.5655
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2014,158,73716,21.4336
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2015,270,74289,36.3445
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2016,493,75208,65.5515
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2017,357,76028,46.9564
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2018,316,76756,41.1694
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2019,424,77679,54.5836
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2020,339,78531,43.1677
Sint-Niklaas,46021,Ja,Inburgeraars met inburgeringscontract,2021,443,79357,55.8237
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2010,31,17350,17.8674
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2011,14,17439,8.02798
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2012,6,17487,3.43112
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2013,11,17575,6.25889
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2014,8,17635,4.53643
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2015,8,17782,4.49893
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2016,19,17888,10.6216
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2017,25,18102,13.8106
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2018,29,18352,15.8021
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2019,18,18445,9.75874
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2020,17,18687,9.09723
Stekene,46024,Nee,Inburgeraars met inburgeringscontract,2021,24,18863,12.7233
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2010,53,28147,18.8297
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2011,40,28502,14.0341
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2012,45,28889,15.5769
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2013,31,29012,10.6852
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2014,36,29073,12.3826
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2015,49,29182,16.7912
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2016,71,29194,24.3201
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2017,67,29515,22.7003
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2018,54,29528,18.2877
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2019,85,29926,28.4034
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2020,61,30196,20.2014
Temse,46025,Nee,Inburgeraars met inburgeringscontract,2021,95,30287,31.3666
As,71002,Nee,Inburgeraars met inburgeringscontract,2010,10,7785,12.8452
As,71002,Nee,Inburgeraars met inburgeringscontract,2011,13,7856,16.5479
As,71002,Nee,Inburgeraars met inburgeringscontract,2012,13,8004,16.2419
As,71002,Nee,Inburgeraars met inburgeringscontract,2013,6,8060,7.44417
As,71002,Nee,Inburgeraars met inburgeringscontract,2014,8,8020,9.97506
As,71002,Nee,Inburgeraars met inburgeringscontract,2015,10,8119,12.3168
As,71002,Nee,Inburgeraars met inburgeringscontract,2016,12,8164,14.6987
As,71002,Nee,Inburgeraars met inburgeringscontract,2017,7,8210,8.52619
As,71002,Nee,Inburgeraars met inburgeringscontract,2018,8,8190,9.76801
As,71002,Nee,Inburgeraars met inburgeringscontract,2019,17,8202,20.7267
As,71002,Nee,Inburgeraars met inburgeringscontract,2020,11,8236,13.356
As,71002,Nee,Inburgeraars met inburgeringscontract,2021,9,8279,10.8709
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2010,91,42758,21.2826
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2011,88,43203,20.369
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2012,47,43661,10.7648
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2013,65,43975,14.7811
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2014,61,44262,13.7816
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2015,77,44885,17.155
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2016,116,45242,25.6399
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2017,68,45704,14.8783
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2018,66,46065,14.3276
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2019,98,46346,21.1453
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2020,58,46598,12.4469
Beringen,71004,Nee,Inburgeraars met inburgeringscontract,2021,87,46882,18.5572
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2010,29,18208,15.9271
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2011,21,18242,11.5119
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2012,21,18377,11.4273
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2013,24,18542,12.9436
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2014,15,18666,8.036
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2015,24,18757,12.7952
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2016,31,18906,16.3969
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2017,49,19086,25.6733
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2018,43,19137,22.4696
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2019,57,19031,29.9511
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2020,52,19090,27.2394
Diepenbeek,71011,Nee,Inburgeraars met inburgeringscontract,2021,50,19157,26.1001
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2010,185,64757,28.5683
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2011,183,64987,28.1595
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2012,152,65264,23.29
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2013,144,65224,22.0778
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2014,177,65399,27.0646
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2015,196,65463,29.9406
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2016,223,65691,33.9468
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2017,210,65986,31.8249
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2018,200,66110,30.2526
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2019,215,66227,32.4641
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2020,151,66447,22.7249
Genk,71016,Ja,Inburgeraars met inburgeringscontract,2021,195,66673,29.2472
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2010,8,8121,9.851
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2011,5,8214,6.08717
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2012,3,8245,3.63857
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2013,5,8297,6.02627
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2014,9,8291,10.8551
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2015,13,8383,15.5076
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2016,15,8377,17.9062
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2017,9,8394,10.7219
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2018,8,8391,9.53402
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2019,5,8405,5.94884
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2020,7,8389,8.34426
Gingelom,71017,Nee,Inburgeraars met inburgeringscontract,2021,10,8426,11.868
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2010,14,9136,15.324
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2011,15,9242,16.2303
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2012,3,9352,3.20787
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2013,14,9422,14.8588
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2014,11,9480,11.6034
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2015,24,9546,25.1414
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2016,17,9566,17.7713
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2017,8,9511,8.41131
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2018,18,9461,19.0255
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2019,7,9427,7.42548
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2020,10,9485,10.543
Halen,71020,Nee,Inburgeraars met inburgeringscontract,2021,8,9360,8.54701
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2010,246,73067,33.6677
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2011,269,73807,36.4464
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2012,207,74588,27.7525
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2013,198,75579,26.1978
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2014,204,75991,26.8453
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2015,215,76331,28.1668
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2016,302,76685,39.3819
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2017,305,77124,39.5467
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2018,300,77651,38.6344
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2019,304,78296,38.827
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2020,271,78714,34.4284
Hasselt,71022,Ja,Inburgeraars met inburgeringscontract,2021,306,79089,38.6906
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2010,18,12219,14.7312
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2011,27,12264,22.0157
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2012,18,12316,14.6151
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2013,15,12330,12.1655
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2014,7,12390,5.64972
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2015,19,12463,15.2451
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2016,20,12608,15.8629
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2017,16,12694,12.6044
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2018,15,12661,11.8474
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2019,27,12636,21.3675
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2020,15,12650,11.8577
Herk-de-Stad,71024,Nee,Inburgeraars met inburgeringscontract,2021,18,12716,14.1554
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2010,45,14907,30.1872
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2011,42,15070,27.8699
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2012,26,15172,17.1368
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2013,32,15178,21.0831
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2014,21,15210,13.8067
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2015,38,15213,24.9786
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2016,48,15358,31.2541
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2017,35,15526,22.5428
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2018,22,15625,14.08
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2019,34,15755,21.5805
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2020,66,15850,41.6404
Leopoldsburg,71034,Nee,Inburgeraars met inburgeringscontract,2021,130,16065,80.9213
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2010,12,14293,8.39572
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2011,13,14322,9.07694
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2012,12,14358,8.35771
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2013,11,14423,7.62671
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2014,6,14529,4.12967
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2015,14,14571,9.60813
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2016,23,14603,15.7502
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2017,20,14662,13.6407
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2018,13,14762,8.80639
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2019,22,14890,14.775
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2020,13,14978,8.6794
Lummen,71037,Nee,Inburgeraars met inburgeringscontract,2021,8,15086,5.30293
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2010,8,6732,11.8835
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2011,14,6687,20.9361
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2012,16,6691,23.9127
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2013,10,6729,14.861
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2014,7,6748,10.3734
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2015,7,6841,10.2324
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2016,12,6865,17.48
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2017,5,6941,7.20357
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2018,10,6960,14.3678
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2019,14,6947,20.1526
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2020,10,6998,14.2898
Nieuwerkerken,71045,Nee,Inburgeraars met inburgeringscontract,2021,9,7062,12.7443
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2010,263,39309,66.9058
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2011,418,39579,105.612
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2012,295,39747,74.2194
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2013,120,39769,30.1743
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2014,141,39840,35.3916
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2015,139,39957,34.7874
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2016,193,40158,48.0602
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2017,181,40169,45.0596
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2018,159,40473,39.2854
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2019,241,40590,59.3742
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2020,121,40672,29.7502
Sint-Truiden,71053,Nee,Inburgeraars met inburgeringscontract,2021,148,40557,36.4919
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2010,19,17685,10.7436
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2011,22,17942,12.2617
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2012,18,18107,9.94091
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2013,16,18242,8.77097
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2014,13,18205,7.1409
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2015,16,18334,8.72696
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2016,30,18403,16.3017
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2017,19,18517,10.2608
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2018,24,18514,12.9632
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2019,29,18613,15.5805
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2020,23,18727,12.2817
Tessenderlo,71057,Nee,Inburgeraars met inburgeringscontract,2021,28,18881,14.8297
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2010,61,20570,29.6548
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2011,53,20816,25.4612
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2012,26,20887,12.4479
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2013,18,21022,8.56246
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2014,31,21139,14.6648
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2015,53,21195,25.0059
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2016,30,21276,14.1004
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2017,31,21269,14.5752
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2018,24,21214,11.3133
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2019,43,21237,20.2477
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2020,19,21327,8.90889
Zonhoven,71066,Nee,Inburgeraars met inburgeringscontract,2021,29,21339,13.5901
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2010,10,7009,14.2674
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2011,16,7047,22.7047
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2012,13,7074,18.3772
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2013,10,7045,14.1945
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2014,15,7109,21.1
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2015,17,7138,23.8162
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2016,14,7239,19.3397
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2017,14,7270,19.2572
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2018,6,7234,8.29417
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2019,13,7289,17.8351
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2020,6,7282,8.23949
Zutendaal,71067,Nee,Inburgeraars met inburgeringscontract,2021,13,7290,17.8326
Ham,71069,Nee,Inburgeraars met inburgeringscontract,2010,19,10235,18.5638
Ham,71069,Nee,Inburgeraars met inburgeringscontract,2011,14,10375,13.494
Ham,71069,Nee,Inburgeraars met inburgeringscontract,2012,6,10393,5.77312
Ham,71069,Nee,Inburgeraars met inburgeringscontract,2013,9,10473,8.59353
Ham,71069,Nee,Inburgeraars met inburgeringscontract,2014,4,10574,3.78286
Ham,71069,Nee,Inburgeraars met inburgeringscontract,2015,11,10617,10.3607
Ham,71069,Nee,Inburgeraars met inburgeringscontract,2016,17,10618,16.0105
