Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Aantal inwoners,Verhouding per 10.000 inwoners
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,75,33270,22.5428
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,84,33512,25.0656
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,96,33758,28.4377
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,72,34038,21.1528
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,78,34228,22.7884
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,71,34621,20.5078
Sint-Pieters-Leeuw,23077,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,90,35061,25.6695
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,13,11435,11.3686
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,14,11589,12.0804
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,14,11640,12.0275
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,21,11616,18.0785
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,11744,11.921
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,12,11859,10.1189
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,9,11924,7.5478
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,22,11944,18.4193
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,13,12090,10.7527
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,16,12135,13.185
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,12,12279,9.77278
Steenokkerzeel,23081,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,20,12372,16.1655
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,14,15006,9.3296
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,14,15071,9.28936
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,26,15142,17.1708
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,19,15318,12.4037
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,12,15319,7.83341
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,16,15335,10.4336
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,30,15286,19.6258
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,18,15428,11.6671
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,27,15481,17.4407
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,25,15746,15.877
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,16,16012,9.99251
Ternat,23086,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,20,16144,12.3885
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,138,39628,34.8239
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,153,40493,37.7843
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,133,41005,32.4351
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,140,41432,33.7903
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,135,41843,32.2635
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,177,42418,41.7276
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,221,43017,51.375
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,213,43653,48.7939
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,194,44015,44.0759
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,212,44727,47.3987
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,127,45495,27.9152
Vilvoorde,23088,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,147,45715,32.1557
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,101,30446,33.1735
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,98,31243,31.367
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,100,31715,31.5308
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,71,31960,22.2153
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,76,32388,23.4655
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,74,32678,22.6452
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,114,33034,34.5099
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,139,33385,41.6355
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,136,33806,40.2295
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,191,34368,55.575
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,154,34782,44.2758
Zaventem,23094,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,193,35184,54.8545
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,30,21928,13.6811
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,34,21960,15.4827
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,26,22249,11.6859
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,13,22437,5.794
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,6,22587,2.6564
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,16,22778,7.02432
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,28,23068,12.138
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,19,23240,8.17556
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,13,23325,5.57342
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,11,23358,4.70931
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,8,23260,3.43938
Zemst,23096,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,21,23314,9.00746
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,5,11163,4.47908
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,11,11297,9.7371
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,4,11260,3.5524
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,5,11265,4.43853
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,2,11277,1.77352
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,16,11367,14.0758
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,3,11494,2.61006
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,7,11621,6.02358
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,5,11629,4.2996
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,12,11631,10.3173
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,10,11665,8.57265
Roosdaal,23097,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,10,11688,8.55578
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,10,4953,20.1898
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,17,4935,34.4478
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,27,5013,53.86
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,15,5062,29.6326
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,5,5093,9.8174
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,9,5222,17.2348
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,16,5372,29.7841
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,24,5457,43.9802
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,19,5599,33.9346
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,17,5689,29.8822
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,13,5653,22.9966
Drogenbos,23098,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,30,5699,52.6408
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,22,13368,16.4572
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,16,13402,11.9385
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,20,13585,14.7221
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,24,13556,17.7043
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,17,13570,12.5276
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,18,13697,13.1416
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,25,13713,18.2309
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,25,13657,18.3056
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,33,13690,24.1052
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,28,13730,20.3933
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,26,13853,18.7685
Kraainem,23099,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,29,13847,20.9432
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,2,4755,4.2061
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,3,4805,6.2435
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,5,4787,10.445
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,5,4807,10.4015
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,3,4792,6.26043
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,2,4745,4.21496
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,5,4752,10.5219
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,3,4722,6.35324
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,9,4760,18.9076
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,4,4671,8.56348
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,9,4696,19.1652
Linkebeek,23100,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,9,4739,18.9913
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,26,18029,14.4212
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,29,17952,16.1542
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,21,17934,11.7096
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,25,17926,13.9462
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,17,18005,9.44182
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,26,17955,14.4806
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,30,18171,16.5098
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,26,18231,14.2614
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,27,18296,14.7573
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,39,18387,21.2106
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,20,18519,10.7997
Sint-Genesius-Rode,23101,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,28,18626,15.0327
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,37,15156,24.4128
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,28,15288,18.315
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,40,15341,26.0739
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,24,15507,15.4769
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,22,15586,14.1152
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,46,15721,29.2602
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,54,16059,33.626
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,39,16130,24.1785
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,62,16347,37.9274
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,61,16491,36.9899
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,49,16814,29.1424
Wemmel,23102,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,57,17013,33.5038
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,21,13682,15.3486
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,15,13705,10.9449
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,17,13830,12.2921
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,22,13924,15.8001
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,10,13894,7.19735
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,20,14032,14.2531
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,18,14095,12.7705
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,31,14044,22.0735
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,33,14021,23.5361
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,23,14258,16.1313
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,37,14269,25.9303
Wezembeek-Oppem,23103,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,35,14254,24.5545
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,8,8821,9.06927
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,10,8873,11.2701
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,15,8915,16.8256
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,7,8879,7.88377
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,14,8925,15.6863
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,7,8963,7.80989
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,16,9033,17.7128
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,17,9033,18.8199
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,14,9024,15.5142
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,15,9074,16.5307
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,10,9096,10.9938
Lennik,23104,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,7,9190,7.61697
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,12397,7.25982
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,11,12461,8.82754
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,14,12615,11.0979
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,10,12851,7.7815
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,13,12953,10.0363
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,11,13016,8.45114
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,17,13079,12.9979
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,13129,7.61673
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,15,13225,11.3422
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,15,13228,11.3396
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,12,13351,8.98809
Affligem,23105,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,12,13407,8.95055
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,31,28405,10.9136
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,35,28636,12.2224
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,25,28755,8.69414
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,49,28969,16.9146
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,23,29074,7.91085
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,46,29288,15.7061
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,47,29529,15.9166
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,57,29654,19.2217
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,58,29965,19.3559
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,54,30115,17.9313
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,31,30183,10.2707
Aarschot,24001,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,50,30281,16.512
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,5,9812,5.0958
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,7,9848,7.10804
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,0,9962,0.0
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,4,9944,4.02253
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,5,9979,5.01052
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,4,10029,3.98843
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,7,10058,6.95963
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,12,10004,11.9952
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,8,10053,7.95782
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,13,10114,12.8535
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,2,10256,1.95008
Begijnendijk,24007,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,11,10322,10.6568
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,4,5968,6.70241
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,7,6081,11.5113
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,3,6079,4.93502
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,2,6084,3.28731
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,6,6094,9.84575
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,4,6080,6.57895
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,7,6117,11.4435
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,10,6134,16.3026
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,8,6274,12.751
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,9,6306,14.2721
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,4,6332,6.31712
Bekkevoort,24008,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,11,6348,17.3283
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,18,9569,18.8107
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,18,9558,18.8324
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,8,9638,8.30048
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,19,9712,19.5634
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,11,9773,11.2555
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,6,9725,6.16967
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,17,9803,17.3416
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,9,9907,9.08449
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,9,9958,9.03796
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,23,10007,22.9839
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,8,10141,7.88877
Bertem,24009,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,14,10190,13.739
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,9467,9.50671
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,7,9503,7.36609
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,15,9609,15.6104
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,5,9696,5.15677
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,4,9800,4.08163
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,10,9881,10.1204
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,9,9953,9.0425
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,22,10017,21.9627
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,32,10025,31.9202
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,20,10083,19.8354
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,13,10162,12.7928
Bierbeek,24011,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,9,10194,8.82872
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,9,11773,7.64461
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,21,11878,17.6797
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,27,11967,22.562
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,17,11929,14.251
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,10,11971,8.35352
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,10,12057,8.29394
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,18,12102,14.8736
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,20,12192,16.4042
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,26,12379,21.0033
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,24,12516,19.1755
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,8,12629,6.33463
Boortmeerbeek,24014,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,7,12711,5.50704
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,7,7691,9.10155
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,9,7691,11.702
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2012,8,7792,10.2669
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2013,10,7946,12.5849
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2014,8,7974,10.0326
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2015,5,8063,6.20117
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2016,8,8132,9.83768
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2017,6,8178,7.33676
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2018,7,8167,8.57108
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2019,16,8242,19.4128
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2020,6,8242,7.27979
Boutersem,24016,Nee,Inburgeraars aangemeld bij onthaalbureau,2021,6,8249,7.27361
Diest,24020,Nee,Inburgeraars aangemeld bij onthaalbureau,2010,50,23048,21.6939
Diest,24020,Nee,Inburgeraars aangemeld bij onthaalbureau,2011,66,23150,28.5097
