Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Aantal personen met huidige nationaliteit uit de MOE-landen,Aantal inwoners,Procent
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,17,12068,0.00140868
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,32,12178,0.00262769
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,58,12267,0.00472813
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,68,12254,0.00554921
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,84,12277,0.00684206
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,100,12348,0.00809848
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,101,12415,0.00813532
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,122,12482,0.00977407
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,142,12584,0.0112842
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,134,12616,0.0106214
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,143,12693,0.0112661
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,159,12743,0.0124774
Kortemark,32011,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,169,12803,0.0132
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,1,3217,0.000310849
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,2,3231,0.000619003
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,2,3281,0.00060957
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,1,3288,0.000304136
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,1,3329,0.000300391
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,0,3306,0.0
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,0,3306,0.0
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,1,3317,0.000301477
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,3,3346,0.000896593
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,5,3326,0.00150331
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,5,3322,0.00150512
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,6,3318,0.00180832
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,4,3299,0.00121249
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,9,3330,0.0027027
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,10,3320,0.00301205
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,8,3282,0.00243754
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,17,3277,0.00518767
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,6,3288,0.00182482
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,7,3289,0.00212831
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,15,3291,0.00455789
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,17,3290,0.00516717
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,21,3257,0.00644765
Lo-Reninge,32030,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,21,3217,0.00652782
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,38,35071,0.00108352
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,53,35084,0.00151066
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,68,35081,0.00193837
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,55,35089,0.00156744
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,65,35021,0.00185603
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,77,34949,0.00220321
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,104,34897,0.0029802
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,104,34919,0.00297832
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,149,34815,0.00427976
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,201,34828,0.00577122
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,261,34962,0.00746525
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,307,35102,0.00874594
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,376,35087,0.0107162
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,392,34978,0.011207
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,374,34930,0.0107071
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,425,34971,0.0121529
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,450,34959,0.0128722
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,483,35014,0.0137945
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,476,34964,0.013614
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,447,34845,0.0128282
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,486,34995,0.0138877
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,522,34954,0.0149339
Ieper,33011,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,484,35039,0.0138132
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,1,964,0.00103734
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,1,966,0.0010352
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,2,971,0.00205973
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,2,971,0.00205973
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,3,971,0.0030896
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,1,976,0.00102459
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,3,988,0.00303644
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,0,983,0.0
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,1,997,0.00100301
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,2,952,0.00210084
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,4,950,0.00421053
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,3,945,0.0031746
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,3,952,0.00315126
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,3,980,0.00306122
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,8,1040,0.00769231
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,8,1037,0.00771456
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,11,1054,0.0104364
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,13,1049,0.0123928
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,13,1040,0.0125
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,12,1065,0.0112676
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,12,1047,0.0114613
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,11,1051,0.0104662
Mesen,33016,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,6,1062,0.00564972
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,4,19254,0.000207749
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,5,19372,0.000258104
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,9,19376,0.000464492
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,16,19433,0.000823342
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,30,19461,0.00154154
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,30,19512,0.00153752
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,32,19623,0.00163074
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,47,19707,0.00238494
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,36,19835,0.00181497
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,30,19935,0.00150489
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,16,19960,0.000801603
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,31,19983,0.00155132
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,57,19989,0.00285157
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,53,19916,0.00266118
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,53,19893,0.00266425
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,70,19944,0.00350983
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,86,19755,0.00435333
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,89,19735,0.00450975
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,106,19718,0.0053758
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,142,19702,0.00720739
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,173,19717,0.00877415
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,168,19686,0.00853398
Poperinge,33021,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,185,19782,0.00935194
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,6,17796,0.000337154
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,8,17744,0.000450857
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,14,17617,0.000794687
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,18,17526,0.00102705
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,16,17466,0.000916065
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,17,17609,0.000965415
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,17,17607,0.000965525
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,27,17690,0.00152629
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,48,17791,0.00269799
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,41,18022,0.002275
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,38,18134,0.00209551
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,59,18264,0.0032304
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,79,18374,0.00429955
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,103,18398,0.00559843
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,111,18435,0.00602116
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,109,18426,0.00591555
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,120,18529,0.00647633
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,140,18689,0.00749104
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,147,18643,0.007885
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,178,18767,0.00948473
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,223,18909,0.0117933
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,207,18864,0.0109733
Wervik,33029,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,211,19020,0.0110936
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,4,11545,0.00034647
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,6,11581,0.00051809
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,6,11562,0.000518941
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,3,11570,0.000259291
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,5,11513,0.000434292
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,8,11620,0.000688468
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,7,11758,0.000595339
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,7,11908,0.00058784
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,30,12093,0.00248077
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,23,12179,0.0018885
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,20,12192,0.00164042
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,33,12307,0.0026814
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,41,12380,0.00331179
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,58,12365,0.00469066
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,60,12379,0.00484692
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,72,12396,0.00580833
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,72,12417,0.0057985
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,70,12355,0.00566572
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,69,12445,0.0055444
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,83,12481,0.00665011
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,88,12498,0.00704113
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,98,12511,0.00783311
Zonnebeke,33037,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,106,12556,0.00844218
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,9,8399,0.00107156
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,9,8363,0.00107617
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,8,8332,0.000960154
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,4,8322,0.000480654
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,9,8292,0.00108538
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,9,8228,0.00109383
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,2,8217,0.000243398
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,2,8177,0.000244588
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,4,8166,0.000489836
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,4,8118,0.000492732
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,4,8125,0.000492308
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,8,7994,0.00100075
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,13,7940,0.00163728
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,18,7896,0.00227964
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,14,7856,0.00178208
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,21,7883,0.00266396
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,18,7827,0.00229973
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,24,7784,0.00308325
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,35,7862,0.00445179
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,46,7909,0.00581616
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,40,7926,0.00504668
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,48,7897,0.00607826
Heuvelland,33039,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,52,7991,0.00650732
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,7,7656,0.000914316
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,5,7602,0.000657722
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,5,7624,0.000655824
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,5,7669,0.000651975
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,4,7708,0.000518941
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,5,7757,0.000644579
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,11,7780,0.00141388
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,10,7774,0.00128634
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,30,7793,0.00384961
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,34,7811,0.00435284
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,34,7829,0.00434283
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,67,7846,0.00853938
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,99,7981,0.0124045
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,142,8018,0.0177102
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,140,8007,0.0174847
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,136,8015,0.0169682
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,122,7940,0.0153652
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,134,7948,0.0168596
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,153,7920,0.0193182
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,155,7819,0.0198235
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,168,7825,0.0214696
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,177,7843,0.0225679
Langemark-Poelkapelle,33040,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,192,7926,0.0242241
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,1,3593,0.000278319
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,1,3608,0.000277162
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,1,3605,0.000277393
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,4,3588,0.00111483
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,7,3598,0.00194553
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,9,3621,0.0024855
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,2,3636,0.000550055
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,2,3640,0.000549451
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,29,3673,0.00789545
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,10,3663,0.00273
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,9,3676,0.00244831
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,12,3714,0.00323102
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,13,3712,0.00350216
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,7,3674,0.00190528
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,10,3668,0.00272628
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2015,12,3623,0.00331217
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2016,20,3673,0.00544514
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2017,20,3656,0.00547046
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2018,21,3659,0.00573927
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2019,23,3691,0.00623137
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2020,25,3653,0.00684369
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2021,33,3649,0.00904357
Vleteren,33041,Nee,Vreemdelingen met nationaliteit MOE-landen,2022,38,3646,0.0104224
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2000,5,13718,0.000364485
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2001,5,13805,0.000362188
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2002,3,13879,0.000216154
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2003,10,13895,0.000719683
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2004,5,13875,0.00036036
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2005,6,13901,0.000431624
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2006,6,13940,0.000430416
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2007,10,14105,0.000708968
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2008,13,14119,0.000920745
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2009,17,14195,0.0011976
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2010,22,14234,0.0015456
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2011,29,14331,0.00202359
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2012,32,14471,0.00221132
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2013,48,14469,0.00331744
Anzegem,34002,Nee,Vreemdelingen met nationaliteit MOE-landen,2014,58,14472,0.00400774
