Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Externe inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Deinze,44083,Nee,Externe inwijking van vreemdelingen,2020,213,43580,4.88756
Deinze,44083,Nee,Externe inwijking van vreemdelingen,2021,218,43922,4.96334
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2000,50,26303,1.90092
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2001,60,26343,2.27764
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2002,60,26443,2.26903
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2003,67,26530,2.52544
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2004,73,26492,2.75555
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2005,82,26544,3.08921
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2006,50,26726,1.87084
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2007,80,26781,2.98719
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2008,118,27025,4.36633
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2009,85,27371,3.10548
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2010,70,27665,2.53027
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2011,150,27904,5.37557
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2012,150,28076,5.34264
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2013,108,28237,3.82477
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2014,140,28239,4.95768
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2015,135,28250,4.77876
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2016,105,28435,3.69263
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2017,151,28563,5.28656
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2018,140,28784,4.86381
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2019,187,28906,6.46925
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2020,148,29182,5.07162
Aalter,44084,Nee,Externe inwijking van vreemdelingen,2021,172,29242,5.88195
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2000,23,25509,0.90164
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2001,26,25465,1.02101
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2002,29,25400,1.14173
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2003,17,25333,0.67106
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2004,33,25263,1.30626
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2005,46,25170,1.82757
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2006,67,25174,2.66148
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2007,88,25152,3.49873
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2008,80,25225,3.17146
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2009,67,25425,2.6352
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2010,49,25495,1.92195
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2011,47,25572,1.83795
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2012,80,25663,3.11733
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2013,35,25804,1.35638
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2014,52,25804,2.01519
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2015,62,25756,2.40721
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2016,58,25842,2.24441
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2017,64,25812,2.47947
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2018,77,26007,2.96074
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2019,97,26162,3.70767
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2020,54,26310,2.05245
Lievegem,44085,Nee,Externe inwijking van vreemdelingen,2021,85,26441,3.2147
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2000,31,27788,1.11559
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2001,40,28028,1.42714
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2002,31,28089,1.10363
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2003,35,28041,1.24817
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2004,44,28070,1.56751
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2005,50,28299,1.76685
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2006,45,28517,1.57801
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2007,59,28820,2.04719
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2008,77,29052,2.65042
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2009,75,29351,2.55528
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2010,76,29702,2.55875
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2011,93,29967,3.10341
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2012,106,30248,3.50436
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2013,121,30412,3.97869
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2014,116,30641,3.78578
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2015,129,30788,4.18994
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2016,120,30990,3.87222
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2017,140,30972,4.52021
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2018,168,31132,5.39638
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2019,203,31393,6.46641
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2020,195,31612,6.16854
Oudenaarde,45035,Nee,Externe inwijking van vreemdelingen,2021,223,31650,7.04581
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2000,63,23849,2.64162
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2001,64,23740,2.69587
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2002,64,23697,2.70076
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2003,68,23870,2.84876
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2004,92,23827,3.86117
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2005,77,23994,3.20914
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2006,142,24158,5.87797
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2007,146,24426,5.97724
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2008,170,24640,6.89935
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2009,162,24874,6.51282
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2010,114,25146,4.53352
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2011,170,25176,6.75246
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2012,141,25403,5.55053
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2013,159,25565,6.21944
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2014,209,25629,8.15482
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2015,176,25783,6.8262
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2016,179,25925,6.90453
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2017,176,26092,6.74536
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2018,174,26337,6.60668
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2019,192,26479,7.25103
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2020,170,26374,6.44574
Ronse,45041,Nee,Externe inwijking van vreemdelingen,2021,203,26510,7.65749
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2000,7,13709,0.51061
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2001,13,13689,0.94967
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2002,14,13669,1.02422
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2003,16,13627,1.17414
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2004,9,13618,0.66089
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2005,1,13674,0.07313
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2006,4,13726,0.29142
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2007,9,13759,0.65412
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2008,14,13880,1.00865
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2009,15,14001,1.07135
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2010,26,14109,1.8428
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2011,31,14179,2.18633
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2012,47,14330,3.27983
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2013,32,14422,2.21883
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2014,37,14476,2.55595
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2015,24,14640,1.63934
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2016,43,14787,2.90796
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2017,37,14797,2.50051
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2018,34,14781,2.30025
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2019,29,14801,1.95933
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2020,36,14803,2.43194
Brakel,45059,Nee,Externe inwijking van vreemdelingen,2021,35,14762,2.37095
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2000,4,6086,0.65725
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2001,4,6100,0.65574
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2002,15,6054,2.4777
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2003,2,6082,0.32884
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2004,4,6128,0.65274
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2005,10,6101,1.63908
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2006,55,6161,8.92712
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2007,11,6258,1.75775
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2008,10,6382,1.56691
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2009,5,6443,0.77604
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2010,12,6436,1.86451
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2011,23,6478,3.55048
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2012,19,6446,2.94756
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2013,11,6464,1.70173
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2014,10,6395,1.56372
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2015,21,6443,3.25935
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2016,19,6445,2.94802
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2017,11,6447,1.70622
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2018,7,6453,1.08477
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2019,23,6488,3.54501
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2020,16,6577,2.43272
Kluisbergen,45060,Nee,Externe inwijking van vreemdelingen,2021,13,6682,1.94553
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2000,3,6071,0.49415
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2001,6,6029,0.99519
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2002,2,6009,0.33283
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2003,4,5984,0.66845
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2004,6,5967,1.00553
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2005,2,5929,0.33733
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2006,10,5977,1.67308
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2007,9,6085,1.47905
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2008,7,6138,1.14044
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2009,20,6300,3.1746
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2010,22,6264,3.51213
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2011,8,6273,1.27531
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2012,5,6275,0.79681
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2013,11,6310,1.74326
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2014,26,6323,4.11197
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2015,17,6332,2.68478
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2016,14,6326,2.21309
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2017,6,6399,0.93765
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2018,11,6440,1.70807
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2019,15,6397,2.34485
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2020,6,6395,0.93823
Wortegem-Petegem,45061,Nee,Externe inwijking van vreemdelingen,2021,13,6445,2.01707
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2000,0,1968,0.0
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2001,1,1921,0.52056
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2002,0,1915,0.0
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2003,2,1915,1.04439
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2004,0,1916,0.0
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2005,0,1975,0.0
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2006,1,2004,0.499
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2007,2,2054,0.97371
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2008,4,2072,1.9305
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2009,5,2037,2.45459
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2010,16,2049,7.80869
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2011,1,2076,0.4817
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2012,1,2058,0.48591
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2013,3,2073,1.44718
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2014,1,2056,0.48638
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2015,1,2040,0.4902
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2016,1,2000,0.5
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2017,9,2028,4.43787
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2018,2,2048,0.97656
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2019,6,2036,2.94695
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2020,3,2022,1.48368
Horebeke,45062,Nee,Externe inwijking van vreemdelingen,2021,1,2009,0.49776
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2000,5,6291,0.79479
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2001,5,6302,0.7934
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2002,1,6374,0.15689
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2003,3,6400,0.46875
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2004,5,6399,0.78137
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2005,1,6426,0.15562
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2006,0,6399,0.0
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2007,6,6454,0.92966
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2008,3,6474,0.46339
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2009,2,6478,0.30874
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2010,3,6534,0.45914
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2011,1,6497,0.15392
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2012,7,6542,1.07001
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2013,6,6522,0.91996
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2014,7,6579,1.06399
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2015,2,6548,0.30544
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2016,2,6550,0.30534
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2017,4,6563,0.60948
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2018,8,6567,1.21821
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2019,6,6616,0.90689
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2020,3,6579,0.456
Lierde,45063,Nee,Externe inwijking van vreemdelingen,2021,6,6626,0.90552
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2000,5,6448,0.77543
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2001,4,6447,0.62044
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2002,4,6434,0.6217
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2003,2,6404,0.3123
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2004,3,6386,0.46978
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2005,2,6422,0.31143
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2006,0,6468,0.0
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2007,5,6460,0.77399
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2008,4,6446,0.62054
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2009,1,6441,0.15526
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2010,3,6418,0.46744
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2011,4,6448,0.62035
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2012,4,6428,0.62228
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2013,6,6350,0.94488
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2014,6,6332,0.94757
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2015,10,6341,1.57704
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2016,16,6281,2.54737
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2017,5,6353,0.78703
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2018,4,6338,0.63111
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2019,9,6343,1.41889
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2020,7,6338,1.10445
Maarkedal,45064,Nee,Externe inwijking van vreemdelingen,2021,9,6362,1.41465
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2000,4,7683,0.52063
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2001,3,7687,0.39027
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2002,2,7686,0.26021
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2003,7,7691,0.91015
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2004,2,7716,0.2592
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2005,5,7770,0.6435
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2006,6,7765,0.7727
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2007,5,7835,0.63816
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2008,19,7916,2.4002
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2009,17,8043,2.11364
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2010,5,8062,0.62019
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2011,11,8095,1.35886
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2012,10,8045,1.24301
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2013,9,8070,1.11524
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2014,9,8070,1.11524
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2015,20,8047,2.4854
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2016,6,8040,0.74627
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2017,9,8099,1.11125
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2018,2,8134,0.24588
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2019,8,8148,0.98184
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2020,14,8167,1.71422
Zwalm,45065,Nee,Externe inwijking van vreemdelingen,2021,12,8224,1.45914
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2000,11,14452,0.76114
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2001,5,14447,0.34609
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2002,8,14506,0.5515
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2003,7,14595,0.47962
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2004,9,14774,0.60918
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2005,6,14789,0.40571
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2006,10,14923,0.67011
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2007,22,14974,1.46921
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2008,20,15098,1.32468
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2009,24,15172,1.58186
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2010,20,15275,1.30933
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2011,34,15344,2.21585
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2012,27,15424,1.75052
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2013,32,15507,2.06358
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2014,35,15580,2.24647
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2015,40,15667,2.55314
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2016,31,15664,1.97906
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2017,27,15580,1.73299
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2018,21,15638,1.34288
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2019,33,15641,2.10984
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2020,30,15743,1.90561
Kruisem,45068,Nee,Externe inwijking van vreemdelingen,2021,40,15750,2.53968
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2000,73,44977,1.62305
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2001,89,45105,1.97317
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2002,82,45168,1.81544
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2003,86,45178,1.90358
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2004,86,45243,1.90085
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2005,102,45593,2.23719
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2006,99,45705,2.16606
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2007,111,45771,2.42512
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2008,114,45901,2.48361
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2009,100,46084,2.16995
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2010,157,46299,3.391
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2011,146,46518,3.13857
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2012,191,46752,4.08539
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2013,169,46933,3.60088
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2014,193,47192,4.08968
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2015,197,47423,4.1541
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2016,189,47573,3.97284
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2017,220,47946,4.5885
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2018,347,48192,7.20037
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2019,378,48668,7.76691
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2020,245,49047,4.99521
Beveren,46003,Nee,Externe inwijking van vreemdelingen,2021,296,49062,6.03318
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2000,16,14556,1.0992
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2001,22,14583,1.50861
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2002,13,14684,0.88532
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2003,14,14730,0.95044
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2004,17,14816,1.14741
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2005,15,15005,0.99967
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2006,19,15216,1.24869
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2007,24,15328,1.56576
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2008,39,15485,2.51857
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2009,45,15642,2.87687
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2010,55,15820,3.47661
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2011,51,15946,3.19829
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2012,54,16028,3.3691
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2013,52,16164,3.21703
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2014,34,16306,2.08512
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2015,37,16421,2.25321
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2016,54,16541,3.26462
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2017,56,16589,3.37573
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2018,49,16657,2.94171
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2019,58,16745,3.46372
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2020,35,16846,2.07764
Kruibeke,46013,Nee,Externe inwijking van vreemdelingen,2021,65,16785,3.87251
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2000,126,36458,3.45603
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2001,134,36532,3.66802
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2002,170,36772,4.62308
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2003,172,37043,4.64325
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2004,148,37304,3.9674
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2005,131,37515,3.49194
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2006,165,37850,4.35931
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2007,172,38276,4.49368
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2008,184,38481,4.78158
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2009,180,38814,4.6375
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2010,203,39174,5.18201
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2011,229,39546,5.79072
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2012,188,39882,4.71391
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2013,139,40104,3.46599
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2014,135,40332,3.34722
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2015,178,40494,4.39571
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2016,160,40626,3.93836
Lokeren,46014,Nee,Externe inwijking van vreemdelingen,2017,190,41057,4.62771
