Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal personen dat zich als kiezer heeft ingeschreven per nationaliteitsgroep,Aantal potentiële kiezers per nationaliteitsgroep,Procent
Oud-Heverlee,24086,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,30,234,0.128205
Oud-Heverlee,24086,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,36,0.111111
Oud-Heverlee,24086,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,36,309,0.116505
Oud-Heverlee,24086,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,56,0.0714286
Rotselaar,24094,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,67,256,0.261719
Rotselaar,24094,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,10,38,0.263158
Rotselaar,24094,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,78,332,0.23494
Rotselaar,24094,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,12,60,0.2
Tervuren,24104,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,491,3242,0.15145
Tervuren,24104,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,10,235,0.0425532
Tervuren,24104,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,574,3385,0.169572
Tervuren,24104,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,26,325,0.08
Tienen,24107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,61,609,0.100164
Tienen,24107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,22,252,0.0873016
Tienen,24107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,83,941,0.088204
Tienen,24107,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,24,494,0.048583
Tremelo,24109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,26,291,0.0893471
Tremelo,24109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,32,0.03125
Tremelo,24109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,33,298,0.110738
Tremelo,24109,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,43,0.0232558
Zoutleeuw,24130,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,4,95,0.0421053
Zoutleeuw,24130,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,25,0.04
Zoutleeuw,24130,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,5,135,0.037037
Zoutleeuw,24130,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,40,0.0
Linter,24133,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,1,45,0.0222222
Linter,24133,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,13,0.0
Linter,24133,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,6,93,0.0645161
Linter,24133,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,34,0.0
Scherpenheuvel-Zichem,24134,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,29,327,0.088685
Scherpenheuvel-Zichem,24134,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,13,64,0.203125
Scherpenheuvel-Zichem,24134,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,40,446,0.0896861
Scherpenheuvel-Zichem,24134,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,7,74,0.0945946
Tielt-Winge,24135,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,12,102,0.117647
Tielt-Winge,24135,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,8,28,0.285714
Tielt-Winge,24135,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,17,189,0.0899471
Tielt-Winge,24135,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,27,0.0740741
Glabbeek,24137,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,6,43,0.139535
Glabbeek,24137,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,5,0.0
Glabbeek,24137,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,7,60,0.116667
Glabbeek,24137,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,15,0.133333
Beernem,31003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,10,137,0.0729927
Beernem,31003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,23,0.217391
Beernem,31003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,14,187,0.0748663
Beernem,31003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,10,46,0.217391
Blankenberge,31004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,43,454,0.0947137
Blankenberge,31004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,20,131,0.152672
Blankenberge,31004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,42,572,0.0734266
Blankenberge,31004,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,26,206,0.126214
Brugge,31005,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,226,2266,0.0997352
Brugge,31005,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,66,684,0.0964912
Brugge,31005,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,306,3436,0.089057
Brugge,31005,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,180,1155,0.155844
Damme,31006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,11,138,0.0797101
Damme,31006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,17,0.0588235
Damme,31006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,23,211,0.109005
Damme,31006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,28,0.0714286
Jabbeke,31012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,11,116,0.0948276
Jabbeke,31012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,19,0.0526316
Jabbeke,31012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,12,175,0.0685714
Jabbeke,31012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,24,0.0833333
Oostkamp,31022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,16,207,0.0772947
Oostkamp,31022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,45,0.0222222
Oostkamp,31022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,18,389,0.0462725
Oostkamp,31022,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,49,0.0816327
Torhout,31033,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,14,202,0.0693069
Torhout,31033,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,56,0.107143
Torhout,31033,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,11,377,0.0291777
Torhout,31033,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,78,0.0512821
Zedelgem,31040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,22,181,0.121547
Zedelgem,31040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,29,0.0689655
Zedelgem,31040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,22,307,0.0716612
Zedelgem,31040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,42,0.047619
Zuienkerke,31042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,9,24,0.375
Zuienkerke,31042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,2,0.0
Zuienkerke,31042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,7,40,0.175
Zuienkerke,31042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,3,0.0
Knokke-Heist,31043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,111,1260,0.0880952
Knokke-Heist,31043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,7,183,0.0382514
Knokke-Heist,31043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,103,1587,0.0649023
Knokke-Heist,31043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,8,304,0.0263158
Diksmuide,32003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,18,138,0.130435
Diksmuide,32003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,36,0.138889
Diksmuide,32003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,19,326,0.0582822
Diksmuide,32003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,52,0.0192308
Houthulst,32006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,5,66,0.0757576
Houthulst,32006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,5,0.0
Houthulst,32006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,6,214,0.0280374
Houthulst,32006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,10,0.0
Koekelare,32010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,7,45,0.155556
Koekelare,32010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,12,0.0833333
Koekelare,32010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,11,71,0.15493
Koekelare,32010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,18,0.222222
Kortemark,32011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,11,71,0.15493
Kortemark,32011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,3,9,0.333333
Kortemark,32011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,11,154,0.0714286
Kortemark,32011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,4,34,0.117647
Lo-reninge,32030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,2,28,0.0714286
Lo-reninge,32030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,1,0.0
Lo-reninge,32030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,2,29,0.0689655
Lo-reninge,32030,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,1,0.0
Ieper,33011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,120,558,0.215054
Ieper,33011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,210,0.0190476
Ieper,33011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,102,732,0.139344
Ieper,33011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,5,248,0.0201613
Mesen,33016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,51,99,0.515152
Mesen,33016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,3,0.0
Mesen,33016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,31,91,0.340659
Mesen,33016,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,8,0.125
Poperinge,33021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,46,259,0.177606
Poperinge,33021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,8,50,0.16
Poperinge,33021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,42,333,0.126126
Poperinge,33021,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,8,63,0.126984
Wervik,33029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,85,617,0.137763
Wervik,33029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,46,0.130435
Wervik,33029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,84,743,0.113055
Wervik,33029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,9,113,0.079646
Zonnebeke,33037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,9,119,0.0756303
Zonnebeke,33037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,10,0.0
Zonnebeke,33037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,10,135,0.0740741
Zonnebeke,33037,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,11,0.0
Heuvelland,33039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,105,395,0.265823
Heuvelland,33039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,12,0.0
Heuvelland,33039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,86,403,0.2134
Heuvelland,33039,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,20,0.0
Langemark-Poelkapelle,33040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,10,118,0.0847458
Langemark-Poelkapelle,33040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,12,0.0
Langemark-Poelkapelle,33040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,12,159,0.0754717
Langemark-Poelkapelle,33040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,7,24,0.291667
Vleteren,33041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,5,26,0.192308
Vleteren,33041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,4,0.0
Vleteren,33041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,4,49,0.0816327
Vleteren,33041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,5,0.0
Anzegem,34002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,11,83,0.13253
Anzegem,34002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,15,0.333333
Anzegem,34002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,11,182,0.0604396
Anzegem,34002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,25,0.12
Avelgem,34003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,11,104,0.105769
Avelgem,34003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,16,0.0
Avelgem,34003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,9,151,0.0596026
Avelgem,34003,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,40,0.025
Deerlijk,34009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,13,95,0.136842
Deerlijk,34009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,42,0.0238095
Deerlijk,34009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,16,172,0.0930233
Deerlijk,34009,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,55,0.0363636
Harelbeke,34013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,21,323,0.0650155
Harelbeke,34013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,127,0.0393701
Harelbeke,34013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,22,690,0.0318841
Harelbeke,34013,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,14,226,0.0619469
Kortrijk,34022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,121,1442,0.0839112
Kortrijk,34022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,134,1081,0.123959
Kortrijk,34022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,195,1943,0.10036
Kortrijk,34022,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,97,1334,0.0727136
Kuurne,34023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,13,158,0.0822785
Kuurne,34023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,139,0.028777
Kuurne,34023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,23,194,0.118557
Kuurne,34023,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,20,167,0.11976
Lendelede,34025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,2,38,0.0526316
Lendelede,34025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,21,0.0952381
Lendelede,34025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,3,78,0.0384615
Lendelede,34025,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,19,0.0526316
Menen,34027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,179,1587,0.112791
Menen,34027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,35,288,0.121528
Menen,34027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,200,1890,0.10582
Menen,34027,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,60,449,0.13363
Waregem,34040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,47,484,0.0971074
Waregem,34040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,20,184,0.108696
Waregem,34040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,63,1020,0.0617647
Waregem,34040,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,19,262,0.0725191
Wevelgem,34041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,26,300,0.0866667
Wevelgem,34041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,6,92,0.0652174
Wevelgem,34041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,44,479,0.091858
Wevelgem,34041,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,24,139,0.172662
Zwevegem,34042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,4,205,0.0195122
Zwevegem,34042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,47,0.0425532
Zwevegem,34042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,7,306,0.0228758
Zwevegem,34042,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,67,0.0149254
Spiere-Helkijn,34043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,23,80,0.2875
Spiere-Helkijn,34043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,1,0.0
Spiere-Helkijn,34043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,19,119,0.159664
Spiere-Helkijn,34043,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,2,0.0
Bredene,35002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,38,245,0.155102
Bredene,35002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,10,59,0.169492
Bredene,35002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,34,280,0.121429
Bredene,35002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,15,149,0.100671
Gistel,35005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,16,117,0.136752
Gistel,35005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,25,0.08
Gistel,35005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,17,177,0.0960452
Gistel,35005,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,9,51,0.176471
Ichtegem,35006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,11,89,0.123596
Ichtegem,35006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,16,0.125
Ichtegem,35006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,9,157,0.0573248
Ichtegem,35006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,22,0.0454545
Middelkerke,35011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,52,286,0.181818
Middelkerke,35011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,7,61,0.114754
Middelkerke,35011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,43,330,0.130303
Middelkerke,35011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,7,106,0.0660377
Oostende,35013,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,139,1561,0.0890455
Oostende,35013,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,82,1109,0.0739405
Oostende,35013,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,191,2091,0.0913439
Oostende,35013,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,216,1669,0.129419
Oudenburg,35014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,11,112,0.0982143
Oudenburg,35014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,5,25,0.2
Oudenburg,35014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,7,117,0.0598291
Oudenburg,35014,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,7,45,0.155556
De Haan,35029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,65,293,0.221843
De Haan,35029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,4,38,0.105263
De Haan,35029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,87,325,0.267692
De Haan,35029,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,11,50,0.22
Hooglede,36006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,6,119,0.0504202
Hooglede,36006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,19,0.0
Hooglede,36006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,5,196,0.0255102
Hooglede,36006,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,21,0.0
Ingelmunster,36007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,9,184,0.048913
Ingelmunster,36007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,33,0.0
Ingelmunster,36007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,4,244,0.0163934
Ingelmunster,36007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,51,0.0392157
Izegem,36008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,15,218,0.0688073
Izegem,36008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,14,113,0.123894
Izegem,36008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,17,510,0.0333333
Izegem,36008,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,3,157,0.0191083
Ledegem,36010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,2,47,0.0425532
Ledegem,36010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,20,0.0
Ledegem,36010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,3,150,0.02
Ledegem,36010,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,28,0.0
Lichtervelde,36011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,1,42,0.0238095
Lichtervelde,36011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,37,0.0
Lichtervelde,36011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,2,83,0.0240964
Lichtervelde,36011,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,29,0.0344828
Moorslede,36012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,14,96,0.145833
Moorslede,36012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,1,9,0.111111
Moorslede,36012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,9,159,0.0566038
Moorslede,36012,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,0,20,0.0
Roeselare,36015,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,31,867,0.0357555
Roeselare,36015,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,12,484,0.0247934
Roeselare,36015,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,91,2630,0.0346008
Roeselare,36015,ja,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,19,782,0.0242967
Staden,36019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,6,104,0.0576923
Staden,36019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,10,0.0
Staden,36019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,7,310,0.0225806
Staden,36019,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,2,19,0.105263
Dentergem,37002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,10,102,0.0980392
Dentergem,37002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,0,7,0.0
Dentergem,37002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,24,217,0.110599
Dentergem,37002,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,8,25,0.32
Meulebeke,37007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,EU,9,225,0.04
Meulebeke,37007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2012,Niet-EU,2,26,0.0769231
Meulebeke,37007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,EU,6,320,0.01875
Meulebeke,37007,nee,"Bereik niet-Belgische kiezers, naar nationaliteit",2018,Niet-EU,1,49,0.0204082
