Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Nationaliteit,Aantal inburgeraars die een inburgeringscontract hebben ondertekend naar nationaliteitsgroep,Aantal inburgeraars die een inburgeringscontract hebben ondertekend,Procent
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),8,69,0.115942
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,69,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,69,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,63,68,0.926471
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),4,68,0.0588235
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,68,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,68,0.0147059
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,48,56,0.857143
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),7,56,0.125
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,56,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,1,56,0.0178571
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,57,74,0.77027
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),16,74,0.216216
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,74,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,1,74,0.0135135
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,43,57,0.754386
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),14,57,0.245614
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,57,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,57,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,61,76,0.802632
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),14,76,0.184211
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,0,76,0.0
Boom,11005,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,1,76,0.0131579
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,19,21,0.904762
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,2,21,0.0952381
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,21,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,23,31,0.741935
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,8,31,0.258065
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,31,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,11,23,0.478261
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),8,23,0.347826
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,1,23,0.0434783
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,3,23,0.130435
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,27,35,0.771429
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),8,35,0.228571
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,35,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,35,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,9,18,0.5
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),9,18,0.5
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,18,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,0,18,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,32,39,0.820513
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),6,39,0.153846
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,39,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,1,39,0.025641
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,26,35,0.742857
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),4,35,0.114286
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,1,35,0.0285714
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,4,35,0.114286
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,36,47,0.765957
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),10,47,0.212766
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,47,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,1,47,0.0212766
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,19,26,0.730769
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),5,26,0.192308
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,26,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,2,26,0.0769231
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,22,30,0.733333
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),8,30,0.266667
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,30,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,30,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,31,37,0.837838
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),5,37,0.135135
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,1,37,0.027027
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,37,0.0
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,35,42,0.833333
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),6,42,0.142857
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,1,42,0.0238095
Borsbeek,11007,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,42,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,43,52,0.826923
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,4,52,0.0769231
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,5,52,0.0961538
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,39,41,0.95122
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,1,41,0.0243902
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,1,41,0.0243902
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,29,36,0.805556
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),7,36,0.194444
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,36,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,36,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,35,48,0.729167
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),12,48,0.25
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,48,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,1,48,0.0208333
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,29,37,0.783784
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),7,37,0.189189
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,37,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,1,37,0.027027
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,35,44,0.795455
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),7,44,0.159091
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,44,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,2,44,0.0454545
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,45,53,0.849057
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),8,53,0.150943
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,53,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,0,53,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,49,59,0.830508
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),10,59,0.169492
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,59,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,59,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,46,57,0.807018
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),10,57,0.175439
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,57,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,1,57,0.0175439
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,57,71,0.802817
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),13,71,0.183099
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,1,71,0.0140845
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,71,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,50,61,0.819672
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),11,61,0.180328
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,61,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,0,61,0.0
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,42,54,0.777778
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),11,54,0.203704
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,1,54,0.0185185
Brasschaat,11008,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,54,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,34,35,0.971429
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,0,35,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,1,35,0.0285714
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,30,34,0.882353
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,4,34,0.117647
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,34,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,15,17,0.882353
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),2,17,0.117647
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,17,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,0,17,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,23,34,0.676471
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),11,34,0.323529
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,34,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,0,34,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,22,31,0.709677
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),8,31,0.258065
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,31,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,1,31,0.0322581
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,10,13,0.769231
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),3,13,0.230769
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,13,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,0,13,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,32,40,0.8
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,EU+ (excl. Nederland),7,40,0.175
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Nederland,0,40,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Onbepaalde nationaliteit,1,40,0.025
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Derdelander,32,36,0.888889
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,EU+ (excl. Nederland),4,36,0.111111
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Nederland,0,36,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2017,Onbepaalde nationaliteit,0,36,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Derdelander,25,33,0.757576
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,EU+ (excl. Nederland),8,33,0.242424
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Nederland,0,33,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2018,Onbepaalde nationaliteit,0,33,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Derdelander,27,39,0.692308
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,EU+ (excl. Nederland),12,39,0.307692
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Nederland,0,39,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2019,Onbepaalde nationaliteit,0,39,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Derdelander,21,28,0.75
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,EU+ (excl. Nederland),6,28,0.214286
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Nederland,0,28,0.0
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2020,Onbepaalde nationaliteit,1,28,0.0357143
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Derdelander,21,28,0.75
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,EU+ (excl. Nederland),6,28,0.214286
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Nederland,1,28,0.0357143
Brecht,11009,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2021,Onbepaalde nationaliteit,0,28,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Derdelander,41,43,0.953488
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,EU+,2,43,0.0465116
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2010,Onbepaalde nationaliteit,0,43,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Derdelander,42,47,0.893617
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,EU+,5,47,0.106383
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2011,Onbepaalde nationaliteit,0,47,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Derdelander,31,36,0.861111
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,EU+ (excl. Nederland),4,36,0.111111
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Nederland,0,36,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2012,Onbepaalde nationaliteit,1,36,0.0277778
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Derdelander,35,46,0.76087
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,EU+ (excl. Nederland),10,46,0.217391
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Nederland,0,46,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2013,Onbepaalde nationaliteit,1,46,0.0217391
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Derdelander,24,26,0.923077
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,EU+ (excl. Nederland),0,26,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Nederland,0,26,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2014,Onbepaalde nationaliteit,2,26,0.0769231
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Derdelander,40,51,0.784314
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,EU+ (excl. Nederland),8,51,0.156863
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Nederland,0,51,0.0
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2015,Onbepaalde nationaliteit,3,51,0.0588235
Edegem,11013,Nee,"Inburgeraars met inburgeringscontract, naar nationaliteit",2016,Derdelander,45,52,0.865385
