Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Interne inwijking van vreemdelingen,Aantal inwoners,Verhouding per 1000 inwoners
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2006,5,8188,0.61065
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2007,11,8191,1.34294
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2008,11,8224,1.33755
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2009,17,8241,2.06286
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2010,25,8254,3.02883
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2011,24,8311,2.88774
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2012,38,8339,4.5569
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2013,23,8333,2.76011
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2014,48,8340,5.7554
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2015,35,8371,4.1811
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2016,43,8374,5.13494
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2017,52,8378,6.20673
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2018,44,8484,5.18623
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2019,79,8555,9.23437
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2020,53,8612,6.1542
Dentergem,37002,Nee,Interne inwijking van vreemdelingen,2021,57,8644,6.59417
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2000,9,11055,0.81411
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2001,12,11036,1.08735
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2002,4,10991,0.36393
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2003,3,10978,0.27327
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2004,12,10965,1.09439
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2005,4,10971,0.3646
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2006,11,10980,1.00182
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2007,8,10983,0.7284
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2008,12,11032,1.08774
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2009,23,11062,2.07919
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2010,33,11059,2.98399
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2011,29,11071,2.61946
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2012,49,11086,4.41999
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2013,83,11075,7.49436
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2014,44,11078,3.97184
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2015,49,11023,4.44525
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2016,65,11018,5.89944
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2017,67,11041,6.06829
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2018,70,10906,6.41849
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2019,87,10860,8.01105
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2020,55,10833,5.07708
Meulebeke,37007,Nee,Interne inwijking van vreemdelingen,2021,120,10885,11.02435
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2000,3,7317,0.41
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2001,2,7367,0.27148
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2002,13,7319,1.7762
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2003,6,7377,0.81334
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2004,6,7423,0.8083
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2005,5,7445,0.67159
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2006,14,7449,1.87945
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2007,6,7458,0.80451
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2008,26,7505,3.46436
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2009,8,7610,1.05125
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2010,6,7559,0.79376
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2011,27,7526,3.58756
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2012,47,7556,6.22022
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2013,33,7619,4.33128
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2014,25,7678,3.25606
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2015,42,7704,5.45171
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2016,27,7700,3.50649
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2017,45,7777,5.78629
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2018,71,7849,9.04574
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2019,62,7932,7.81644
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2020,52,7956,6.53595
Oostrozebeke,37010,Nee,Interne inwijking van vreemdelingen,2021,69,7943,8.68689
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2000,1,6629,0.15085
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2001,1,6594,0.15165
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2002,2,6589,0.30354
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2003,8,6590,1.21396
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2004,7,6541,1.07017
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2005,8,6612,1.20992
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2006,14,6599,2.12153
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2007,6,6609,0.90785
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2008,17,6586,2.58123
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2009,9,6704,1.34248
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2010,20,6685,2.99177
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2011,18,6720,2.67857
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2012,31,6763,4.58376
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2013,18,6779,2.65526
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2014,27,6758,3.99526
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2015,22,6793,3.23863
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2016,30,6723,4.46229
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2017,30,6702,4.47628
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2018,48,6752,7.109
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2019,38,6738,5.63966
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2020,47,6717,6.99717
Pittem,37011,Nee,Interne inwijking van vreemdelingen,2021,60,6784,8.84434
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2000,4,5048,0.79239
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2001,3,5012,0.59856
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2002,2,5030,0.39761
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2003,5,5064,0.98736
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2004,3,5095,0.58881
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2005,3,5097,0.58858
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2006,2,5113,0.39116
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2007,11,5139,2.14049
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2008,7,5125,1.36585
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2009,4,5136,0.77882
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2010,8,5177,1.5453
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2011,18,5201,3.46087
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2012,7,5174,1.35292
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2013,30,5244,5.72082
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2014,33,5253,6.28212
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2015,33,5263,6.27019
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2016,20,5363,3.72926
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2017,27,5395,5.00463
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2018,33,5387,6.12586
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2019,42,5358,7.83875
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2020,31,5368,5.77496
Ruiselede,37012,Nee,Interne inwijking van vreemdelingen,2021,33,5379,6.13497
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2000,8,19208,0.41649
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2001,12,19115,0.62778
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2002,13,19177,0.6779
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2003,13,19221,0.67634
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2004,20,19229,1.0401
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2005,17,19234,0.88385
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2006,23,19269,1.19363
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2007,39,19357,2.01478
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2008,45,19474,2.31077
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2009,50,19536,2.55938
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2010,40,19647,2.03593
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2011,87,19714,4.41311
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2012,72,19922,3.61409
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2013,103,19974,5.1567
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2014,87,19968,4.35697
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2015,107,20070,5.33134
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2016,136,20159,6.74637
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2017,140,20301,6.89621
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2018,199,20422,9.74439
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2019,152,20502,7.41391
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2020,127,20603,6.16415
Tielt,37015,Nee,Interne inwijking van vreemdelingen,2021,159,20390,7.79794
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2000,15,8911,1.68331
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2001,9,8936,1.00716
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2002,12,8977,1.33675
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2003,9,8928,1.00806
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2004,21,8898,2.36008
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2005,20,8840,2.26244
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2006,7,8906,0.78599
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2007,25,9002,2.77716
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2008,16,9088,1.76056
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2009,18,9120,1.97368
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2010,23,9152,2.51311
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2011,16,9177,1.74349
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2012,10,9188,1.08838
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2013,31,9201,3.3692
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2014,45,9367,4.8041
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2015,47,9440,4.97881
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2016,43,9525,4.51444
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2017,54,9573,5.64086
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2018,71,9584,7.40818
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2019,91,9641,9.43885
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2020,44,9833,4.47473
Wielsbeke,37017,Nee,Interne inwijking van vreemdelingen,2021,99,9851,10.04974
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2000,5,12517,0.39946
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2001,11,12647,0.86977
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2002,10,12738,0.78505
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2003,5,12790,0.39093
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2004,10,12896,0.77543
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2005,11,13032,0.84408
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2006,10,13136,0.76127
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2007,15,13328,1.12545
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2008,12,13460,0.89153
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2009,29,13552,2.13991
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2010,39,13688,2.84921
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2011,19,13892,1.36769
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2012,24,13949,1.72055
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2013,39,14036,2.77857
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2014,53,14134,3.74982
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2015,62,14179,4.37266
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2016,32,14209,2.25209
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2017,65,14158,4.59104
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2018,54,14243,3.79134
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2019,43,14263,3.01479
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2020,38,14429,2.63359
Wingene,37018,Nee,Interne inwijking van vreemdelingen,2021,55,14699,3.74175
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2000,1,9508,0.10517
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2001,3,9396,0.31928
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2002,7,9336,0.74979
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2003,3,9278,0.32335
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2004,10,9254,1.08061
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2005,7,9168,0.76353
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2006,1,9147,0.10933
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2007,5,9111,0.54879
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2008,15,9080,1.65198
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2009,20,9081,2.2024
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2010,31,9053,3.42428
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2011,17,9060,1.87638
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2012,39,9088,4.29137
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2013,24,9075,2.64463
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2014,34,9094,3.73873
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2015,26,9067,2.86754
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2016,35,9053,3.86612
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2017,62,9030,6.866
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2018,47,8988,5.22919
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2019,38,9056,4.19611
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2020,47,9077,5.17792
Ardooie,37020,Nee,Interne inwijking van vreemdelingen,2021,55,9151,6.01027
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2000,12,4805,2.4974
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2001,5,4821,1.03713
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2002,7,4865,1.43885
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2003,3,4881,0.61463
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2004,7,4872,1.43678
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2005,9,4898,1.83748
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2006,8,4887,1.637
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2007,6,4955,1.2109
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2008,10,4962,2.01532
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2009,1,4979,0.20084
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2010,6,4920,1.21951
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2011,11,4949,2.22267
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2012,10,4990,2.00401
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2013,6,4968,1.20773
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2014,18,4952,3.63489
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2015,10,5005,1.998
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2016,19,5039,3.77059
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2017,22,5072,4.33754
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2018,18,5089,3.53704
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2019,13,5047,2.57579
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2020,32,4993,6.40897
Alveringem,38002,Nee,Interne inwijking van vreemdelingen,2021,60,5024,11.94268
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2000,24,9722,2.46863
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2001,36,9880,3.64372
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2002,32,9877,3.23985
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2003,29,9852,2.94356
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2004,38,9923,3.82949
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2005,29,9961,2.91135
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2006,49,10060,4.87078
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2007,40,10153,3.93972
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2008,43,10281,4.18247
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2009,57,10430,5.465
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2010,50,10614,4.71076
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2011,68,10728,6.33855
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2012,72,10748,6.69892
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2013,70,10794,6.48508
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2014,65,10812,6.01184
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2015,71,10836,6.55223
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2016,105,10811,9.71233
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2017,112,10915,10.26111
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2018,128,11129,11.50148
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2019,80,11176,7.1582
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2020,77,11147,6.90769
De Panne,38008,Nee,Interne inwijking van vreemdelingen,2021,80,11232,7.12251
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2000,23,19729,1.1658
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2001,36,19952,1.80433
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2002,48,20230,2.37271
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2003,46,20498,2.24412
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2004,34,20896,1.62711
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2005,48,21033,2.28213
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2006,50,21269,2.35084
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2007,45,21419,2.10094
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2008,58,21513,2.69604
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2009,48,21608,2.2214
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2010,90,21832,4.12239
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2011,76,21968,3.45958
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2012,73,22153,3.29526
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2013,71,22286,3.18586
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2014,69,22228,3.10419
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2015,97,22180,4.37331
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2016,142,22074,6.43291
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2017,131,22094,5.92921
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2018,119,21957,5.41968
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2019,91,21910,4.15335
Koksijde,38014,Nee,Interne inwijking van vreemdelingen,2020,100,21869,4.57268
