Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Leeftijd,Aantal meerderjarige nieuwkomers naar leeftijdsgroep,Aantal meerderjarige nieuwkomers,Procent
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,446,456,0.97807
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,10,456,0.0219298
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,270,450,0.6
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,138,450,0.306667
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,33,450,0.0733333
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,9,450,0.02
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,310,510,0.607843
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,159,510,0.311765
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,35,510,0.0686275
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,6,510,0.0117647
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,448,702,0.638177
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,189,702,0.269231
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,51,702,0.0726496
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,14,702,0.019943
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,380,622,0.610932
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,175,622,0.28135
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,59,622,0.0948553
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,8,622,0.0128617
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,304,517,0.588008
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,138,517,0.266925
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,59,517,0.11412
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,16,517,0.0309478
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,299,495,0.60404
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,152,495,0.307071
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,40,495,0.0808081
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,4,495,0.00808081
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,273,459,0.594771
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,131,459,0.285403
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,45,459,0.0980392
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,10,459,0.0217865
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,248,394,0.629442
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,100,394,0.253807
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,37,394,0.0939086
Oostende,35013,Ja,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,9,394,0.0228426
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,9,9,1.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,9,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,19,19,1.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,19,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,56,56,1.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,56,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,12,12,1.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,12,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,3,10,0.3
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,6,10,0.6
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,1,10,0.1
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,10,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,10,15,0.666667
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,4,15,0.266667
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,0,15,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,15,0.0666667
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,17,24,0.708333
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,3,24,0.125
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,4,24,0.166667
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,24,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,15,23,0.652174
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,7,23,0.304348
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,1,23,0.0434783
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,23,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,22,45,0.488889
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,17,45,0.377778
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,6,45,0.133333
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,45,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,15,28,0.535714
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,11,28,0.392857
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,1,28,0.0357143
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,28,0.0357143
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,12,21,0.571429
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,9,21,0.428571
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,0,21,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,0,21,0.0
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,18,32,0.5625
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,13,32,0.40625
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,1,32,0.03125
Oudenburg,35014,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,0,32,0.0
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,51,51,1.0
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,51,0.0
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,42,44,0.954545
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,2,44,0.0454545
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,45,46,0.978261
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,1,46,0.0217391
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,35,36,0.972222
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,36,0.0277778
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,4,7,0.571429
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,0,7,0.0
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,3,7,0.428571
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,7,0.0
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,9,11,0.818182
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,2,11,0.181818
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,0,11,0.0
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,11,0.0
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,41,74,0.554054
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,20,74,0.27027
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,10,74,0.135135
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,3,74,0.0405405
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,25,43,0.581395
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,14,43,0.325581
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,2,43,0.0465116
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,2,43,0.0465116
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,21,29,0.724138
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,4,29,0.137931
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,3,29,0.103448
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,29,0.0344828
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,14,22,0.636364
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,4,22,0.181818
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,2,22,0.0909091
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,2,22,0.0909091
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,19,36,0.527778
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,11,36,0.305556
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,3,36,0.0833333
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,3,36,0.0833333
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,17,29,0.586207
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,7,29,0.241379
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,1,29,0.0344828
De Haan,35029,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,4,29,0.137931
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,24,24,1.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,24,0.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,24,24,1.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,24,0.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,28,28,1.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,28,0.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,24,24,1.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,24,0.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,11,22,0.5
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,10,22,0.454545
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,1,22,0.0454545
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,22,0.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,21,30,0.7
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,6,30,0.2
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,2,30,0.0666667
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,1,30,0.0333333
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,24,44,0.545455
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,14,44,0.318182
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,6,44,0.136364
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,44,0.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,24,44,0.545455
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,17,44,0.386364
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,3,44,0.0681818
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,44,0.0
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,38,60,0.633333
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,17,60,0.283333
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,4,60,0.0666667
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,1,60,0.0166667
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,33,64,0.515625
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,25,64,0.390625
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,5,64,0.078125
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,64,0.015625
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,29,46,0.630435
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,11,46,0.23913
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,5,46,0.108696
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,1,46,0.0217391
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,18,38,0.473684
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,13,38,0.342105
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,5,38,0.131579
Hooglede,36006,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,2,38,0.0526316
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,57,57,1.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,0,57,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,62,62,1.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,62,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,74,74,1.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,0,74,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,55,56,0.982143
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,1,56,0.0178571
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,30,38,0.789474
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,8,38,0.210526
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,0,38,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,0,38,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,35,55,0.636364
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,18,55,0.327273
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,2,55,0.0363636
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,0,55,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,39,59,0.661017
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,15,59,0.254237
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,4,59,0.0677966
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,1,59,0.0169492
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,24,33,0.727273
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,7,33,0.212121
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,2,33,0.0606061
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,33,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,33,49,0.673469
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,11,49,0.22449
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,5,49,0.102041
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,0,49,0.0
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,24,41,0.585366
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,12,41,0.292683
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,4,41,0.097561
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,41,0.0243902
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,36,57,0.631579
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,17,57,0.298246
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,3,57,0.0526316
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,1,57,0.0175439
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,24,47,0.510638
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,16,47,0.340426
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,6,47,0.12766
Ingelmunster,36007,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,65 jaar en ouder    ,1,47,0.0212766
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,18-65 jaar          ,111,112,0.991071
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2010,65 jaar en ouder    ,1,112,0.00892857
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,18-65 jaar          ,63,63,1.0
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2011,65 jaar en ouder    ,0,63,0.0
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,18-65 jaar          ,56,58,0.965517
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2012,65 jaar en ouder    ,2,58,0.0344828
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,18-65 jaar          ,81,81,1.0
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2013,65 jaar en ouder    ,0,81,0.0
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,18-34 jaar          ,41,64,0.640625
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,35-49 jaar          ,18,64,0.28125
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,50-64 jaar          ,4,64,0.0625
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2014,65 jaar en ouder    ,1,64,0.015625
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,18-34 jaar          ,54,95,0.568421
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,35-49 jaar          ,33,95,0.347368
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,50-64 jaar          ,6,95,0.0631579
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2015,65 jaar en ouder    ,2,95,0.0210526
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,18-34 jaar          ,66,107,0.616822
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,35-49 jaar          ,35,107,0.327103
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,50-64 jaar          ,6,107,0.0560748
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2016,65 jaar en ouder    ,0,107,0.0
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,18-34 jaar          ,85,119,0.714286
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,35-49 jaar          ,30,119,0.252101
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,50-64 jaar          ,4,119,0.0336134
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2017,65 jaar en ouder    ,0,119,0.0
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,18-34 jaar          ,60,97,0.618557
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,35-49 jaar          ,30,97,0.309278
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,50-64 jaar          ,5,97,0.0515464
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2018,65 jaar en ouder    ,2,97,0.0206186
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,18-34 jaar          ,80,130,0.615385
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,35-49 jaar          ,33,130,0.253846
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,50-64 jaar          ,16,130,0.123077
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2019,65 jaar en ouder    ,1,130,0.00769231
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,18-34 jaar          ,83,120,0.691667
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,35-49 jaar          ,25,120,0.208333
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,50-64 jaar          ,10,120,0.0833333
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2020,65 jaar en ouder    ,2,120,0.0166667
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,18-34 jaar          ,54,92,0.586957
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,35-49 jaar          ,31,92,0.336957
Izegem,36008,Nee,"Meerderjarige nieuwkomers, naar leeftijd",2021,50-64 jaar          ,5,92,0.0543478
