Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Migratiesaldo,Aantal inwoners,Verhouding per 1000 inwoners
Zuienkerke,31042,Nee,Migratiesaldo van vreemdelingen,2017,-2,2768,-0.722543352601156
Zuienkerke,31042,Nee,Migratiesaldo van vreemdelingen,2018,2,2730,0.732600732600733
Zuienkerke,31042,Nee,Migratiesaldo van vreemdelingen,2019,-2,2721,-0.735023888276369
Zuienkerke,31042,Nee,Migratiesaldo van vreemdelingen,2020,0,2709,0.0
Zuienkerke,31042,Nee,Migratiesaldo van vreemdelingen,2021,9,2750,3.27272727272727
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2000,28,33148,0.844696512610112
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2001,42,33296,1.26141278231619
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2002,44,33451,1.31535679052943
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2003,56,33567,1.66830518068341
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2004,89,33777,2.63492909376203
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2005,115,33823,3.40005321822429
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2006,79,34063,2.31923201127323
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2007,69,34132,2.02156334231806
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2008,86,34024,2.52762755701858
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2009,138,33879,4.07331975560081
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2010,255,33825,7.53880266075388
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2011,203,33987,5.97287198046312
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2012,175,34004,5.14645335842842
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2013,116,33753,3.43673154978817
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2014,198,33556,5.90058409822386
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2015,165,33452,4.93244051177807
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2016,186,33311,5.58374110654138
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2017,220,33197,6.62710485887279
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2018,220,33097,6.64712813850198
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2019,173,33126,5.22248384954416
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2020,130,33089,3.9287980899997
Knokke-Heist,31043,Nee,Migratiesaldo van vreemdelingen,2021,162,33086,4.89633077434564
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2000,-7,15443,-0.453279803147057
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2001,14,15465,0.905269964435823
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2002,12,15480,0.775193798449612
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2003,-5,15494,-0.322705563443914
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2004,7,15558,0.449929296824785
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2005,12,15636,0.767459708365311
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2006,-4,15733,-0.254242674632937
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2007,28,15764,1.77619893428064
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2008,31,16004,1.93701574606348
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2009,-6,16147,-0.371586053136806
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2010,24,16275,1.47465437788018
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2011,28,16365,1.71096853040024
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2012,52,16432,3.16455696202532
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2013,63,16520,3.8135593220339
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2014,57,16542,3.44577439245557
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2015,58,16515,3.51195882531032
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2016,75,16551,4.53144825086097
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2017,58,16719,3.46910700400742
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2018,60,16739,3.58444351514427
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2019,66,16743,3.94194588783372
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2020,36,16843,2.13738645134477
Diksmuide,32003,Nee,Migratiesaldo van vreemdelingen,2021,93,16815,5.53077609277431
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2000,0,8946,0.0
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2001,3,9003,0.333222259246918
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2002,3,8958,0.334896182183523
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2003,6,8957,0.669867143016635
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2004,2,8932,0.223914017017465
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2005,7,9007,0.777173309648052
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2006,7,9051,0.773395204949729
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2007,12,9104,1.31810193321617
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2008,5,9309,0.537114620259963
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2009,7,9479,0.738474522628969
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2010,3,9587,0.312923750912694
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2011,-2,9637,-0.207533464771194
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2012,22,9729,2.26128070716415
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2013,31,9887,3.13543036310306
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2014,39,9895,3.94138453764528
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2015,23,9994,2.3013808284971
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2016,43,10037,4.28414864999502
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2017,38,10028,3.78938970881532
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2018,36,10032,3.58851674641148
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2019,28,10098,2.77282630223807
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2020,33,10110,3.26409495548961
Houthulst,32006,Nee,Migratiesaldo van vreemdelingen,2021,53,10214,5.18895633444292
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2000,3,8154,0.367917586460633
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2001,-2,8147,-0.245489137105683
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2002,3,8168,0.367286973555338
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2003,4,8219,0.486677211339579
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2004,3,8217,0.365096750638919
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2005,2,8254,0.242306760358614
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2006,4,8291,0.482450850319624
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2007,7,8325,0.840840840840841
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2008,-5,8344,-0.599232981783317
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2009,10,8357,1.19660165131028
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2010,0,8423,0.0
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2011,1,8460,0.118203309692671
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2012,19,8535,2.22612770943175
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2013,14,8580,1.63170163170163
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2014,5,8664,0.577100646352724
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2015,8,8705,0.919012062033314
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2016,3,8750,0.342857142857143
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2017,0,8733,0.0
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2018,26,8784,2.95992714025501
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2019,-6,8777,-0.683604876381452
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2020,-5,8760,-0.570776255707763
Koekelare,32010,Nee,Migratiesaldo van vreemdelingen,2021,14,8745,1.60091480846198
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2000,7,12232,0.572269457161544
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2001,4,12236,0.3269042170644
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2002,8,12149,0.658490410733394
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2003,-9,12079,-0.745094792615283
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2004,3,12073,0.248488362461691
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2005,-1,12056,-0.0829462508294625
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2006,13,11976,1.08550434201737
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2007,19,12060,1.57545605306799
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2008,19,12019,1.58083035194276
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2009,-9,12043,-0.7473220958233
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2010,32,12068,2.65164070268479
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2011,31,12178,2.54557398587617
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2012,23,12267,1.87494905029755
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2013,39,12254,3.1826342418802
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2014,25,12277,2.03632809318237
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2015,6,12348,0.485908649173955
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2016,28,12415,2.2553362867499
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2017,37,12482,2.96426854670726
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2018,17,12584,1.35092180546726
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2019,11,12616,0.871908687381103
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2020,23,12693,1.81202237453715
Kortemark,32011,Nee,Migratiesaldo van vreemdelingen,2021,27,12743,2.11881032723848
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2000,2,3217,0.621697233447311
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2001,3,3231,0.928505106778087
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2002,-1,3281,-0.304785126485828
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2003,17,3288,5.17031630170316
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2004,-1,3329,-0.300390507659958
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2005,-6,3306,-1.81488203266788
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2006,4,3306,1.20992135511192
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2007,6,3317,1.80886343081097
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2008,1,3346,0.298864315600717
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2009,-1,3326,-0.300661455201443
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2010,-1,3322,-0.301023479831427
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2011,-5,3318,-1.50693188667872
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2012,5,3299,1.51561079114883
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2013,-1,3330,-0.3003003003003
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2014,-2,3320,-0.602409638554217
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2015,13,3282,3.96099939061548
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2016,-3,3277,-0.91547146780592
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2017,0,3288,0.0
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2018,9,3289,2.73639404074187
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2019,7,3291,2.12701306593741
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2020,4,3290,1.21580547112462
Lo-Reninge,32030,Nee,Migratiesaldo van vreemdelingen,2021,13,3257,3.9914031317163
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2000,40,35071,1.14054346896296
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2001,-18,35084,-0.513054383764679
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2002,-11,35081,-0.313560046748952
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2003,33,35089,0.940465673002935
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2004,35,35021,0.99940035978413
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2005,13,34949,0.371970585710607
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2006,34,34897,0.974295784737943
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2007,96,34919,2.74921962255506
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2008,86,34815,2.47019962659773
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2009,71,34828,2.03858964051912
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2010,45,34962,1.28711172129741
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2011,84,35102,2.39302603840237
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2012,45,35087,1.28252629178898
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2013,41,34978,1.17216536108411
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2014,152,34930,4.35156026338391
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2015,120,34971,3.43141460066913
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2016,141,34959,4.03329614691496
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2017,115,35014,3.28440052550408
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2018,131,34964,3.74671090264272
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2019,124,34845,3.55861673123834
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2020,141,34995,4.029147021003
Ieper,33011,Nee,Migratiesaldo van vreemdelingen,2021,144,34954,4.11970017737598
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2000,5,964,5.18672199170125
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2001,16,966,16.5631469979296
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2002,32,971,32.9557157569516
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2003,-1,971,-1.02986611740474
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2004,11,971,11.3285272914521
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2005,26,976,26.6393442622951
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2006,10,988,10.1214574898785
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2007,-2,983,-2.03458799593082
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2008,1,997,1.00300902708124
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2009,17,952,17.8571428571429
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2010,9,950,9.47368421052632
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2011,-2,945,-2.11640211640212
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2012,4,952,4.20168067226891
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2013,7,980,7.14285714285714
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2014,3,1040,2.88461538461538
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2015,6,1037,5.78592092574735
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2016,-7,1054,-6.64136622390892
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2017,1,1049,0.953288846520496
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2018,-4,1040,-3.84615384615385
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2019,1,1065,0.938967136150235
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2020,12,1047,11.4613180515759
Mesen,33016,Nee,Migratiesaldo van vreemdelingen,2021,8,1051,7.61179828734539
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2000,24,19254,1.24649423496416
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2001,1,19372,0.051620896138757
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2002,23,19376,1.18703550784476
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2003,-2,19433,-0.102917717285031
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2004,27,19461,1.38739016494528
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2005,-15,19512,-0.768757687576876
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2006,-7,19623,-0.356724252153086
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2007,21,19707,1.06561120414066
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2008,28,19835,1.41164608016133
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2009,8,19935,0.401304238776022
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2010,-2,19960,-0.100200400801603
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2011,18,19983,0.900765650803183
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2012,24,19989,1.20066036319976
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2013,39,19916,1.95822454308094
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2014,51,19893,2.56371587995777
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2015,26,19944,1.30365022061773
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2016,18,19755,0.911161731207289
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2017,59,19735,2.98961236382062
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2018,51,19718,2.58646921594482
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2019,64,19702,3.24840117754543
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2020,30,19717,1.52152964446924
Poperinge,33021,Nee,Migratiesaldo van vreemdelingen,2021,125,19686,6.34969013512141
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2000,39,17796,2.19150370869858
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2001,18,17744,1.01442741208296
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2002,12,17617,0.681160242947153
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2003,32,17526,1.82585872418122
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2004,24,17466,1.37409824802473
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2005,25,17609,1.41972854790164
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2006,69,17607,3.91889589367865
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2007,61,17690,3.44827586206897
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2008,80,17791,4.49665561238829
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2009,51,18022,2.82987459771391
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2010,96,18134,5.29392301753612
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2011,72,18264,3.94218134034166
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2012,60,18374,3.26548383585501
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2013,48,18398,2.60897923687357
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2014,35,18435,1.89856251695145
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2015,70,18426,3.79897970259416
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2016,88,18529,4.74931188947056
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2017,104,18689,5.56477072074482
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2018,127,18643,6.81220833556831
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2019,163,18767,8.6854585176107
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2020,179,18909,9.46639166534455
Wervik,33029,Nee,Migratiesaldo van vreemdelingen,2021,214,18864,11.3443596268024
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2000,3,11545,0.259852750108272
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2001,8,11581,0.690786633278646
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2002,3,11562,0.259470679813181
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2003,2,11570,0.17286084701815
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2004,29,11513,2.51889168765743
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2005,7,11620,0.602409638554217
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2006,4,11758,0.340193910529002
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2007,16,11908,1.34363453140746
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2008,-3,12093,-0.248077400148846
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2009,-1,12179,-0.0821085474997947
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2010,8,12192,0.656167979002625
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2011,14,12307,1.13756398797432
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2012,16,12380,1.2924071082391
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2013,-3,12365,-0.242620299231702
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2014,33,12379,2.66580499232571
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2015,4,12396,0.322684737011939
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2016,4,12417,0.322139002979786
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2017,-9,12355,-0.728450020234723
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2018,26,12445,2.08919244676577
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2019,29,12481,2.3235317682878
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2020,39,12498,3.12049927988478
Zonnebeke,33037,Nee,Migratiesaldo van vreemdelingen,2021,26,12511,2.07817120933578
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2000,4,8399,0.476247172282415
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2001,6,8363,0.717445892622265
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2002,10,8332,1.20019203072492
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2003,20,8322,2.40326844508532
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2004,18,8292,2.17076700434153
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2005,39,8228,4.73991249392319
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2006,26,8217,3.16417183887063
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2007,29,8177,3.54653295829766
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2008,8,8166,0.979671809943669
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2009,31,8118,3.81867455038187
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2010,-28,8125,-3.44615384615385
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2011,10,7994,1.25093820365274
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2012,12,7940,1.51133501259446
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2013,1,7896,0.126646403242148
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2014,23,7856,2.92769857433809
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2015,9,7883,1.14169732335405
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2016,3,7827,0.383288616328095
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2017,14,7784,1.79856115107914
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2018,27,7862,3.43424065123378
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2019,21,7909,2.65520293336705
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2020,15,7926,1.89250567751703
Heuvelland,33039,Nee,Migratiesaldo van vreemdelingen,2021,19,7897,2.40597695327339
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2000,-4,7656,-0.522466039707419
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2001,6,7602,0.789265982636148
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2002,5,7624,0.655823714585519
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2003,12,7669,1.56474116573217
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2004,-4,7708,-0.518941359626362
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2005,5,7757,0.644579089854325
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2006,-3,7780,-0.38560411311054
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2007,16,7774,2.05814252636995
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2008,5,7793,0.641601437187219
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2009,1,7811,0.128024580719498
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2010,-3,7829,-0.383190701238983
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2011,48,7846,6.11776701503951
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2012,20,7981,2.50595163513344
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2013,-21,8018,-2.61910700922923
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2014,-18,8007,-2.24803297115024
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2015,-61,8015,-7.61072988147224
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2016,-62,7940,-7.80856423173804
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2017,-52,7948,-6.54252642174132
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2018,-91,7920,-11.489898989899
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2019,-22,7819,-2.81365903568231
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2020,-34,7825,-4.34504792332268
Langemark-Poelkapelle,33040,Nee,Migratiesaldo van vreemdelingen,2021,-30,7843,-3.82506693867143
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2000,2,3593,0.55663790704147
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2001,2,3608,0.554323725055432
Vleteren,33041,Nee,Migratiesaldo van vreemdelingen,2002,4,3605,1.10957004160888
