Gemeente,Nis-code,Centrumstad?,Indicator,Nationaliteit,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar nationaliteit,Aantal inwoners,Procent
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",Irak,2021,54,18086,0.00298573
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2021,84,18086,0.00464448
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,72,18086,0.00398098
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2021,45,18086,0.00248811
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2021,45,18086,0.00248811
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",Afghanistan,2022,67,18167,0.00368801
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",Irak,2022,46,18167,0.00253206
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2022,83,18167,0.00456872
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,76,18167,0.00418341
Bredene,35002,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,43,18167,0.00236693
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,12,11085,0.00108254
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2000,10,11085,0.00090212
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2000,9,11085,0.00081191
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2000,7,11085,0.00063148
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2000,19,11085,0.00171403
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2001,7,11147,0.00062797
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,13,11147,0.00116623
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2001,13,11147,0.00116623
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2001,8,11147,0.00071768
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2001,5,11147,0.00044855
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2001,9,11147,0.00080739
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Angola,2002,8,11199,0.00071435
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2002,8,11199,0.00071435
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,12,11199,0.00107152
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2002,15,11199,0.00133941
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2002,7,11199,0.00062506
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2002,10,11199,0.00089294
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2003,8,11162,0.00071672
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,12,11162,0.00107508
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,18,11162,0.00161261
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2003,6,11162,0.00053754
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2003,13,11162,0.00116467
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2004,8,11184,0.00071531
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,12,11184,0.00107296
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,14,11184,0.00125179
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2004,11,11184,0.00098355
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2004,12,11184,0.00107296
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2004,13,11184,0.00116237
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2005,8,11159,0.00071691
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,11,11159,0.00098575
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,15,11159,0.00134421
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2005,10,11159,0.00089614
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2005,13,11159,0.00116498
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2005,11,11159,0.00098575
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2006,8,11125,0.0007191
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,13,11125,0.00116854
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,22,11125,0.00197753
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2006,8,11125,0.0007191
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2006,9,11125,0.00080899
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2006,11,11125,0.00098876
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2007,8,11170,0.0007162
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,13,11170,0.00116383
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,19,11170,0.00170098
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2007,12,11170,0.00107431
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2007,16,11170,0.00143241
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2008,7,11383,0.00061495
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2008,16,11383,0.0014056
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,17,11383,0.00149346
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2008,10,11383,0.0008785
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2008,11,11383,0.00096635
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2008,7,11383,0.00061495
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2008,17,11383,0.00149346
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2009,8,11702,0.00068364
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2009,17,11702,0.00145274
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2009,22,11702,0.00188002
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2009,8,11702,0.00068364
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2009,10,11702,0.00085455
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2009,21,11702,0.00179457
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2010,21,11727,0.00179074
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2010,19,11727,0.00162019
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2010,16,11727,0.00136437
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2010,13,11727,0.00110855
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2010,18,11727,0.00153492
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2011,13,11782,0.00110338
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2011,21,11782,0.00178238
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2011,21,11782,0.00178238
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2011,16,11782,0.001358
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2011,12,11782,0.0010185
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2011,19,11782,0.00161263
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2012,17,11792,0.00144166
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2012,21,11792,0.00178087
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,20,11792,0.00169607
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2012,17,11792,0.00144166
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2012,26,11792,0.00220488
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2012,18,11792,0.00152646
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2013,18,11871,0.0015163
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2013,18,11871,0.0015163
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2013,16,11871,0.00134782
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,17,11871,0.00143206
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2013,20,11871,0.00168478
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2013,17,11871,0.00143206
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2013,22,11871,0.00185326
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2014,20,11826,0.00169119
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2014,16,11826,0.00135295
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Kosovo,2014,12,11826,0.00101471
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2014,16,11826,0.00135295
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2014,20,11826,0.00169119
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2014,23,11826,0.00194487
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2014,13,11826,0.00109927
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2015,24,11753,0.00204203
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2015,26,11753,0.0022122
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2015,15,11753,0.00127627
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2015,25,11753,0.00212712
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2015,31,11753,0.00263762
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2016,28,11851,0.00236267
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2016,25,11851,0.00210953
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2016,23,11851,0.00194076
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2016,22,11851,0.00185638
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2016,36,11851,0.00303772
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2017,25,12021,0.00207969
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2017,24,12021,0.00199651
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2017,24,12021,0.00199651
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2017,23,12021,0.00191332
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2017,32,12021,0.00266201
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2017,21,12021,0.00174694
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2018,33,12063,0.00273564
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2018,24,12063,0.00198955
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2018,30,12063,0.00248694
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2018,24,12063,0.00198955
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2018,21,12063,0.00174086
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2018,28,12063,0.00232115
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2018,21,12063,0.00174086
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2019,48,12178,0.00394153
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2019,25,12178,0.00205288
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Irak,2019,27,12178,0.00221711
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2019,22,12178,0.00180654
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2019,25,12178,0.00205288
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2019,53,12178,0.00435211
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2020,63,12166,0.00517837
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Irak,2020,24,12166,0.00197271
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2020,30,12166,0.00246589
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2020,75,12166,0.00616472
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2020,22,12166,0.00180832
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2021,71,12107,0.00586438
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2021,34,12107,0.00280829
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2021,26,12107,0.00214752
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2021,66,12107,0.00545139
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2021,27,12107,0.00223011
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2022,84,12106,0.00693871
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2022,26,12106,0.0021477
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",Polen,2022,32,12106,0.00264332
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2022,73,12106,0.00603007
Gistel,35005,Nee,"Vreemdelingen, naar nationaliteit",SyriÃ«,2022,25,12106,0.00206509
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Congo (Dem. Rep.),2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Denemarken,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2000,8,13242,0.00060414
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Filipijnen,2000,2,13242,0.00015103
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2000,31,13242,0.00234104
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Italië,2000,2,13242,0.00015103
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",JoegoslaviÃ«,2000,2,13242,0.00015103
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Luxemburg,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2000,8,13242,0.00060414
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",OekraÃ¯ne,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Paraguay,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2000,2,13242,0.00015103
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Portugal,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Tsjechische Republiek,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Vaderlandsloos,2000,1,13242,7.552e-05
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2000,8,13242,0.00060414
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2001,5,13272,0.00037673
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2001,32,13272,0.00241109
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Ierland,2001,3,13272,0.00022604
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2001,9,13272,0.00067812
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2001,7,13272,0.00052743
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2002,4,13349,0.00029965
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2002,37,13349,0.00277174
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Ierland,2002,3,13349,0.00022474
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2002,10,13349,0.00074912
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2002,4,13349,0.00029965
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2002,9,13349,0.00067421
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2003,5,13429,0.00037233
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2003,36,13429,0.00268077
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Ierland,2003,3,13429,0.0002234
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2003,13,13429,0.00096805
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2003,4,13429,0.00029786
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2003,4,13429,0.00029786
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2004,5,13389,0.00037344
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2004,36,13389,0.00268877
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Ierland,2004,3,13389,0.00022406
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2004,13,13389,0.00097095
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2004,5,13389,0.00037344
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2004,4,13389,0.00029875
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Dominicaanse Republiek,2005,2,13340,0.00014993
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2005,4,13340,0.00029985
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Estland,2005,2,13340,0.00014993
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Filipijnen,2005,3,13340,0.00022489
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2005,29,13340,0.00217391
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Ierland,2005,3,13340,0.00022489
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2005,11,13340,0.00082459
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nigeria,2005,2,13340,0.00014993
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2005,2,13340,0.00014993
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2005,2,13340,0.00014993
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2005,3,13340,0.00022489
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Thailand,2005,3,13340,0.00022489
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2005,4,13340,0.00029985
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2006,5,13423,0.00037249
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2006,29,13423,0.00216047
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2006,10,13423,0.00074499
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2006,6,13423,0.00044699
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2006,7,13423,0.00052149
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",ArmeniÃ«,2007,4,13493,0.00029645
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Dominicaanse Republiek,2007,4,13493,0.00029645
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Duitsland,2007,4,13493,0.00029645
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Filipijnen,2007,4,13493,0.00029645
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2007,30,13493,0.00222338
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2007,13,13493,0.00096346
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2007,6,13493,0.00044468
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2007,12,13493,0.00088935
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2008,24,13571,0.00176848
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2008,15,13571,0.0011053
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2008,7,13571,0.00051581
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2008,8,13571,0.00058949
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2008,16,13571,0.00117898
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2009,22,13687,0.00160736
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2009,19,13687,0.00138818
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2009,13,13687,0.00094981
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2009,8,13687,0.0005845
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2009,14,13687,0.00102287
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2010,24,13839,0.00173423
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2010,17,13839,0.00122841
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2010,14,13839,0.00101163
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2010,13,13839,0.00093937
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",ServiÃ« en Montenegro,2010,8,13839,0.00057808
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2010,14,13839,0.00101163
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2011,25,13860,0.00180375
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2011,16,13860,0.0011544
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2011,15,13860,0.00108225
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2011,14,13860,0.0010101
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2011,12,13860,0.0008658
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2012,26,13898,0.00187077
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Kirgizstan,2012,7,13898,0.00050367
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2012,15,13898,0.00107929
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nigeria,2012,7,13898,0.00050367
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2012,17,13898,0.0012232
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2012,7,13898,0.00050367
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2012,8,13898,0.00057562
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2012,15,13898,0.00107929
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2013,25,13869,0.00180258
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2013,19,13869,0.00136996
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2013,17,13869,0.00122576
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2013,12,13869,0.00086524
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Russische Federatie,2013,8,13869,0.00057683
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2013,17,13869,0.00122576
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2014,25,13929,0.00179482
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2014,22,13929,0.00157944
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nigeria,2014,9,13929,0.00064613
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2014,14,13929,0.0010051
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2014,25,13929,0.00179482
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Verenigd Koninkrijk,2014,16,13929,0.00114868
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2015,38,13952,0.00272362
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2015,23,13952,0.00164851
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2015,22,13952,0.00157683
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2015,21,13952,0.00150516
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2015,27,13952,0.00193521
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Bulgarije,2016,22,13945,0.00157763
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Frankrijk,2016,25,13945,0.00179276
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Nederland,2016,22,13945,0.00157763
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",Polen,2016,19,13945,0.0013625
Ichtegem,35006,Nee,"Vreemdelingen, naar nationaliteit",RoemeniÃ«,2016,34,13945,0.00243815
