Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau naar doelgroep,Aantal inburgeraars die zich hebben aangemeld bij een onthaalbureau,Procent
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,4,9,0.444444
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,5,9,0.555556
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,3,90,0.0333333
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,59,90,0.655556
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,28,90,0.311111
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,2,32,0.0625
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,15,32,0.46875
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,15,32,0.46875
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,0,21,0.0
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,10,21,0.47619
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,11,21,0.52381
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,2,30,0.0666667
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,18,30,0.6
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,10,30,0.333333
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,24,0.0
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,16,24,0.666667
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,8,24,0.333333
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,11,0.0
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,4,11,0.363636
Lubbeek,24066,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,7,11,0.636364
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,8,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,3,8,0.375
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,5,8,0.625
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,19,0.0526316
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,9,19,0.473684
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,9,19,0.473684
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,1,17,0.0588235
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,12,17,0.705882
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,4,17,0.235294
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,1,15,0.0666667
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,10,15,0.666667
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,4,15,0.266667
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,8,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,6,8,0.75
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,2,8,0.25
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,13,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,12,13,0.923077
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,1,13,0.0769231
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,1,25,0.04
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,13,25,0.52
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,11,25,0.44
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,15,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,11,15,0.733333
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,4,15,0.266667
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,3,11,0.272727
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,3,11,0.272727
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,5,11,0.454545
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,2,19,0.105263
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,13,19,0.684211
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,4,19,0.210526
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,17,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,11,17,0.647059
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,6,17,0.352941
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,19,0.0
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,7,19,0.368421
Oud-Heverlee,24086,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,12,19,0.631579
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,13,0.0
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,5,13,0.384615
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,8,13,0.615385
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,20,0.05
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,7,20,0.35
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,12,20,0.6
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,1,20,0.05
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,8,20,0.4
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,11,20,0.55
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,1,9,0.111111
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,6,9,0.666667
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,2,9,0.222222
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,4,0.0
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,3,4,0.75
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,1,4,0.25
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,21,0.0
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,5,21,0.238095
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,16,21,0.761905
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,18,0.0
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,6,18,0.333333
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,12,18,0.666667
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,0,14,0.0
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,5,14,0.357143
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,9,14,0.642857
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,2,15,0.133333
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,8,15,0.533333
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,5,15,0.333333
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,1,24,0.0416667
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,8,24,0.333333
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,15,24,0.625
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,1,17,0.0588235
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,11,17,0.647059
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,5,17,0.294118
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,0,17,0.0
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,9,17,0.529412
Rotselaar,24094,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,8,17,0.470588
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,5,26,0.192308
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,11,26,0.423077
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,10,26,0.384615
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,1,26,0.0384615
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,8,26,0.307692
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,17,26,0.653846
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,25,0.0
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,15,25,0.6
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,10,25,0.4
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,3,22,0.136364
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,12,22,0.545455
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,7,22,0.318182
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,1,12,0.0833333
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,8,12,0.666667
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,3,12,0.25
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,28,0.0
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,19,28,0.678571
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,9,28,0.321429
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,0,41,0.0
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,25,41,0.609756
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,16,41,0.390244
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,2,38,0.0526316
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,18,38,0.473684
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,18,38,0.473684
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,2,43,0.0465116
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,17,43,0.395349
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,24,43,0.55814
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,4,57,0.0701754
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,33,57,0.578947
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,20,57,0.350877
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,1,60,0.0166667
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,38,60,0.633333
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,21,60,0.35
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,1,81,0.0123457
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,59,81,0.728395
Tervuren,24104,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,21,81,0.259259
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,85,0.0
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,23,85,0.270588
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,62,85,0.729412
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,4,97,0.0412371
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,26,97,0.268041
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,67,97,0.690722
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,5,87,0.0574713
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,48,87,0.551724
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,34,87,0.390805
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,0,94,0.0
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,54,94,0.574468
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,40,94,0.425532
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,0,87,0.0
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,60,87,0.689655
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,27,87,0.310345
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,6,127,0.0472441
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,60,127,0.472441
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,61,127,0.480315
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Nader te bepalen,1,131,0.00763359
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Rechthebbend,58,131,0.442748
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2016,Verplicht           ,72,131,0.549618
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Nader te bepalen,2,155,0.0129032
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Rechthebbend,63,155,0.406452
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2017,Verplicht           ,90,155,0.580645
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Nader te bepalen,1,108,0.00925926
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Rechthebbend,37,108,0.342593
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2018,Verplicht           ,70,108,0.648148
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Nader te bepalen,4,138,0.0289855
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Rechthebbend,36,138,0.26087
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2019,Verplicht           ,98,138,0.710145
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Nader te bepalen,0,90,0.0
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Rechthebbend,39,90,0.433333
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2020,Verplicht           ,51,90,0.566667
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Nader te bepalen,1,123,0.00813008
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Rechthebbend,59,123,0.479675
Tienen,24107,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2021,Verplicht           ,63,123,0.512195
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Nader te bepalen,0,18,0.0
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Rechthebbend,2,18,0.111111
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2010,Verplicht           ,16,18,0.888889
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Nader te bepalen,0,11,0.0
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Rechthebbend,2,11,0.181818
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2011,Verplicht           ,9,11,0.818182
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Nader te bepalen,0,21,0.0
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Rechthebbend,12,21,0.571429
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2012,Verplicht           ,9,21,0.428571
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Nader te bepalen,1,11,0.0909091
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Rechthebbend,8,11,0.727273
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2013,Verplicht           ,2,11,0.181818
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Nader te bepalen,1,7,0.142857
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Rechthebbend,4,7,0.571429
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2014,Verplicht           ,2,7,0.285714
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Nader te bepalen,0,7,0.0
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Rechthebbend,3,7,0.428571
Tremelo,24109,Nee,"Inburgeraars aangemeld bij onthaalbureau, naar doelgroep",2015,Verplicht           ,4,7,0.571429
