Gemeente,Nis-code,Centrumstad?,Indicator,Leeftijdsgroep,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar leeftijdsgroep,Aantal inwoners naar leeftijdsgroep,Procent
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,127,2136,0.0594569
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,341,3441,0.0990991
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,476,2951,0.161301
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,535,2961,0.180682
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,245,2456,0.0997557
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,129,2178,0.0592287
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,368,3526,0.104368
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,479,3051,0.156998
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,561,2972,0.188762
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,255,2544,0.100236
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,135,2178,0.0619835
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,393,3628,0.108324
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,508,3060,0.166013
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,579,2959,0.195674
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,275,2598,0.105851
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,151,2209,0.0683567
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,410,3729,0.109949
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,539,3175,0.169764
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,596,3018,0.197482
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,278,2623,0.105986
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,161,2219,0.0725552
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,412,3863,0.106653
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,541,3277,0.16509
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,634,3090,0.205178
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,291,2681,0.108542
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,166,2224,0.0746403
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,416,3942,0.10553
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,561,3378,0.166075
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,666,3143,0.211899
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,311,2715,0.114549
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,168,2239,0.0750335
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,412,3976,0.103622
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,550,3328,0.165264
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,664,3175,0.209134
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,347,2777,0.124955
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,176,2213,0.07953
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,413,3993,0.103431
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,535,3345,0.15994
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,684,3241,0.211046
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,375,2794,0.134216
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,174,2232,0.077957
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,421,4036,0.104311
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,551,3470,0.15879
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,699,3257,0.214615
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,408,2876,0.141864
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,178,2256,0.0789007
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,436,4099,0.106367
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,563,3541,0.158995
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,722,3277,0.220323
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,417,2899,0.143843
Machelen,23047,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,192,2292,0.0837696
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,115,4218,0.0272641
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,172,3835,0.0448501
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,214,4793,0.0446484
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,112,2947,0.0380048
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,40,2554,0.0156617
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,101,4166,0.0242439
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,178,3761,0.0473278
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,210,4812,0.0436409
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,119,3043,0.0391061
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,45,2608,0.0172546
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,107,4133,0.0258892
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,166,3746,0.0443139
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,213,4773,0.044626
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,118,3152,0.0374365
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,46,2667,0.0172478
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,96,4117,0.0233179
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,174,3701,0.0470143
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,212,4736,0.0447635
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,115,3234,0.0355597
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,45,2694,0.0167038
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,85,4033,0.0210761
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,168,3643,0.0461158
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,209,4719,0.044289
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,125,3290,0.0379939
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,43,2742,0.015682
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,101,4030,0.025062
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,163,3605,0.045215
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,214,4654,0.045982
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,132,3436,0.0384168
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,47,2784,0.0168822
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,124,4009,0.0309304
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,171,3510,0.0487179
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,212,4556,0.046532
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,139,3569,0.0389465
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,55,2820,0.0195035
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,137,3954,0.0346485
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,161,3523,0.0456997
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,248,4491,0.0552216
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,138,3707,0.0372269
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,64,2870,0.0222997
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,134,3863,0.0346881
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,180,3486,0.0516351
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,250,4373,0.057169
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,148,3851,0.0384316
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,61,2893,0.0210854
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,152,3775,0.0402649
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,200,3483,0.0574218
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,263,4230,0.0621749
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,160,3964,0.0403633
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,61,2926,0.0208476
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,149,3712,0.0401401
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,202,3457,0.0584322
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,263,4115,0.0639125
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,171,4093,0.0417786
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,64,3005,0.0212978
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,176,3690,0.0476965
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,215,3433,0.0626274
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,297,4022,0.0738439
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,188,4167,0.0451164
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,71,3026,0.0234633
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,185,3686,0.0501899
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,231,3441,0.0671316
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,295,3935,0.0749682
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,199,4208,0.0472909
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,80,3148,0.025413
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,195,3620,0.0538674
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,246,3463,0.0710367
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,305,3765,0.0810093
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,209,4320,0.0483796
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,82,3249,0.0252385
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,198,3609,0.0548628
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,272,3537,0.0769013
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,334,3681,0.0907362
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,208,4393,0.0473481
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,88,3349,0.0262765
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,214,3648,0.0586623
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,274,3514,0.0779738
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,363,3600,0.100833
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,211,4459,0.04732
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,96,3391,0.0283102
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,235,3708,0.0633765
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,299,3520,0.0849432
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,365,3528,0.103458
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,229,4507,0.0508099
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,99,3479,0.0284565
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,242,3740,0.0647059
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,321,3502,0.0916619
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,374,3526,0.106069
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,251,4536,0.0553351
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,106,3621,0.0292737
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,258,3792,0.068038
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,334,3599,0.0928036
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,406,3517,0.115439
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,258,4514,0.0571555
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,113,3742,0.0301978
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,301,3836,0.0784672
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,348,3688,0.0943601
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,451,3525,0.127943
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,277,4500,0.0615556
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,122,3862,0.0315898
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,319,3895,0.0818999
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,389,3742,0.103955
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,474,3534,0.134126
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,279,4448,0.0627248
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,133,4008,0.0331836
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,336,3903,0.0860876
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,423,3814,0.110907
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,532,3575,0.148811
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,282,4377,0.0644277
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,146,4121,0.0354283
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,333,4015,0.082939
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,434,3795,0.114361
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,540,3608,0.149667
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,298,4328,0.068854
Meise,23050,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,148,4245,0.0348645
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,36,2940,0.0122449
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,91,3438,0.0264689
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,58,3222,0.0180012
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,34,2458,0.0138324
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,15,2192,0.00684307
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,36,2978,0.0120887
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,74,3292,0.0224787
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,62,3229,0.019201
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,37,2513,0.0147234
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,12,2242,0.00535236
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,31,2974,0.0104237
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,73,3237,0.0225517
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,59,3262,0.0180871
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,39,2546,0.0153181
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,15,2302,0.00651607
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,26,3005,0.00865225
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,70,3155,0.022187
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,63,3367,0.018711
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,40,2533,0.0157916
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,16,2376,0.00673401
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,42,3046,0.0137886
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,77,3096,0.0248708
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,71,3426,0.0207239
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,47,2541,0.0184967
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,19,2442,0.00778051
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,54,3020,0.0178808
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,95,3110,0.0305466
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,87,3480,0.025
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,49,2549,0.0192232
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,19,2504,0.00758786
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,70,3076,0.0227568
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,91,3068,0.029661
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,104,3554,0.0292628
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,50,2597,0.019253
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,21,2543,0.00825796
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,84,3107,0.0270357
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,105,3105,0.0338164
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,119,3617,0.0329002
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,47,2674,0.0175767
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,20,2550,0.00784314
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,110,3087,0.0356333
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,121,3036,0.0398551
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,135,3662,0.0368651
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,48,2727,0.0176018
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,23,2592,0.00887346
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,110,3070,0.0358306
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,141,3057,0.0461237
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,152,3613,0.0420703
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,51,2799,0.0182208
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,24,2601,0.00922722
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,122,3085,0.0395462
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,153,3161,0.0484024
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,171,3585,0.0476987
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,46,2848,0.0161517
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,28,2662,0.0105184
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,131,3080,0.0425325
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,165,3275,0.0503817
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,177,3537,0.0500424
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,64,2918,0.0219328
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,29,2748,0.0105531
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,166,3082,0.0538611
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,208,3333,0.0624062
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,197,3482,0.0565767
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,68,2962,0.0229575
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,34,2834,0.0119972
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,165,3094,0.053329
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,224,3361,0.0666468
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,186,3409,0.0545615
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,82,3091,0.0265286
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,35,2911,0.0120234
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,170,3101,0.054821
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,239,3373,0.0708568
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,187,3327,0.0562068
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,95,3180,0.0298742
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,35,2919,0.0119904
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,175,3101,0.0564334
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,252,3342,0.0754039
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,210,3255,0.0645161
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,99,3282,0.0301645
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,40,2940,0.0136054
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,188,3128,0.0601023
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,247,3348,0.0737754
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,221,3230,0.0684211
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,103,3349,0.0307554
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,42,3028,0.0138705
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,190,3113,0.0610344
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,263,3289,0.0799635
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,254,3222,0.078833
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,100,3372,0.029656
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,47,3104,0.0151418
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,225,3166,0.0710676
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,276,3299,0.0836617
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,270,3220,0.0838509
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,111,3458,0.0320995
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,48,3151,0.0152333
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,249,3230,0.0770898
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,316,3414,0.09256
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,273,3179,0.0858761
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,127,3510,0.0361823
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,52,3250,0.016
Merchtem,23052,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,239,3252,0.0734932
