Gemeente,Nis-code,Centrumstad?,Indicator,Leeftijdsgroep,Jaar,Aantal personen met huidige niet-Belgische nationaliteit naar leeftijdsgroep,Aantal inwoners naar leeftijdsgroep,Procent
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,15,1267,0.011839
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,2,921,0.00217155
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,2,956,0.00209205
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,7,1035,0.00676329
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,14,938,0.0149254
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,16,1280,0.0125
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,3,946,0.00317125
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,1,963,0.00103842
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,4,1047,0.00382044
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,13,925,0.0140541
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,15,1287,0.011655
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,5,974,0.00513347
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,1,956,0.00104603
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,15,1057,0.0141911
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,17,932,0.0182403
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,21,1278,0.0164319
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,6,1004,0.0059761
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,2,945,0.0021164
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,10,1053,0.00949668
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,14,931,0.0150376
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,26,1294,0.0200927
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,5,1003,0.00498504
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,1,954,0.00104822
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,13,1076,0.0120818
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,15,909,0.0165017
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,23,1300,0.0176923
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,7,1018,0.00687623
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,2,961,0.00208117
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,11,1077,0.0102136
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,16,876,0.0182648
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,24,1283,0.0187062
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,6,1035,0.0057971
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,4,968,0.00413223
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,17,1110,0.0153153
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,17,886,0.0191874
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,26,1257,0.0206842
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,10,1095,0.00913242
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,3,964,0.00311203
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,18,1075,0.0167442
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,17,876,0.0194064
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,26,1245,0.0208835
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,10,1103,0.00906618
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,1,970,0.00103093
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,13,1069,0.0121609
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,18,918,0.0196078
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,27,1215,0.0222222
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,10,1107,0.00903342
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,2,991,0.00201816
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,10,1053,0.00949668
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,19,920,0.0206522
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,21,1174,0.0178876
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,14,1129,0.0124004
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,3,1024,0.00292969
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,17,1057,0.0160833
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,24,955,0.0251309
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,30,1162,0.0258176
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,14,1179,0.0118745
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,3,1029,0.00291545
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,21,1026,0.0204678
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,25,941,0.0265675
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,28,1110,0.0252252
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,17,1185,0.014346
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,4,1043,0.00383509
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,25,1026,0.0243665
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,26,937,0.0277481
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,33,1089,0.030303
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,19,1202,0.015807
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,6,1072,0.00559701
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,25,1007,0.0248262
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,22,928,0.0237069
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,34,1066,0.0318949
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,19,1205,0.0157676
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,5,1092,0.00457875
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,28,985,0.0284264
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,29,921,0.0314875
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,40,1017,0.0393314
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,18,1219,0.0147662
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,6,1129,0.00531444
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,22,990,0.0222222
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,25,952,0.0262605
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,51,1007,0.0506455
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,19,1222,0.0155483
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,6,1150,0.00521739
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,34,975,0.0348718
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,40,967,0.041365
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,58,999,0.0580581
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,21,1236,0.0169903
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,7,1163,0.00601892
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,38,966,0.0393375
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,40,971,0.0411946
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,58,989,0.0586451
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,26,1245,0.0208835
Glabbeek,24137,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,7,1173,0.0059676
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,3,3012,0.000996016
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,29,3256,0.00890663
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,21,3354,0.00626118
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,13,2503,0.00519377
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,8,2400,0.00333333
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,4,2976,0.00134409
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,24,3205,0.0074883
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,17,3398,0.00500294
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,15,2543,0.00589855
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,7,2435,0.00287474
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,3,2926,0.00102529
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,21,3144,0.00667939
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,16,3430,0.00466472
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,17,2589,0.00656624
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,8,2462,0.00324939
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,4,2918,0.0013708
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,25,3125,0.008
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,20,3384,0.00591017
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,19,2636,0.00720789
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,8,2477,0.00322971
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,10,2865,0.0034904
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,29,3091,0.00938208
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,23,3361,0.0068432
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,20,2676,0.00747384
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,8,2552,0.0031348
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,3,2856,0.00105042
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,28,3046,0.00919238
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,28,3312,0.00845411
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,19,2735,0.00694698
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,10,2601,0.00384468
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,9,2893,0.00311096
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,23,2990,0.00769231
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,31,3351,0.00925097
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,20,2790,0.00716846
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,11,2618,0.00420168
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,6,2884,0.00208044
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,25,2985,0.00837521
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,29,3331,0.00870609
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,20,2836,0.00705219
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,12,2655,0.00451977
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,21,2932,0.00716235
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,32,2971,0.0107708
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,36,3314,0.010863
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,28,2943,0.0095141
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,12,2648,0.00453172
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,22,2927,0.00751623
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,33,2971,0.0111074
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,46,3359,0.0136946
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,26,2994,0.00868403
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,12,2659,0.00451297
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,26,2926,0.00888585
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,46,3055,0.0150573
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2010,40,3293,0.012147
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2010,28,3089,0.00906442
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2010,14,2701,0.00518327
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2011,33,2905,0.0113597
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2011,59,3096,0.0190568
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2011,55,3302,0.0166566
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2011,25,3127,0.00799488
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2011,13,2784,0.00466954
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2012,66,2978,0.0221625
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2012,74,3084,0.0239948
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2012,72,3283,0.0219312
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2012,27,3181,0.0084879
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2012,16,2831,0.00565171
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2013,50,2951,0.0169434
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2013,84,3090,0.0271845
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2013,74,3222,0.0229671
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2013,29,3245,0.00893683
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2013,16,2881,0.00555363
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2014,51,2929,0.0174121
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2014,77,3061,0.0251552
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2014,74,3175,0.0233071
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2014,25,3311,0.00755059
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2014,19,2952,0.00643631
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2015,56,2930,0.0191126
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2015,81,3029,0.0267415
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2015,82,3089,0.0265458
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2015,30,3393,0.00884173
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2015,19,3040,0.00625
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2016,67,2927,0.0228903
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2016,82,2994,0.0273881
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2016,90,3067,0.0293446
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2016,30,3417,0.00877963
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2016,19,3097,0.00613497
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2017,73,2932,0.0248977
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2017,88,3005,0.0292845
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2017,104,3061,0.0339758
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2017,37,3465,0.0106782
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2017,22,3141,0.00700414
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2018,84,2911,0.0288561
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2018,108,3019,0.0357734
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2018,119,3044,0.0390933
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2018,38,3488,0.0108945
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2018,23,3225,0.00713178
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2019,103,2950,0.0349153
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2019,107,2983,0.0358699
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2019,120,3060,0.0392157
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2019,41,3471,0.0118122
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2019,25,3299,0.00757805
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2020,108,2954,0.0365606
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2020,129,3000,0.043
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2020,113,3056,0.0369764
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2020,53,3424,0.015479
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2020,24,3383,0.0070943
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2021,116,2955,0.0392555
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2021,141,2947,0.0478453
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2021,123,3069,0.0400782
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2021,62,3430,0.0180758
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2021,27,3444,0.00783972
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2022,131,2970,0.0441077
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2022,157,2935,0.0534923
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2022,142,3101,0.0457917
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2022,62,3443,0.0180076
Beernem,31003,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2022,25,3517,0.00710833
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2000,37,3014,0.012276
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2000,90,3301,0.0272645
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2000,105,3853,0.0272515
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2000,59,3453,0.0170866
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2000,68,3793,0.0179278
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2001,33,2968,0.0111186
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2001,91,3222,0.0282433
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2001,108,3889,0.0277706
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2001,64,3564,0.0179574
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2001,71,3895,0.0182285
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2002,34,2916,0.0116598
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2002,96,3247,0.0295658
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2002,108,3898,0.0277065
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2002,74,3699,0.0200054
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2002,71,3966,0.0179022
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2003,40,2872,0.0139276
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2003,102,3218,0.0316967
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2003,110,3867,0.0284458
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2003,91,3847,0.0236548
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2003,75,4093,0.018324
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2004,47,2843,0.0165318
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2004,106,3172,0.0334174
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2004,108,3894,0.027735
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2004,101,3945,0.025602
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2004,76,4234,0.0179499
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2005,47,2807,0.0167439
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2005,108,3116,0.0346598
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2005,108,3853,0.0280301
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2005,100,4054,0.024667
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2005,76,4305,0.0176539
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2006,41,2739,0.014969
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2006,124,3075,0.0403252
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2006,104,3790,0.0274406
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2006,107,4195,0.0255066
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2006,82,4376,0.0187386
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2007,47,2703,0.0173881
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2007,128,3073,0.0416531
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2007,122,3741,0.0326116
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2007,114,4328,0.0263401
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2007,87,4484,0.0194023
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2008,63,2692,0.0234027
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2008,135,3012,0.0448207
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2008,137,3682,0.037208
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2008,127,4415,0.0287656
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2008,98,4642,0.0211116
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2009,73,2681,0.0272286
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2009,156,3084,0.0505837
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",35-49 jaar,2009,140,3589,0.0390081
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",50-64 jaar,2009,126,4520,0.0278761
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",65 jaar en ouder,2009,99,4786,0.0206853
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",0-17 jaar,2010,83,2667,0.0311211
Blankenberge,31004,Nee,"Vreemdelingen, naar leeftijd",18-34 jaar,2010,182,3138,0.0579987
