Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,minder of gelijk aan 30% (%),meer dan 30% (%)
 Nieuwpoort ,38016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.44,0.56
 Nieuwpoort ,38016,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.44,0.56
 Nijlen ,12026,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Nijlen ,12026,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Nijlen ,12026,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Nijlen ,12026,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Nijlen ,12026,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.52,0.48
 Nijlen ,12026,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.47,0.53
 Ninove ,41048,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Ninove ,41048,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Ninove ,41048,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Ninove ,41048,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Ninove ,41048,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.6,0.4
 Ninove ,41048,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.46,0.54
 Olen ,13029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Olen ,13029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Olen ,13029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Olen ,13029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Olen ,13029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.72,0.28
 Olen ,13029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.59,0.41
 Oostende ,35013,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.78,0.22
 Oostende ,35013,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.76,0.24
 Oostende ,35013,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Oostende ,35013,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Oostende ,35013,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Oostende ,35013,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Oosterzele ,44052,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Oosterzele ,44052,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.88,0.12
 Oosterzele ,44052,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Oosterzele ,44052,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Oosterzele ,44052,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.51,0.49
 Oosterzele ,44052,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.84,0.16
 Oostkamp ,31022,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Oostkamp ,31022,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Oostkamp ,31022,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Oostkamp ,31022,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Oostkamp ,31022,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.68,0.32
 Oostkamp ,31022,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.64,0.36
 Oostrozebeke ,37010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.89,0.11
 Oostrozebeke ,37010,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Oostrozebeke ,37010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.9,0.1
 Oostrozebeke ,37010,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Oostrozebeke ,37010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.78,0.22
 Oostrozebeke ,37010,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.7,0.3
 Opglabbeek ,71047,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Opglabbeek ,71047,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Opglabbeek ,71047,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.47,0.53
 Opwijk ,23060,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Opwijk ,23060,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Opwijk ,23060,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.93,0.07
 Opwijk ,23060,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Opwijk ,23060,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.49,0.51
 Opwijk ,23060,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.43,0.57
 Oudenaarde ,45035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Oudenaarde ,45035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.8,0.2
 Oudenaarde ,45035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Oudenaarde ,45035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Oudenaarde ,45035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Oudenaarde ,45035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.47,0.53
 Oudenburg ,35014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.79,0.21
 Oudenburg ,35014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 Oudenburg ,35014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.83,0.17
 Oudenburg ,35014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Oudenburg ,35014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.46,0.54
 Oudenburg ,35014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.56,0.44
 Oud-Heverlee ,24086,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Oud-Heverlee ,24086,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Oud-Heverlee ,24086,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Oud-Heverlee ,24086,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Oud-Heverlee ,24086,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.58,0.42
 Oud-Heverlee ,24086,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.64,0.36
 Oudsbergen ,72042,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Oudsbergen ,72042,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Oudsbergen ,72042,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Oud-Turnhout ,13031,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Oud-Turnhout ,13031,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Oud-Turnhout ,13031,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Oud-Turnhout ,13031,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Oud-Turnhout ,13031,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.47,0.53
 Oud-Turnhout ,13031,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.54,0.46
 Overijse ,23062,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Overijse ,23062,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.77,0.23
 Overijse ,23062,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Overijse ,23062,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Overijse ,23062,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Overijse ,23062,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Overpelt ,72029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Overpelt ,72029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Overpelt ,72029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.49,0.51
 Peer ,72030,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Peer ,72030,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Peer ,72030,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.85,0.15
 Peer ,72030,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Peer ,72030,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.71,0.29
 Peer ,72030,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.65,0.35
 Pelt ,72043,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Pelt ,72043,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Pelt ,72043,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.64,0.36
 Pepingen ,23064,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Pepingen ,23064,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.8,0.2
 Pepingen ,23064,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Pepingen ,23064,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Pepingen ,23064,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.47,0.53
 Pepingen ,23064,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.27,0.73
 Pittem ,37011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Pittem ,37011,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.88,0.12
 Pittem ,37011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Pittem ,37011,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Pittem ,37011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.48,0.52
 Pittem ,37011,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.73,0.27
 Poperinge ,33021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Poperinge ,33021,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Poperinge ,33021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Poperinge ,33021,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Poperinge ,33021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.69,0.31
 Poperinge ,33021,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.49,0.51
 Putte ,12029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.89,0.11
 Putte ,12029,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Putte ,12029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Putte ,12029,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Putte ,12029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.72,0.28
 Putte ,12029,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.47,0.53
 Puurs ,12030,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Puurs ,12030,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Puurs ,12030,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.77,0.23
 Puurs-Sint-Amands ,12041,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Puurs-Sint-Amands ,12041,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Puurs-Sint-Amands ,12041,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.64,0.36
 Ranst ,11035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Ranst ,11035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Ranst ,11035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Ranst ,11035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Ranst ,11035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.41,0.59
 Ranst ,11035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.54,0.46
 Ravels ,13035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.81,0.19
 Ravels ,13035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Ravels ,13035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Ravels ,13035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Ravels ,13035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.44,0.56
 Ravels ,13035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.61,0.39
 Retie ,13036,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Retie ,13036,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Retie ,13036,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Retie ,13036,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Retie ,13036,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.62,0.38
 Retie ,13036,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.58,0.42
 Riemst ,73066,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Riemst ,73066,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Riemst ,73066,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Riemst ,73066,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Riemst ,73066,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.58,0.42
 Riemst ,73066,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.52,0.48
 Rijkevorsel ,13037,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Rijkevorsel ,13037,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 Rijkevorsel ,13037,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.84,0.16
 Rijkevorsel ,13037,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Rijkevorsel ,13037,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.67,0.33
 Rijkevorsel ,13037,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Roeselare ,36015,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Roeselare ,36015,ja,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Roeselare ,36015,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Roeselare ,36015,ja,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Roeselare ,36015,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.64,0.36
 Roeselare ,36015,ja,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.59,0.41
 Ronse ,45041,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Ronse ,45041,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Ronse ,45041,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Ronse ,45041,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Ronse ,45041,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.62,0.38
 Ronse ,45041,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.62,0.38
 Roosdaal ,23097,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Roosdaal ,23097,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Roosdaal ,23097,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Roosdaal ,23097,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Roosdaal ,23097,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.54,0.46
 Roosdaal ,23097,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.5,0.5
 Rotselaar ,24094,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Rotselaar ,24094,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.86,0.14
 Rotselaar ,24094,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Rotselaar ,24094,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.9,0.1
 Rotselaar ,24094,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.48,0.52
 Rotselaar ,24094,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.53,0.47
 Ruiselede ,37012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.84,0.16
 Ruiselede ,37012,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.83,0.17
 Ruiselede ,37012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Ruiselede ,37012,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.86,0.14
 Ruiselede ,37012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.63,0.37
 Ruiselede ,37012,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.56,0.44
 Rumst ,11037,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Rumst ,11037,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.81,0.19
 Rumst ,11037,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Rumst ,11037,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Rumst ,11037,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.43,0.57
 Rumst ,11037,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.52,0.48
 Schelle ,11038,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Schelle ,11038,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Schelle ,11038,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Schelle ,11038,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.91,0.09
 Schelle ,11038,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.58,0.42
 Schelle ,11038,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.64,0.36
 Scherpenheuvel-Zichem ,24134,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.88,0.12
 Scherpenheuvel-Zichem ,24134,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Scherpenheuvel-Zichem ,24134,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.92,0.08
 Scherpenheuvel-Zichem ,24134,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Scherpenheuvel-Zichem ,24134,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.39,0.61
 Scherpenheuvel-Zichem ,24134,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.59,0.41
 Schilde ,11039,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.86,0.14
 Schilde ,11039,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.87,0.13
 Schilde ,11039,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Schilde ,11039,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Schilde ,11039,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.39,0.61
 Schilde ,11039,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.55,0.45
 Schoten ,11040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Schoten ,11040,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.78,0.22
 Schoten ,11040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Schoten ,11040,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.85,0.15
 Schoten ,11040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.42,0.58
 Schoten ,11040,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.35,0.65
 Sint-Amands ,12034,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Sint-Amands ,12034,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Sint-Amands ,12034,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.64,0.36
 Sint-Genesius-Rode ,23101,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.87,0.13
 Sint-Genesius-Rode ,23101,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Sint-Genesius-Rode ,23101,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.91,0.09
 Sint-Genesius-Rode ,23101,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.92,0.08
 Sint-Genesius-Rode ,23101,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Sint-Genesius-Rode ,23101,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.33,0.67
 Sint-Gillis-Waas ,46020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.82,0.18
 Sint-Gillis-Waas ,46020,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.84,0.16
 Sint-Gillis-Waas ,46020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.86,0.14
 Sint-Gillis-Waas ,46020,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.89,0.11
 Sint-Gillis-Waas ,46020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.45,0.55
 Sint-Gillis-Waas ,46020,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.48,0.52
 Sint-Katelijne-Waver ,12035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Sint-Katelijne-Waver ,12035,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.8,0.2
 Sint-Katelijne-Waver ,12035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.88,0.12
 Sint-Katelijne-Waver ,12035,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.84,0.16
 Sint-Katelijne-Waver ,12035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.53,0.47
 Sint-Katelijne-Waver ,12035,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.51,0.49
 Sint-Laureins ,43014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.85,0.15
 Sint-Laureins ,43014,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.82,0.18
 Sint-Laureins ,43014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.89,0.11
 Sint-Laureins ,43014,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.87,0.13
 Sint-Laureins ,43014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.56,0.44
 Sint-Laureins ,43014,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.5,0.5
 Sint-Lievens-Houtem ,41063,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.83,0.17
 Sint-Lievens-Houtem ,41063,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2020,0.85,0.15
 Sint-Lievens-Houtem ,41063,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2017,0.87,0.13
 Sint-Lievens-Houtem ,41063,nee,"Woonquote, naar eigenaar/huurder",Woonquote eigenaar,2020,0.88,0.12
 Sint-Lievens-Houtem ,41063,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2017,0.28,0.72
 Sint-Lievens-Houtem ,41063,nee,"Woonquote, naar eigenaar/huurder",Woonquote huurder,2020,0.45,0.55
 Sint-Martens-Latem ,44064,nee,"Woonquote, naar eigenaar/huurder",Woonquote algemeen,2017,0.9,0.1
