Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,5 jaar of minder (%),6 tot en met 10 jaar (%),Meer dan 10 jaar (%)
Gemeenten van 10.000 tot 20.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.16,0.1,0.75
Gemeenten van 20.000 tot 30.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2017,0.25,0.14,0.61
Gemeenten van 20.000 tot 30.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2020,0.26,0.14,0.6
Gemeenten van 20.000 tot 30.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.09,0.76
Gemeenten van 20.000 tot 30.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.09,0.76
Gemeenten van 30.000 tot 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2017,0.26,0.14,0.6
Gemeenten van 30.000 tot 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: adres,2020,0.28,0.14,0.58
Gemeenten van 30.000 tot 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.08,0.78
Gemeenten van 30.000 tot 50.000 inw.,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.14,0.09,0.77
Vlaams Gewest,/,/,Woonduur gemeente en buurt,Woonduur: adres,2017,0.27,0.14,0.59
Vlaams Gewest,/,/,Woonduur gemeente en buurt,Woonduur: adres,2020,0.28,0.14,0.58
Vlaams Gewest,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2017,0.14,0.1,0.76
Vlaams Gewest,/,/,Woonduur gemeente en buurt,Woonduur: gemeente/stad,2020,0.15,0.1,0.75
