Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen geregistreerd met een betalingsachterstand,Aantal inwoners van 18 jaar en ouder,Procent
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2008,979,32509,0.03011
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2009,1008,32719,0.03081
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2010,1006,32984,0.0305
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2011,1033,33088,0.03122
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2012,1086,33105,0.0328
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2013,1067,33128,0.03221
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2014,1112,33287,0.03341
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2015,1119,33451,0.03345
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2016,1083,33477,0.03235
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2017,1074,33765,0.03181
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2018,1045,33874,0.03085
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2019,991,33917,0.02922
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2020,857,33824,0.02534
Sint-Truiden,71053,Nee,Personen met betalingsachterstand,2021,776,33824,0.02294
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2007,306,13922,0.02198
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2008,258,14102,0.0183
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2009,279,14294,0.01952
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2010,286,14515,0.0197
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2011,328,14622,0.02243
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2012,341,14702,0.02319
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2013,328,14729,0.02227
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2014,307,14820,0.02072
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2015,334,14908,0.0224
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2016,324,15009,0.02159
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2017,317,15042,0.02107
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2018,331,15169,0.02182
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2019,301,15286,0.01969
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2020,295,15422,0.01913
Tessenderlo,71057,Nee,Personen met betalingsachterstand,2021,286,15422,0.01854
Zonhoven,71066,Nee,Personen met betalingsachterstand,2007,316,16193,0.01951
Zonhoven,71066,Nee,Personen met betalingsachterstand,2008,336,16401,0.02049
Zonhoven,71066,Nee,Personen met betalingsachterstand,2009,358,16530,0.02166
Zonhoven,71066,Nee,Personen met betalingsachterstand,2010,354,16778,0.0211
Zonhoven,71066,Nee,Personen met betalingsachterstand,2011,372,16890,0.02202
Zonhoven,71066,Nee,Personen met betalingsachterstand,2012,398,17003,0.02341
Zonhoven,71066,Nee,Personen met betalingsachterstand,2013,375,17117,0.02191
Zonhoven,71066,Nee,Personen met betalingsachterstand,2014,393,17140,0.02293
Zonhoven,71066,Nee,Personen met betalingsachterstand,2015,418,17202,0.0243
Zonhoven,71066,Nee,Personen met betalingsachterstand,2016,418,17195,0.02431
Zonhoven,71066,Nee,Personen met betalingsachterstand,2017,419,17166,0.02441
Zonhoven,71066,Nee,Personen met betalingsachterstand,2018,400,17250,0.02319
Zonhoven,71066,Nee,Personen met betalingsachterstand,2019,359,17304,0.02075
Zonhoven,71066,Nee,Personen met betalingsachterstand,2020,335,17394,0.01926
Zonhoven,71066,Nee,Personen met betalingsachterstand,2021,279,17394,0.01604
Zutendaal,71067,Nee,Personen met betalingsachterstand,2007,104,5651,0.0184
Zutendaal,71067,Nee,Personen met betalingsachterstand,2008,121,5700,0.02123
Zutendaal,71067,Nee,Personen met betalingsachterstand,2009,106,5695,0.01861
Zutendaal,71067,Nee,Personen met betalingsachterstand,2010,99,5760,0.01719
Zutendaal,71067,Nee,Personen met betalingsachterstand,2011,126,5810,0.02169
Zutendaal,71067,Nee,Personen met betalingsachterstand,2012,147,5796,0.02536
Zutendaal,71067,Nee,Personen met betalingsachterstand,2013,130,5873,0.02214
Zutendaal,71067,Nee,Personen met betalingsachterstand,2014,141,5885,0.02396
Zutendaal,71067,Nee,Personen met betalingsachterstand,2015,145,5973,0.02428
Zutendaal,71067,Nee,Personen met betalingsachterstand,2016,154,5994,0.02569
Zutendaal,71067,Nee,Personen met betalingsachterstand,2017,148,5999,0.02467
Zutendaal,71067,Nee,Personen met betalingsachterstand,2018,153,6054,0.02527
Zutendaal,71067,Nee,Personen met betalingsachterstand,2019,142,6064,0.02342
Zutendaal,71067,Nee,Personen met betalingsachterstand,2020,138,6077,0.02271
Zutendaal,71067,Nee,Personen met betalingsachterstand,2021,117,6077,0.01925
Ham,71069,Nee,Personen met betalingsachterstand,2007,151,8031,0.0188
Ham,71069,Nee,Personen met betalingsachterstand,2008,138,8139,0.01696
Ham,71069,Nee,Personen met betalingsachterstand,2009,161,8223,0.01958
Ham,71069,Nee,Personen met betalingsachterstand,2010,187,8327,0.02246
Ham,71069,Nee,Personen met betalingsachterstand,2011,178,8346,0.02133
Ham,71069,Nee,Personen met betalingsachterstand,2012,186,8416,0.0221
Ham,71069,Nee,Personen met betalingsachterstand,2013,192,8491,0.02261
Ham,71069,Nee,Personen met betalingsachterstand,2014,210,8512,0.02467
Ham,71069,Nee,Personen met betalingsachterstand,2015,201,8533,0.02356
Ham,71069,Nee,Personen met betalingsachterstand,2016,194,8640,0.02245
Ham,71069,Nee,Personen met betalingsachterstand,2017,177,8722,0.02029
Ham,71069,Nee,Personen met betalingsachterstand,2018,172,8778,0.01959
Ham,71069,Nee,Personen met betalingsachterstand,2019,165,8847,0.01865
Ham,71069,Nee,Personen met betalingsachterstand,2020,169,8878,0.01904
Ham,71069,Nee,Personen met betalingsachterstand,2021,145,8878,0.01633
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2007,649,24740,0.02623
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2008,671,24937,0.02691
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2009,755,25071,0.03011
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2010,827,25381,0.03258
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2011,830,25487,0.03257
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2012,847,25601,0.03308
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2013,880,25854,0.03404
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2014,879,26146,0.03362
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2015,896,26370,0.03398
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2016,935,26529,0.03524
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2017,861,26759,0.03218
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2018,796,27019,0.02946
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2019,817,27182,0.03006
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2020,791,27421,0.02885
Heusden-Zolder,71070,Nee,Personen met betalingsachterstand,2021,698,27421,0.02545
Bocholt,72003,Nee,Personen met betalingsachterstand,2007,125,10000,0.0125
Bocholt,72003,Nee,Personen met betalingsachterstand,2008,130,10108,0.01286
Bocholt,72003,Nee,Personen met betalingsachterstand,2009,141,10185,0.01384
Bocholt,72003,Nee,Personen met betalingsachterstand,2010,141,10291,0.0137
Bocholt,72003,Nee,Personen met betalingsachterstand,2011,154,10338,0.0149
Bocholt,72003,Nee,Personen met betalingsachterstand,2012,167,10435,0.016
Bocholt,72003,Nee,Personen met betalingsachterstand,2013,174,10475,0.01661
Bocholt,72003,Nee,Personen met betalingsachterstand,2014,205,10554,0.01942
Bocholt,72003,Nee,Personen met betalingsachterstand,2015,210,10594,0.01982
Bocholt,72003,Nee,Personen met betalingsachterstand,2016,196,10630,0.01844
Bocholt,72003,Nee,Personen met betalingsachterstand,2017,201,10704,0.01878
Bocholt,72003,Nee,Personen met betalingsachterstand,2018,209,10725,0.01949
Bocholt,72003,Nee,Personen met betalingsachterstand,2019,201,10736,0.01872
Bocholt,72003,Nee,Personen met betalingsachterstand,2020,194,10842,0.01789
Bocholt,72003,Nee,Personen met betalingsachterstand,2021,161,10842,0.01485
Bree,72004,Nee,Personen met betalingsachterstand,2007,227,12019,0.01889
Bree,72004,Nee,Personen met betalingsachterstand,2008,222,12224,0.01816
Bree,72004,Nee,Personen met betalingsachterstand,2009,222,12405,0.0179
Bree,72004,Nee,Personen met betalingsachterstand,2010,221,12453,0.01775
Bree,72004,Nee,Personen met betalingsachterstand,2011,227,12564,0.01807
Bree,72004,Nee,Personen met betalingsachterstand,2012,240,12633,0.019
Bree,72004,Nee,Personen met betalingsachterstand,2013,249,12745,0.01954
Bree,72004,Nee,Personen met betalingsachterstand,2014,247,12834,0.01925
Bree,72004,Nee,Personen met betalingsachterstand,2015,249,12942,0.01924
Bree,72004,Nee,Personen met betalingsachterstand,2016,262,13046,0.02008
Bree,72004,Nee,Personen met betalingsachterstand,2017,283,13127,0.02156
Bree,72004,Nee,Personen met betalingsachterstand,2018,293,13189,0.02222
Bree,72004,Nee,Personen met betalingsachterstand,2019,287,13268,0.02163
Bree,72004,Nee,Personen met betalingsachterstand,2020,243,13234,0.01836
Bree,72004,Nee,Personen met betalingsachterstand,2021,250,13234,0.01889
Kinrooi,72018,Nee,Personen met betalingsachterstand,2007,122,9633,0.01266
Kinrooi,72018,Nee,Personen met betalingsachterstand,2008,109,9704,0.01123
Kinrooi,72018,Nee,Personen met betalingsachterstand,2009,122,9817,0.01243
Kinrooi,72018,Nee,Personen met betalingsachterstand,2010,141,9894,0.01425
Kinrooi,72018,Nee,Personen met betalingsachterstand,2011,148,9902,0.01495
Kinrooi,72018,Nee,Personen met betalingsachterstand,2012,153,9978,0.01533
Kinrooi,72018,Nee,Personen met betalingsachterstand,2013,147,10048,0.01463
Kinrooi,72018,Nee,Personen met betalingsachterstand,2014,132,10063,0.01312
Kinrooi,72018,Nee,Personen met betalingsachterstand,2015,150,10055,0.01492
Kinrooi,72018,Nee,Personen met betalingsachterstand,2016,153,10075,0.01519
Kinrooi,72018,Nee,Personen met betalingsachterstand,2017,140,10068,0.01391
Kinrooi,72018,Nee,Personen met betalingsachterstand,2018,135,10053,0.01343
Kinrooi,72018,Nee,Personen met betalingsachterstand,2019,131,10060,0.01302
Kinrooi,72018,Nee,Personen met betalingsachterstand,2020,121,10071,0.01201
Kinrooi,72018,Nee,Personen met betalingsachterstand,2021,113,10071,0.01122
Lommel,72020,Nee,Personen met betalingsachterstand,2007,425,25957,0.01637
Lommel,72020,Nee,Personen met betalingsachterstand,2008,448,26350,0.017
Lommel,72020,Nee,Personen met betalingsachterstand,2009,496,26546,0.01868
Lommel,72020,Nee,Personen met betalingsachterstand,2010,552,26823,0.02058
Lommel,72020,Nee,Personen met betalingsachterstand,2011,597,27144,0.02199
Lommel,72020,Nee,Personen met betalingsachterstand,2012,624,27368,0.0228
Lommel,72020,Nee,Personen met betalingsachterstand,2013,651,27472,0.0237
Lommel,72020,Nee,Personen met betalingsachterstand,2014,655,27569,0.02376
Lommel,72020,Nee,Personen met betalingsachterstand,2015,678,27714,0.02446
Lommel,72020,Nee,Personen met betalingsachterstand,2016,698,27778,0.02513
Lommel,72020,Nee,Personen met betalingsachterstand,2017,653,27828,0.02347
Lommel,72020,Nee,Personen met betalingsachterstand,2018,624,27946,0.02233
Lommel,72020,Nee,Personen met betalingsachterstand,2019,638,28115,0.02269
Lommel,72020,Nee,Personen met betalingsachterstand,2020,609,28193,0.0216
Lommel,72020,Nee,Personen met betalingsachterstand,2021,545,28193,0.01933
Maaseik,72021,Nee,Personen met betalingsachterstand,2007,368,19487,0.01888
Maaseik,72021,Nee,Personen met betalingsachterstand,2008,398,19779,0.02012
Maaseik,72021,Nee,Personen met betalingsachterstand,2009,415,19917,0.02084
Maaseik,72021,Nee,Personen met betalingsachterstand,2010,438,20085,0.02181
Maaseik,72021,Nee,Personen met betalingsachterstand,2011,465,20167,0.02306
Maaseik,72021,Nee,Personen met betalingsachterstand,2012,466,20261,0.023
Maaseik,72021,Nee,Personen met betalingsachterstand,2013,455,20336,0.02237
Maaseik,72021,Nee,Personen met betalingsachterstand,2014,472,20476,0.02305
Maaseik,72021,Nee,Personen met betalingsachterstand,2015,483,20528,0.02353
Maaseik,72021,Nee,Personen met betalingsachterstand,2016,474,20587,0.02302
Maaseik,72021,Nee,Personen met betalingsachterstand,2017,454,20577,0.02206
Maaseik,72021,Nee,Personen met betalingsachterstand,2018,428,20714,0.02066
Maaseik,72021,Nee,Personen met betalingsachterstand,2019,397,20775,0.01911
Maaseik,72021,Nee,Personen met betalingsachterstand,2020,370,20867,0.01773
Maaseik,72021,Nee,Personen met betalingsachterstand,2021,348,20867,0.01668
Peer,72030,Nee,Personen met betalingsachterstand,2007,169,12715,0.01329
Peer,72030,Nee,Personen met betalingsachterstand,2008,178,12874,0.01383
Peer,72030,Nee,Personen met betalingsachterstand,2009,204,12995,0.0157
Peer,72030,Nee,Personen met betalingsachterstand,2010,225,13063,0.01722
Peer,72030,Nee,Personen met betalingsachterstand,2011,232,13108,0.0177
Peer,72030,Nee,Personen met betalingsachterstand,2012,221,13130,0.01683
Peer,72030,Nee,Personen met betalingsachterstand,2013,254,13089,0.01941
Peer,72030,Nee,Personen met betalingsachterstand,2014,253,13187,0.01919
Peer,72030,Nee,Personen met betalingsachterstand,2015,258,13209,0.01953
Peer,72030,Nee,Personen met betalingsachterstand,2016,248,13306,0.01864
Peer,72030,Nee,Personen met betalingsachterstand,2017,245,13357,0.01834
Peer,72030,Nee,Personen met betalingsachterstand,2018,236,13321,0.01772
Peer,72030,Nee,Personen met betalingsachterstand,2019,213,13295,0.01602
Peer,72030,Nee,Personen met betalingsachterstand,2020,204,13393,0.01523
Peer,72030,Nee,Personen met betalingsachterstand,2021,202,13393,0.01508
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2007,142,11155,0.01273
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2008,143,11257,0.0127
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2009,138,11375,0.01213
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2010,153,11470,0.01334
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2011,161,11527,0.01397
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2012,194,11585,0.01675
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2013,221,11605,0.01904
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2014,207,11684,0.01772
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2015,209,11708,0.01785
Hamont-Achel,72037,Nee,Personen met betalingsachterstand,2016,227,11773,0.01928
