Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Aantal personen van 0 tot en met 59 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 59 jaar (KSZ-cijfers),Procent
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2009,271,4498,0.060249
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2010,286,4518,0.0633023
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2011,308,4579,0.0672636
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2012,296,4544,0.0651408
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2013,294,4532,0.064872
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2014,333,4518,0.0737052
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2015,340,4482,0.075859
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2016,348,4507,0.0772132
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2017,328,4493,0.0730024
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2018,320,4586,0.0697776
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2019,292,4585,0.0636859
Bekkevoort,24008,Nee,Personen in gezin met zeer lage werkintensiteit,2020,328,4603,0.0712579
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2009,523,7433,0.0703619
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2010,516,7452,0.0692432
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2011,502,7425,0.0676094
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2012,491,7443,0.065968
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2013,519,7466,0.0695151
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2014,483,7474,0.064624
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2015,456,7372,0.0618557
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2016,451,7414,0.0608309
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2017,469,7453,0.0629277
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2018,484,7432,0.0651238
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2019,471,7433,0.0633661
Bertem,24009,Nee,Personen in gezin met zeer lage werkintensiteit,2020,439,7524,0.0583466
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2009,339,7021,0.0482837
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2010,383,7061,0.0542416
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2011,373,7066,0.052788
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2012,378,7075,0.0534276
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2013,397,7069,0.0561607
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2014,420,7072,0.0593891
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2015,422,7093,0.0594953
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2016,425,7101,0.0598507
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2017,398,7118,0.0559146
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2018,397,7088,0.0560102
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2019,415,7132,0.0581884
Bierbeek,24011,Nee,Personen in gezin met zeer lage werkintensiteit,2020,423,7134,0.0592935
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2009,478,8874,0.0538652
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2010,503,8920,0.0563901
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2011,488,8942,0.0545739
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2012,465,8978,0.0517933
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2013,491,8902,0.0551561
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2014,510,8885,0.0574001
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2015,501,8909,0.0562353
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2016,491,8925,0.055014
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2017,519,8927,0.0581382
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2018,474,9042,0.052422
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2019,466,9120,0.0510965
Boortmeerbeek,24014,Nee,Personen in gezin met zeer lage werkintensiteit,2020,421,9163,0.0459457
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2009,249,5956,0.0418066
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2010,295,5974,0.0493806
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2011,269,5945,0.0452481
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2012,277,6018,0.0460286
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2013,295,6137,0.0480691
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2014,311,6157,0.0505116
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2015,286,6202,0.0461142
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2016,266,6227,0.0427172
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2017,255,6230,0.040931
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2018,237,6168,0.0384241
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2019,250,6206,0.0402836
Boutersem,24016,Nee,Personen in gezin met zeer lage werkintensiteit,2020,247,6138,0.0402411
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1770,17257,0.102567
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1884,17130,0.109982
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2011,2025,17167,0.117959
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2012,2011,17155,0.117225
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1986,17018,0.1167
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2014,2009,16929,0.118672
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2015,2022,17015,0.118836
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2016,2070,17012,0.121679
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1925,16915,0.113804
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1856,16956,0.10946
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1795,16907,0.106169
Diest,24020,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1763,16943,0.104055
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2009,360,4405,0.0817253
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2010,359,4448,0.0807104
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2011,357,4453,0.0801707
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2012,348,4471,0.0778349
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2013,338,4429,0.0763152
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2014,309,4443,0.0695476
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2015,342,4449,0.0768712
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2016,340,4400,0.0772727
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2017,328,4421,0.0741914
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2018,298,4390,0.0678815
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2019,296,4445,0.0665917
Geetbets,24028,Nee,Personen in gezin met zeer lage werkintensiteit,2020,277,4455,0.0621773
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2009,528,10820,0.0487985
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2010,586,10889,0.0538158
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2011,557,10845,0.0513601
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2012,576,10779,0.0534372
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2013,582,10765,0.0540641
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2014,574,10633,0.0539829
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2015,590,10604,0.0556394
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2016,603,10543,0.057194300000000003
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2017,618,10656,0.0579955
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2018,602,10579,0.0569052
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2019,618,10610,0.0582469
Haacht,24033,Nee,Personen in gezin met zeer lage werkintensiteit,2020,578,10716,0.053938
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2009,824,15345,0.0536983
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2010,816,15481,0.0527098
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2011,877,15810,0.0554712
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2012,877,15970,0.0549155
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2013,896,16033,0.0558847
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2014,956,16026,0.0596531
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1042,15990,0.0651657
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1027,16015,0.0641274
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2017,947,15993,0.0592134
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2018,970,16091,0.0602821
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2019,915,16031,0.0570769
Herent,24038,Nee,Personen in gezin met zeer lage werkintensiteit,2020,929,16094,0.0577234
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2009,259,5011,0.0516863
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2010,315,5105,0.0617042
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2011,322,5185,0.0621022
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2012,351,5305,0.066164
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2013,316,5294,0.0596902
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2014,323,5281,0.0611627
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2015,328,5325,0.0615962
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2016,358,5368,0.0666915
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2017,377,5348,0.0704936
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2018,363,5358,0.0677492
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2019,329,5261,0.0625356
Hoegaarden,24041,Nee,Personen in gezin met zeer lage werkintensiteit,2020,254,5197,0.0488744
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2009,311,7473,0.0416165
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2010,364,7517,0.0484236
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2011,347,7470,0.0464525
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2012,350,7459,0.0469232
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2013,344,7492,0.0459156
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2014,360,7489,0.0480705
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2015,407,7544,0.0539502
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2016,398,7486,0.0531659
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2017,399,7398,0.0539335
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2018,368,7304,0.0503834
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2019,352,7372,0.0477482
Holsbeek,24043,Nee,Personen in gezin met zeer lage werkintensiteit,2020,331,7345,0.0450647
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2009,463,7283,0.0635727
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2010,497,7290,0.0681756
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2011,495,7280,0.0679945
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2012,474,7297,0.0649582
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2013,516,7331,0.070386
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2014,500,7358,0.0679532
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2015,521,7304,0.0713308
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2016,537,7321,0.0733506
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2017,471,7307,0.0644587
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2018,477,7348,0.0649156
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2019,423,7326,0.0577396
Huldenberg,24045,Nee,Personen in gezin met zeer lage werkintensiteit,2020,427,7277,0.058678
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2009,625,9650,0.0647668
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2010,652,9495,0.0686677
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2011,732,9476,0.0772478
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2012,682,9415,0.0724376
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2013,650,9390,0.0692226
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2014,652,9275,0.0702965
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2015,620,9099,0.0681394
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2016,643,9040,0.0711283
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2017,606,8857,0.0684205
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2018,593,8765,0.0676554
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2019,551,8741,0.0630363
Keerbergen,24048,Nee,Personen in gezin met zeer lage werkintensiteit,2020,538,8746,0.0615138
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2009,341,5595,0.0609473
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2010,373,5669,0.0657964
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2011,370,5732,0.0645499
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2012,351,5765,0.0608846
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2013,387,5766,0.0671176
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2014,348,5697,0.0610848
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2015,335,5688,0.0588959
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2016,331,5701,0.05806
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2017,294,5661,0.0519343
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2018,292,5600,0.0521429
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2019,290,5571,0.0520553
Kortenaken,24054,Nee,Personen in gezin met zeer lage werkintensiteit,2020,241,5545,0.0434626
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2009,1303,14593,0.0892894
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1307,14632,0.0893248
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1355,14760,0.0918022
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1346,14907,0.0902932
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1359,14832,0.0916262
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1367,14940,0.0914993
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1372,14956,0.0917358
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1375,14912,0.0922076
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1361,15006,0.0906971
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1355,15087,0.0898124
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1284,15072,0.0851911
Kortenberg,24055,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1237,15056,0.0821599
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2009,968,11391,0.0849794
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2010,1078,11589,0.0930192
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2011,1136,11631,0.09767
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2012,1134,11656,0.0972889
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2013,1223,11764,0.103961
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2014,1157,11743,0.0985268
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2015,1145,11681,0.0980224
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2016,1112,11735,0.0947593
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2017,1106,11662,0.0948379
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2018,1091,11611,0.0939626
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2019,1077,11492,0.0937174
Landen,24059,Nee,Personen in gezin met zeer lage werkintensiteit,2020,1005,11527,0.0871866
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2009,11637,73925,0.157416
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2010,12488,74820,0.166907
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2011,13387,76170,0.175752
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2012,12843,76582,0.167703
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2013,12490,76515,0.163236
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2014,12358,76649,0.161228
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2015,12361,76617,0.161335
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2016,12490,77251,0.161681
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2017,12824,77970,0.164474
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2018,13146,78710,0.167018
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2019,12767,78749,0.162123
Leuven,24062,Ja,Personen in gezin met zeer lage werkintensiteit,2020,12602,79286,0.158944
Lubbeek,24066,Nee,Personen in gezin met zeer lage werkintensiteit,2009,493,10346,0.0476513
