Gemeente,NIS-code,Centrumstad,Indicator,Jaar,Aantal kinderen van 0 tot en met 17 jaar dat leeft in een gezin met zeer lage werkintensiteit,Aantal inwoners van 0 tot en met 17 jaar (KSZ-cijfers),Procent
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,122,2027,0.0601875
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,91,1971,0.0461695
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,110,1999,0.0550275
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,90,1986,0.0453172
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,109,2006,0.054337
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,93,2049,0.045388
Ingelmunster,36007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,101,2081,0.0485344
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,279,5009,0.0556997
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,280,5101,0.0548912
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,279,5143,0.0542485
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,269,5171,0.0520209
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,320,5214,0.0613732
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,341,5146,0.0662651
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,326,5126,0.0635973
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,322,5154,0.0624757
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,317,5118,0.0619383
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,372,5130,0.0725146
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,350,5200,0.0673077
Izegem,36008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,351,5297,0.0662639
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,78,1983,0.0393343
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,87,1969,0.0441849
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,108,2016,0.0535714
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,90,1948,0.0462012
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,63,1920,0.0328125
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,80,1908,0.0419287
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,86,1893,0.0454305
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,67,1873,0.0357715
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,80,1907,0.0419507
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,79,1936,0.0408058
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,86,1942,0.0442842
Ledegem,36010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,77,1925,0.04
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,45,1761,0.0255537
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,62,1759,0.0352473
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,53,1727,0.0306891
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,49,1714,0.0285881
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,59,1707,0.0345636
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,67,1717,0.0390215
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,55,1663,0.0330728
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,52,1688,0.0308057
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,52,1668,0.0311751
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,42,1678,0.0250298
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,75,1713,0.0437828
Lichtervelde,36011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,54,1706,0.031653
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,86,2077,0.0414059
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,100,2061,0.0485201
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,77,2096,0.0367366
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,101,2116,0.0477316
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,110,2141,0.0513779
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,129,2146,0.0601118
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,112,2135,0.052459
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,124,2128,0.0582707
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,123,2148,0.0572626
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,127,2171,0.0584984
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,120,2196,0.0546448
Moorslede,36012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,110,2273,0.0483942
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2009,706,11163,0.0632446
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2010,796,11252,0.070743
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2011,953,11407,0.0835452
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2012,903,11522,0.0783718
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2013,974,11611,0.083886
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2014,1055,11642,0.0906202
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2015,1038,11659,0.0890299
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2016,1051,11800,0.0890678
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2017,1059,11821,0.0895863
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2018,1062,11873,0.0894466
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2019,1059,11974,0.0884416
Roeselare,36015,Ja,Kinderen in gezin met zeer lage werkintensiteit,2020,1044,12078,0.0864382
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,76,2266,0.0335393
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,78,2263,0.0344675
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,58,2209,0.0262562
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,83,2203,0.0376759
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,80,2158,0.0370714
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,87,2157,0.0403338
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,95,2177,0.043638
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,88,2143,0.0410639
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,94,2190,0.0429224
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,85,2197,0.0386891
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,120,2235,0.0536913
Staden,36019,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,141,2300,0.0613043
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,85,1760,0.0482955
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,75,1744,0.0430046
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,87,1731,0.05026
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,74,1740,0.0425287
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,66,1734,0.0380623
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,100,1746,0.0572738
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,92,1736,0.0529954
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,79,1754,0.0450399
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,88,1729,0.0508965
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,71,1719,0.0413031
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,67,1723,0.0388857
Dentergem,37002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,57,1722,0.033101
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,97,2248,0.0431495
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,111,2211,0.0502035
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,118,2177,0.054203
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,110,2134,0.0515464
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,129,2124,0.0607345
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,133,2095,0.0634845
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,100,2038,0.0490677
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,98,2018,0.0485629
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,90,2008,0.0448207
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,77,1922,0.0400624
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,91,1929,0.0471747
Meulebeke,37007,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,78,1927,0.0404774
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,43,1613,0.0266584
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,44,1588,0.0277078
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,62,1590,0.0389937
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,46,1563,0.0294306
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,51,1506,0.0338645
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,55,1542,0.035668
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,56,1512,0.037037
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,47,1502,0.0312916
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,57,1547,0.0368455
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,66,1567,0.0421187
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,45,1554,0.0289575
Oostrozebeke,37010,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,54,1559,0.0346376
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,37,1424,0.0259831
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,40,1402,0.0285307
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,38,1373,0.0276766
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,35,1362,0.0256975
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,49,1355,0.0361624
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,52,1321,0.0393641
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,53,1332,0.0397898
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,37,1274,0.0290424
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,42,1287,0.032634
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,40,1295,0.030888
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,49,1271,0.0385523
Pittem,37011,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,37,1256,0.0294586
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,15,1018,0.0147348
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,21,1013,0.0207305
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,18,993,0.0181269
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,11,980,0.0112245
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,12,986,0.0121704
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,11,972,0.0113169
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,18,973,0.0184995
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,31,1000,0.031
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,32,1011,0.0316518
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,40,1031,0.0387973
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,30,1036,0.0289575
Ruiselede,37012,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,37,1030,0.0359223
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,146,3679,0.0396847
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,155,3672,0.0422113
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,145,3670,0.0395095
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,193,3739,0.0516181
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,208,3726,0.0558239
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,211,3663,0.0576031
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,201,3673,0.0547237
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,241,3714,0.0648896
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,235,3719,0.063189
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,225,3751,0.059984
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,192,3771,0.0509149
Tielt,37015,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,217,3816,0.0568658
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,90,1999,0.0450225
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,88,2026,0.0434353
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,69,2016,0.0342262
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,87,1994,0.0436309
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,87,2006,0.0433699
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,112,2034,0.0550639
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,102,2037,0.0500736
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,102,2066,0.0493708
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,101,2065,0.0489104
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,99,2039,0.0485532
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,103,2036,0.0505894
Wielsbeke,37017,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,90,2083,0.0432069
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,81,2911,0.0278255
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,78,2906,0.026841
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,87,2941,0.0295818
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,84,2898,0.0289855
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,65,2907,0.0223598
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,96,2937,0.0326864
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,96,2944,0.0326087
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,71,2922,0.0242984
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,82,2902,0.0282564
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,102,2892,0.0352697
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,76,2829,0.0268646
Wingene,37018,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,76,2842,0.0267417
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,54,1678,0.0321812
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,73,1666,0.0438175
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,83,1665,0.0498498
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,67,1674,0.0400239
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,71,1660,0.0427711
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,62,1657,0.037417
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,82,1629,0.0503376
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,61,1613,0.0378177
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,82,1617,0.0507112
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,81,1619,0.0500309
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,66,1640,0.0402439
Ardooie,37020,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,72,1662,0.0433213
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,26,1166,0.0222985
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,45,1144,0.0393357
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,44,1141,0.0385627
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,42,1146,0.0366492
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,50,1125,0.0444444
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,34,1097,0.0309936
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,44,1114,0.0394973
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,51,1125,0.0453333
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,71,1138,0.0623902
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,77,1130,0.0681416
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,53,1091,0.0485793
Alveringem,38002,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,52,1056,0.0492424
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,190,1685,0.11276
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,223,1679,0.132817
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,223,1631,0.136726
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,190,1622,0.117139
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,219,1592,0.137563
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,220,1592,0.138191
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,232,1574,0.147395
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,207,1538,0.13459
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,250,1610,0.15528
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,282,1636,0.172372
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2019,244,1625,0.150154
De Panne,38008,Nee,Kinderen in gezin met zeer lage werkintensiteit,2020,224,1552,0.14433
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2009,184,2795,0.0658318
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2010,213,2755,0.077314
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2011,201,2656,0.0756777
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2012,218,2617,0.0833015
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2013,230,2611,0.0880889
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2014,245,2534,0.0966851
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2015,226,2455,0.092057
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2016,248,2362,0.104996
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2017,240,2365,0.10148
Koksijde,38014,Nee,Kinderen in gezin met zeer lage werkintensiteit,2018,193,2275,0.0848352
