Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Totaal netto belastbaar inkomen 
(in miljoen euro)","Aantal fiscale aangiften 
(zonder nulaangiften)","Gemiddeld inkomen, per aangifte 
(in euro)"
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2007,217.76,7147,30468.8
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2008,233.172,7443,31327.7
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2009,243.133,7512,32366.0
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2010,248.825,7656,32500.7
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2011,264.065,7729,34165.5
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2012,278.843,7720,36119.6
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2013,282.626,7688,36762.0
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2014,296.432,7767,38165.6
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2015,292.731,7803,37515.2
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2016,300.313,7876,38130.1
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2017,309.625,7890,39242.7
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2018,317.405,8008,39636.0
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2019,331.892,8048,41239.1
Opwijk,23060,Nee,"Gemiddeld inkomen, per aangifte",2020,333.933,8013,41674.0
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1991,212.67,8380,25378.3
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1992,231.06,8182,28240.0
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1993,241.75,8358,28924.4
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1994,249.13,8503,29299.1
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1995,257.59,9160,28121.2
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1996,271.22,9319,29104.0
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1997,279.52,9625,29041.0
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1998,294.5,9725,30282.8
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",1999,309.01,9962,31018.9
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2000,308.84,9718,31780.2
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2001,339.38,9859,34423.4
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2002,354.36,10057,35235.2
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2003,361.817,11170,32391.9
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2004,380.944,11539,33013.6
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2005,394.832,11646,33902.8
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2006,409.608,11862,34531.1
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2007,437.615,12040,36346.8
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2008,451.746,12055,37473.7
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2009,468.916,12157,38571.6
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2010,464.214,12217,37997.4
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2011,490.943,12359,39723.5
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2012,518.076,12220,42395.8
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2013,536.688,12288,43675.7
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2014,561.549,12518,44859.3
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2015,563.108,12748,44172.2
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2016,582.73,12718,45819.3
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2017,596.838,13007,45885.9
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2018,615.658,13124,46910.9
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2019,631.213,13154,47986.4
Overijse,23062,Nee,"Gemiddeld inkomen, per aangifte",2020,652.425,13102,49795.8
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1991,31.93,1640,19469.5
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1992,35.15,1609,21845.9
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1993,37.33,1644,22706.8
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1994,39.39,1629,24180.5
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1995,40.75,1703,23928.4
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1996,42.81,1717,24933.0
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1997,45.46,1798,25283.6
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1998,48.86,1875,26058.7
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",1999,50.03,1909,26207.4
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2000,52.37,1904,27505.3
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2001,56.75,1934,29343.3
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2002,58.95,2018,29212.1
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2003,64.5123,2368,27243.4
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2004,66.1406,2386,27720.3
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2005,68.2203,2439,27970.6
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2006,71.6735,2445,29314.3
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2007,78.6257,2479,31716.7
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2008,78.4704,2473,31730.9
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2009,77.9607,2464,31639.9
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2010,81.06,2468,32844.4
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2011,82.7806,2412,34320.3
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2012,90.1515,2390,37720.3
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2013,90.285,2391,37760.4
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2014,93.3213,2407,38770.8
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2015,97.3472,2424,40159.7
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2016,98.5747,2442,40366.4
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2017,100.322,2455,40864.5
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2018,103.793,2479,41869.1
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2019,106.0,2487,42621.8
Pepingen,23064,Nee,"Gemiddeld inkomen, per aangifte",2020,111.493,2484,44884.4
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1991,265.3,12645,20980.6
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1992,290.61,12529,23195.0
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1993,296.85,12529,23693.0
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1994,305.78,12797,23894.7
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1995,313.66,12608,24877.9
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1996,328.26,13314,24655.3
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1997,335.65,13395,25057.9
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1998,350.72,13592,25803.4
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",1999,365.64,14092,25946.6
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2000,382.21,14282,26761.7
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2001,402.52,14752,27285.8
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2002,413.97,15244,27156.3
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2003,431.369,17109,25213.0
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2004,446.246,17237,25888.8
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2005,458.615,17537,26151.3
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2006,475.644,17688,26890.8
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2007,488.8,17724,27578.4
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2008,513.665,17791,28872.2
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2009,529.061,17922,29520.2
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2010,530.008,18121,29248.3
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2011,546.132,18091,30188.1
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2012,564.574,18007,31353.0
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2013,579.898,18048,32130.9
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2014,599.231,18263,32811.2
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2015,605.471,18349,32997.5
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2016,608.074,18484,32897.3
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2017,626.641,18621,33652.4
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2018,647.076,18711,34582.7
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2019,654.877,18786,34859.8
Sint-Pieters-Leeuw,23077,Nee,"Gemiddeld inkomen, per aangifte",2020,677.351,18923,35795.1
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1991,96.83,4249,22788.9
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1992,104.56,4123,25360.2
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1993,107.93,4086,26414.6
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1994,113.51,4196,27052.0
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1995,118.64,4362,27198.5
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1996,122.66,4529,27083.2
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1997,130.57,4617,28280.3
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1998,136.26,4662,29227.8
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",1999,142.26,4765,29855.2
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2000,148.55,4872,30490.6
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2001,159.59,4943,32286.1
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2002,167.76,5088,32971.7
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2003,174.017,5890,29544.5
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2004,185.938,5963,31181.9
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2005,189.222,6095,31045.5
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2006,193.949,6180,31383.3
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2007,205.87,6361,32364.4
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2008,220.079,6458,34078.6
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2009,224.03,6436,34808.8
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2010,224.472,6486,34608.6
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2011,236.893,6493,36484.3
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2012,240.928,6331,38055.2
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2013,244.586,6423,38079.7
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2014,256.048,6524,39247.1
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2015,259.951,6519,39875.8
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2016,259.477,6488,39993.3
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2017,270.438,6584,41075.0
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2018,279.53,6606,42314.6
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2019,284.057,6660,42651.2
Steenokkerzeel,23081,Nee,"Gemiddeld inkomen, per aangifte",2020,290.94,6649,43757.0
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1991,125.01,5738,21786.3
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1992,136.66,5674,24085.3
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1993,141.92,5779,24557.9
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1994,149.08,5831,25566.8
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1995,157.09,6085,25815.9
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1996,161.4,6186,26091.2
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1997,168.27,6236,26983.6
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1998,176.55,6471,27283.3
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",1999,184.97,6662,27764.9
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2000,197.54,6777,29148.6
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2001,207.57,6926,29969.7
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2002,217.41,7157,30377.3
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2003,228.702,8145,28078.8
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2004,232.967,8183,28469.6
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2005,238.234,8261,28838.4
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2006,249.692,8413,29679.3
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2007,260.874,8481,30759.8
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2008,273.197,8648,31590.8
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2009,287.761,8535,33715.4
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2010,288.268,8732,33012.8
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2011,295.74,8665,34130.4
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2012,310.308,8669,35795.1
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2013,315.789,8654,36490.5
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2014,329.371,8714,37797.9
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2015,331.006,8682,38125.5
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2016,335.8,8756,38350.9
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2017,342.846,8756,39155.5
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2018,350.365,8921,39274.2
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2019,363.487,8974,40504.4
Ternat,23086,Nee,"Gemiddeld inkomen, per aangifte",2020,376.872,8985,41944.6
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1991,296.53,14857,19958.9
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1992,319.61,14749,21669.9
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1993,328.19,14641,22415.8
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1994,335.52,14719,22795.0
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1995,349.85,15205,23008.9
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1996,364.3,15838,23001.6
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1997,377.64,16080,23485.1
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1998,398.87,16579,24058.7
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",1999,418.56,16776,24949.9
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2000,431.81,17093,25262.4
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2001,460.56,17619,26140.0
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2002,478.88,17797,26907.9
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2003,504.482,20547,24552.6
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2004,525.683,20792,25282.9
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2005,535.599,20926,25594.9
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2006,555.074,21330,26023.2
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2007,585.9,21670,27037.4
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2008,612.02,21943,27891.4
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2009,629.971,22028,28598.7
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2010,630.124,22366,28173.3
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2011,663.411,22336,29701.4
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2012,684.417,22058,31028.1
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2013,699.983,22219,31503.8
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2014,733.226,22475,32624.1
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2015,736.626,22680,32479.1
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2016,746.777,22916,32587.6
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2017,770.899,23111,33356.3
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2018,793.137,23561,33663.1
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2019,821.394,23751,34583.5
Vilvoorde,23088,Nee,"Gemiddeld inkomen, per aangifte",2020,835.422,23541,35488.0
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1991,253.99,11117,22847.0
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1992,273.95,10922,25082.4
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1993,282.82,10895,25958.7
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1994,285.9,10965,26073.9
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1995,293.51,11277,26027.3
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1996,304.66,11468,26566.1
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1997,315.87,11652,27108.7
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1998,325.42,11825,27519.7
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",1999,340.31,12078,28176.0
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2000,355.69,12218,29112.0
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2001,380.47,12534,30355.0
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2002,394.75,12664,31171.0
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2003,409.923,14494,28282.3
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2004,425.578,14900,28562.3
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2005,436.25,15119,28854.4
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2006,455.711,15381,29628.2
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2007,477.697,15695,30436.3
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2008,499.857,15927,31384.3
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2009,517.955,16099,32173.1
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2010,524.211,16389,31985.5
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2011,545.783,16455,33168.2
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2012,569.012,16323,34859.5
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2013,581.938,16567,35126.4
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2014,604.294,16701,36183.1
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2015,611.548,16937,36107.2
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2016,615.429,17082,36027.9
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2017,641.777,17311,37073.4
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2018,661.439,17672,37428.6
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2019,680.169,17762,38293.5
Zaventem,23094,Nee,"Gemiddeld inkomen, per aangifte",2020,712.608,17822,39984.7
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1991,180.47,8077,22343.7
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1992,201.51,7992,25214.0
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1993,212.17,8034,26409.0
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1994,218.47,8028,27213.5
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1995,232.97,8499,27411.5
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1996,240.46,8685,27686.8
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1997,253.52,8883,28539.9
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1998,266.05,9105,29220.2
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",1999,278.06,9252,30054.0
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2000,288.21,9458,30472.6
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2001,312.81,9723,32172.2
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2002,329.83,9907,33292.6
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2003,345.033,11488,30034.2
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2004,354.074,11681,30312.0
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2005,371.842,11894,31263.0
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2006,386.921,12055,32096.3
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2007,411.334,12215,33674.5
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2008,426.644,12312,34652.7
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2009,447.82,12332,36313.7
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2010,442.718,12285,36037.3
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2011,467.616,12400,37711.0
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2012,491.472,12301,39953.8
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2013,505.358,12370,40853.5
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2014,530.472,12525,42353.1
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2015,531.909,12650,42048.1
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2016,542.25,12806,42343.4
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2017,556.84,12789,43540.5
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2018,573.906,12859,44630.7
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2019,587.585,12760,46049.0
Zemst,23096,Nee,"Gemiddeld inkomen, per aangifte",2020,603.86,12704,47533.0
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1991,82.95,4241,19559.1
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1992,91.92,4172,22032.6
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1993,94.1,4131,22779.0
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1994,98.12,4171,23524.3
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1995,106.52,4389,24269.8
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1996,109.64,4440,24693.7
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1997,114.82,4623,24836.7
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1998,120.45,4832,24927.6
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",1999,128.23,4929,26015.4
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2000,136.78,5066,26999.6
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2001,145.53,5148,28269.2
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2002,148.89,5315,28013.2
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2003,157.9,5883,26840.1
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2004,164.492,5939,27696.9
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2005,170.352,5986,28458.5
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2006,176.526,6066,29100.8
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2007,185.392,6110,30342.4
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2008,193.634,6259,30936.8
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2009,202.705,6256,32401.7
Roosdaal,23097,Nee,"Gemiddeld inkomen, per aangifte",2010,203.514,6287,32370.6
