Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,"Aantal leerlingenkenmerken waaraan leerlingen van gewoon lager onderwijs voldoen, gesommeerd over alle leerlingen, naar woonplaats","Aantal leerlingen van gewoon lager onderwijs, naar woonplaats",OKI
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2013,963,1907,0.504982
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2014,960,1942,0.494336
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2015,1003,1950,0.514359
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2016,999,1960,0.509694
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2017,1107,2017,0.548835
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2018,1153,2023,0.569946
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2019,1233,2063,0.597673
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2020,1405,2043,0.687714
Ieper,33011,Nee,Onderwijskansarmoede-indicator (OKI),2021,1496,2071,0.722356
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2009,41,46,0.891304
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2010,47,45,1.04444
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2011,51,45,1.13333
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2012,74,42,1.7619
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2013,54,41,1.31707
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2014,96,51,1.88235
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2015,101,59,1.71186
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2016,109,67,1.62687
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2017,120,71,1.69014
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2018,134,76,1.76316
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2019,144,75,1.92
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2020,142,79,1.79747
Mesen,33016,Nee,Onderwijskansarmoede-indicator (OKI),2021,83,75,1.10667
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2009,590,1269,0.464933
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2010,557,1254,0.444179
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2011,555,1249,0.444355
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2012,547,1268,0.431388
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2013,505,1211,0.417011
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2014,496,1240,0.4
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2015,679,1289,0.526765
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2016,698,1313,0.531607
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2017,655,1312,0.499238
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2018,591,1305,0.452874
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2019,596,1290,0.462016
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2020,754,1256,0.600318
Poperinge,33021,Nee,Onderwijskansarmoede-indicator (OKI),2021,774,1232,0.628247
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2009,773,1012,0.763834
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2010,780,1009,0.773043
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2011,771,1014,0.760355
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2012,779,1041,0.748319
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2013,851,1104,0.770833
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2014,751,1155,0.650216
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2015,711,1176,0.604592
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2016,792,1232,0.642857
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2017,766,1225,0.625306
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2018,947,1218,0.777504
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2019,1128,1186,0.951096
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2020,1351,1221,1.10647
Wervik,33029,Nee,Onderwijskansarmoede-indicator (OKI),2021,1245,1222,1.01882
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2009,400,808,0.49505
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2010,377,798,0.472431
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2011,378,799,0.473091
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2012,340,784,0.433673
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2013,285,782,0.36445
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2014,283,796,0.355528
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2015,252,817,0.308446
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2016,251,859,0.2922
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2017,239,887,0.269448
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2018,247,894,0.276286
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2019,272,898,0.302895
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2020,353,881,0.400681
Zonnebeke,33037,Nee,Onderwijskansarmoede-indicator (OKI),2021,350,877,0.399088
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2009,306,511,0.598826
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2010,274,487,0.562628
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2011,336,474,0.708861
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2012,277,475,0.583158
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2013,284,485,0.585567
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2014,274,469,0.584222
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2015,243,462,0.525974
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2016,247,485,0.509278
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2017,251,495,0.507071
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2018,240,508,0.472441
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2019,277,500,0.554
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2020,329,502,0.655378
Heuvelland,33039,Nee,Onderwijskansarmoede-indicator (OKI),2021,287,492,0.583333
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2009,226,521,0.433781
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2010,219,521,0.420345
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2011,258,531,0.485876
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2012,219,513,0.426901
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2013,220,519,0.423892
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2014,218,531,0.410546
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2015,210,531,0.39548
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2016,235,541,0.434381
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2017,202,551,0.366606
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2018,269,557,0.482944
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2019,262,566,0.462898
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2020,321,543,0.59116
Langemark-Poelkapelle,33040,Nee,Onderwijskansarmoede-indicator (OKI),2021,354,545,0.649541
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2009,131,231,0.5671
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2010,120,233,0.515021
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2011,109,222,0.490991
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2012,101,232,0.435345
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2013,114,237,0.481013
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2014,131,260,0.503846
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2015,136,262,0.519084
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2016,125,266,0.469925
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2017,117,284,0.411972
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2018,123,281,0.437722
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2019,120,273,0.43956
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2020,145,273,0.531136
Vleteren,33041,Nee,Onderwijskansarmoede-indicator (OKI),2021,118,254,0.464567
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2009,263,921,0.285559
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2010,261,910,0.286813
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2011,238,913,0.260679
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2012,253,936,0.270299
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2013,274,972,0.281893
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2014,247,1000,0.247
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2015,223,1017,0.219272
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2016,232,997,0.232698
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2017,201,981,0.204893
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2018,220,982,0.224033
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2019,236,969,0.24355
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2020,371,979,0.378958
Anzegem,34002,Nee,Onderwijskansarmoede-indicator (OKI),2021,354,944,0.375
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2009,300,574,0.522648
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2010,300,569,0.527241
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2011,298,569,0.523726
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2012,280,573,0.488656
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2013,294,579,0.507772
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2014,301,574,0.52439
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2015,266,588,0.452381
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2016,295,603,0.489221
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2017,292,619,0.471729
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2018,317,658,0.481763
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2019,340,657,0.517504
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2020,438,662,0.661631
Avelgem,34003,Nee,Onderwijskansarmoede-indicator (OKI),2021,445,672,0.662202
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2009,261,707,0.369165
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2010,219,670,0.326866
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2011,215,686,0.313411
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2012,189,672,0.28125
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2013,242,678,0.356932
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2014,215,680,0.316176
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2015,230,700,0.328571
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2016,245,717,0.341702
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2017,214,728,0.293956
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2018,233,705,0.330496
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2019,240,736,0.326087
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2020,336,774,0.434109
Deerlijk,34009,Nee,Onderwijskansarmoede-indicator (OKI),2021,338,782,0.432225
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2009,844,1487,0.567586
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2010,803,1446,0.555325
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2011,840,1453,0.578114
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2012,888,1503,0.590818
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2013,973,1507,0.645654
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2014,927,1543,0.600778
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2015,1034,1586,0.651955
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2016,1133,1573,0.72028
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2017,1046,1626,0.643296
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2018,1144,1733,0.660127
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2019,1180,1760,0.670455
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2020,1369,1814,0.754686
Harelbeke,34013,Nee,Onderwijskansarmoede-indicator (OKI),2021,1504,1838,0.818281
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2009,3553,4131,0.860082
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2010,3589,4088,0.877935
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2011,3703,4084,0.906709
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2012,3861,4157,0.928795
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2013,3919,4192,0.934876
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2014,3915,4230,0.925532
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2015,4261,4322,0.985886
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2016,4660,4510,1.03326
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2017,4665,4599,1.01435
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2018,4763,4738,1.00528
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2019,5005,4795,1.0438
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2020,5595,4888,1.14464
Kortrijk,34022,Ja,Onderwijskansarmoede-indicator (OKI),2021,5777,4945,1.16825
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2009,393,742,0.52965
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2010,382,746,0.512064
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2011,420,786,0.534351
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2012,452,788,0.573604
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2013,440,774,0.568475
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2014,456,765,0.596078
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2015,491,780,0.629487
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2016,517,804,0.643035
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2017,522,808,0.64604
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2018,586,835,0.701796
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2019,717,866,0.827945
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2020,829,887,0.934611
Kuurne,34023,Nee,Onderwijskansarmoede-indicator (OKI),2021,789,901,0.875694
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2009,137,336,0.407738
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2010,131,332,0.394578
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2011,118,317,0.37224
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2012,114,335,0.340299
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2013,85,333,0.255255
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2014,117,341,0.343109
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2015,86,358,0.240223
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2016,104,369,0.281843
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2017,96,384,0.25
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2018,90,365,0.246575
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2019,105,371,0.283019
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2020,132,362,0.364641
Lendelede,34025,Nee,Onderwijskansarmoede-indicator (OKI),2021,136,361,0.376731
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2009,1796,1851,0.970286
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2010,1859,1846,1.00704
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2011,1803,1845,0.977236
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2012,1843,1877,0.981886
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2013,1913,1903,1.00525
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2014,1914,1892,1.01163
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2015,1903,1941,0.980422
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2016,2069,1966,1.05239
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2017,2268,2015,1.12556
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2018,2412,2054,1.17429
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2019,2571,2062,1.24685
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2020,2942,2129,1.38187
Menen,34027,Nee,Onderwijskansarmoede-indicator (OKI),2021,3018,2137,1.41226
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2009,1110,2099,0.528823
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2010,989,2051,0.482204
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2011,935,2011,0.464943
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2012,982,2019,0.486379
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2013,1055,2064,0.511143
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2014,972,2085,0.466187
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2015,1015,2152,0.471654
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2016,1107,2237,0.494859
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2017,1103,2331,0.473187
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2018,1211,2335,0.51863
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2019,1229,2340,0.525214
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2020,1496,2332,0.641509
Waregem,34040,Nee,Onderwijskansarmoede-indicator (OKI),2021,1506,2327,0.647185
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2009,886,1969,0.449975
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2010,844,1888,0.447034
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2011,784,1836,0.427015
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2012,706,1810,0.390055
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2013,688,1792,0.383929
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2014,708,1844,0.383948
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2015,726,1848,0.392857
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2016,802,1898,0.42255
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2017,817,1946,0.419836
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2018,887,2024,0.438241
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2019,928,2072,0.447876
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2020,1200,2075,0.578313
Wevelgem,34041,Nee,Onderwijskansarmoede-indicator (OKI),2021,1198,2086,0.574305
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2009,545,1502,0.36285
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2010,516,1481,0.348413
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2011,470,1488,0.31586
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2012,499,1541,0.323816
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2013,519,1532,0.338773
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2014,519,1546,0.335705
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2015,559,1597,0.350031
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2016,617,1632,0.378064
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2017,636,1629,0.390424
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2018,659,1632,0.403799
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2019,690,1609,0.428838
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2020,879,1585,0.554574
Zwevegem,34042,Nee,Onderwijskansarmoede-indicator (OKI),2021,807,1516,0.532322
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2009,95,137,0.693431
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2010,97,139,0.697842
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2011,81,130,0.623077
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2012,74,124,0.596774
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2013,66,108,0.611111
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2014,66,110,0.6
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2015,67,110,0.609091
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2016,70,118,0.59322
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2017,73,117,0.623932
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2018,70,113,0.619469
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2019,64,109,0.587156
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2020,81,105,0.771429
Spiere-Helkijn,34043,Nee,Onderwijskansarmoede-indicator (OKI),2021,76,93,0.817204
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2009,974,948,1.02743
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2010,966,975,0.990769
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2011,906,952,0.951681
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2012,810,956,0.84728
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2013,740,979,0.755873
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2014,616,1014,0.607495
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2015,715,1043,0.685523
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2016,692,1040,0.665385
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2017,687,1064,0.645677
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2018,637,1070,0.595327
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2019,813,1060,0.766981
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2020,1014,1092,0.928571
Bredene,35002,Nee,Onderwijskansarmoede-indicator (OKI),2021,924,1033,0.894482
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2009,325,759,0.428195
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2010,398,729,0.545953
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2011,435,723,0.60166
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2012,352,706,0.498584
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2013,459,713,0.643759
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2014,464,720,0.644444
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2015,458,734,0.623978
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2016,435,767,0.567145
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2017,523,780,0.670513
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2018,489,775,0.630968
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2019,501,777,0.644788
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2020,634,754,0.840849
Gistel,35005,Nee,Onderwijskansarmoede-indicator (OKI),2021,530,700,0.757143
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2009,429,814,0.527027
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2010,421,801,0.525593
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2011,513,810,0.633333
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2012,445,832,0.534856
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2013,454,860,0.527907
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2014,434,860,0.504651
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2015,426,891,0.478114
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2016,432,931,0.464017
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2017,456,970,0.470103
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2018,496,995,0.498492
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2019,493,961,0.513007
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2020,578,956,0.604603
Ichtegem,35006,Nee,Onderwijskansarmoede-indicator (OKI),2021,558,924,0.603896
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2009,700,854,0.819672
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2010,841,854,0.984778
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2011,718,835,0.85988
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2012,701,816,0.859069
Middelkerke,35011,Nee,Onderwijskansarmoede-indicator (OKI),2013,705,836,0.843301
