Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Aantal actieve budgetmeters elektriciteit en aardgas,Aantal toegangspunten elektricteit en aardgas,Verhouding per 1000 toegangspunten
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,7880,12.5635
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,12013,8.24107
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,12079,8.19604
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,16652,5.94523
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,19108,5.18108
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,19717,5.02105
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,19968,4.95793
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,20040,4.94012
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,21094,4.69328
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,25789,3.83885
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,26878,3.68331
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,36416,2.71859
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,2475,54.1414
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,4060,33.0049
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,7880,17.0051
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,12013,11.1546
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,12079,11.0936
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,16652,8.04708
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,19108,7.01277
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,19717,6.79617
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,19968,6.71074
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,20040,6.68663
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,21094,6.35252
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,25789,5.19601
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,26878,4.98549
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,134,36416,3.6797
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,2475,66.2626
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,4060,40.3941
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,7880,20.8122
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,12013,13.6519
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,12079,13.5773
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,16652,9.84867
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,19108,8.58279
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,19717,8.3177
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,19968,8.21314
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,20040,8.18363
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,21094,7.77472
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,25789,6.3593
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,26878,6.10164
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,164,36416,4.50351
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,2475,102.222
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,4060,62.3153
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,7880,32.1066
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,12013,21.0605
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,12079,20.9454
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,16652,15.1934
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,19108,13.2405
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,19717,12.8316
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,19968,12.6703
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,20040,12.6248
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,21094,11.9939
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,25789,9.81038
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,26878,9.4129
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,253,36416,6.9475
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,2475,126.465
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,4060,77.0936
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,7880,39.7208
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,12013,26.0551
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,12079,25.9127
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,16652,18.7965
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,19108,16.3806
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,19717,15.8746
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,19968,15.6751
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,20040,15.6188
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,21094,14.8383
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,25789,12.137
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,26878,11.6452
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,313,36416,8.59512
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,2475,139.798
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,4060,85.2217
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,7880,43.9086
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,12013,28.8021
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,12079,28.6448
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,16652,20.7783
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,19108,18.1076
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,19717,17.5483
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,19968,17.3277
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,20040,17.2655
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,21094,16.4028
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,25789,13.4166
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,26878,12.873
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,346,36416,9.50132
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,2475,147.071
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,4060,89.6552
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,7880,46.1929
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,12013,30.3005
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,12079,30.1349
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,16652,21.8592
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,19108,19.0496
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,19717,18.4612
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,19968,18.2292
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,20040,18.1637
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,21094,17.2561
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,25789,14.1145
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,26878,13.5427
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,364,36416,9.99561
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,2475,151.515
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,4060,92.3645
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,7880,47.5888
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,12013,31.2162
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,12079,31.0456
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,16652,22.5198
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,19108,19.6253
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,19717,19.0191
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,19968,18.78
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,20040,18.7126
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,21094,17.7776
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,25789,14.5411
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,26878,13.9519
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,375,36416,10.2977
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,2475,170.505
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,4060,103.941
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,7880,53.5533
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,12013,35.1286
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,12079,34.9367
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,16652,25.3423
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,19108,22.085
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,19717,21.4029
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,19968,21.1338
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,20040,21.0579
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,21094,20.0057
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,25789,16.3636
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,26878,15.7006
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,422,36416,11.5883
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,2475,172.929
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,4060,105.419
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,7880,54.3147
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,12013,35.6281
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,12079,35.4334
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,16652,25.7026
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,19108,22.399
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,19717,21.7072
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,19968,21.4343
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,20040,21.3573
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,21094,20.2901
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,25789,16.5962
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,26878,15.9238
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,428,36416,11.7531
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,2475,286.465
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,4060,174.631
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,7880,89.9746
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,12013,59.0194
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,12079,58.6969
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,16652,42.5775
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,19108,37.1049
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,19717,35.9588
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,19968,35.5068
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,20040,35.3792
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,21094,33.6115
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,25789,27.4923
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,26878,26.3785
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,709,36416,19.4695
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,2475,322.424
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,4060,196.552
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,7880,101.269
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,12013,66.428
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,12079,66.0651
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,16652,47.9222
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,19108,41.7626
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,19717,40.4727
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,19968,39.9639
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,20040,39.8204
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,21094,37.8307
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,25789,30.9434
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,26878,29.6897
Antwerpen,11002,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,798,36416,21.9134
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,23,3950,5.82278
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,42,5033,8.34492
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,36,3973,9.06116
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,49,5048,9.70681
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,29,4003,7.24457
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,50,5078,9.8464
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,36,4026,8.94188
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,48,5110,9.39335
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,30,4030,7.44417
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,38,5108,7.43931
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,25,4094,6.1065
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,37,5150,7.18447
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,25,4179,5.98229
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,39,5238,7.44559
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,27,4276,6.31431
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,40,5340,7.49064
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,28,4353,6.43235
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,42,5425,7.74194
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,23,4452,5.16622
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,32,5552,5.76369
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,772,1.29534
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,3782,0.26441
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,26,772,33.6788
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,26,3782,6.87467
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,2,989,2.02224
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,2,4671,0.428174
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,34,989,34.3782
Boechout,11004,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,34,4671,7.27896
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,116,5918,19.6012
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,184,7424,24.7845
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,151,5997,25.1793
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,206,7484,27.5254
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,145,5987,24.2191
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,185,7444,24.8522
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,156,6106,25.5486
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,197,7517,26.2073
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,161,6132,26.2557
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,192,7533,25.4879
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,156,6143,25.3948
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,186,7528,24.7078
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,167,6195,26.9572
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,201,7588,26.4892
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,168,6241,26.9188
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,205,7649,26.8009
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,163,6327,25.7626
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,199,7797,25.5226
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,162,6386,25.368
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,197,7888,24.9746
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,156,6448,24.1935
Boom,11005,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,198,7946,24.9182
Borsbeek,11007,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,60,4048,14.8221
Borsbeek,11007,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,85,4766,17.8347
