Gemeente,NIS-code,Centrumstad?,Indicator,Item,Jaar,Aantal actieve budgetmeters elektriciteit en aardgas,Aantal toegangspunten elektricteit en aardgas,Verhouding per 1000 toegangspunten
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,84,8066,10.4141
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,52,5990,8.68114
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,80,8138,9.83043
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,46,6092,7.55089
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,69,8201,8.41361
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,5,1742,2.87026
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,5,1804,2.77162
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,5,2658,1.88111
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,17,1742,9.7589
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,17,1804,9.4235
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,17,2658,6.39579
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,28,1742,16.0735
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,28,1804,15.5211
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,28,2658,10.5342
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,10,2465,4.0568
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,10,2575,3.8835
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,10,3227,3.09885
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,27,2465,10.9533
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,27,2575,10.4854
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,27,3227,8.3669
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,38,2465,15.4158
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,38,2575,14.7573
Kortenberg,24055,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,38,3227,11.7756
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,20,1691,11.8273
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,61,6623,9.21033
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,19,1829,10.3882
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,58,6676,8.68784
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,19,1943,9.77869
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,62,6694,9.26203
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,24,2061,11.6448
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,72,6765,10.643
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,23,2172,10.5893
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,74,6776,10.9209
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,23,2260,10.177
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,64,6799,9.41315
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,22,2367,9.29447
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,65,6828,9.51963
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,29,2451,11.8319
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,74,6869,10.773
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,31,2578,12.0248
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,76,6901,11.0129
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,31,2688,11.5327
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,73,6942,10.5157
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,5,376,13.2979
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,5,501,9.98004
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,5,1950,2.5641
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,376,42.5532
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,501,31.9361
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,1950,8.20513
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,11,932,11.8026
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,11,1344,8.18452
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,11,4700,2.34043
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,932,13.9485
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,1344,9.67262
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,4700,2.76596
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,35,932,37.5536
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,35,1344,26.0417
Landen,24059,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,35,4700,7.44681
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2011,213,28286,7.53023
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,448,45734,9.79578
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2012,228,28395,8.02958
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,446,45534,9.79488
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2013,221,28600,7.72727
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,425,45507,9.33922
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2014,212,28967,7.31867
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,408,45779,8.91238
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2015,210,29268,7.17507
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,402,46064,8.72699
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2016,207,29437,7.03197
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,388,46178,8.40227
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2017,207,29783,6.95027
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,405,46473,8.71474
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2018,210,30114,6.9735
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,419,46872,8.93924
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2019,193,30590,6.30925
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,396,47615,8.31671
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2020,187,30907,6.05041
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,353,47850,7.37722
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,1034,9.67118
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,3018,3.31345
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,6175,1.61943
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,10400,0.961538
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,10,10517,0.950841
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,1034,15.4739
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,3018,5.30152
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,6175,2.59109
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,10400,1.53846
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,16,10517,1.52135
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,25,1034,24.1779
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,25,3018,8.28363
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,25,6175,4.04858
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,25,10400,2.40385
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,25,10517,2.3771
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,51,1034,49.323
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,51,3018,16.8986
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,51,6175,8.25911
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,51,10400,4.90385
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,51,10517,4.84929
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,75,1034,72.5338
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,75,3018,24.8509
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,75,6175,12.1457
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,75,10400,7.21154
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters aardgas,2021,75,10517,7.13131
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,1444,9.69529
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,4017,3.48519
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,10854,1.28985
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,13227,1.05844
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,18662,0.750188
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,1444,19.3906
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,4017,6.97038
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,10854,2.57969
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,13227,2.11688
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,28,18662,1.50038
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,58,1444,40.1662
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,58,4017,14.4386
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,58,10854,5.34365
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,58,13227,4.38497
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,58,18662,3.10792
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,1444,68.5596
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,4017,24.6453
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,10854,9.12106
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,13227,7.48469
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,99,18662,5.3049
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,144,1444,99.723
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,144,4017,35.8476
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,144,10854,13.267
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,144,13227,10.8868
Leuven,24062,Ja,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,144,18662,7.71621
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,6,1417,4.2343
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,18,5260,3.42205
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,6,1605,3.73832
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,15,5261,2.85117
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,5,1742,2.87026
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,14,5288,2.6475
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,6,1850,3.24324
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,11,5344,2.05838
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,7,2014,3.47567
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,12,5405,2.22017
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,4,2061,1.94081
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,7,5434,1.28819
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,7,2195,3.18907
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,14,5472,2.55848
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,5,2324,2.15146
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,17,5564,3.05536
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,8,2466,3.24412
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,19,5670,3.35097
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,11,2583,4.25861
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,21,5769,3.64015
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,200,0.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,436,0.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,2106,0.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,200,10.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,436,4.58716
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,2106,0.949668
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,7,200,35.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,7,436,16.055
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,7,2106,3.32384
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,607,0.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,877,0.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,4379,0.0
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,21,607,34.5964
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,21,877,23.9453
Lubbeek,24066,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,21,4379,4.79562
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,2,1315,1.52091
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,11,4232,2.59924
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,4,1472,2.71739
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,17,4198,4.04955
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,4,1581,2.53004
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,18,4204,4.28164
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,2,1599,1.25078
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,17,4221,4.02748
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,3,1743,1.72117
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,17,4221,4.02748
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,1,1746,0.572738
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,10,4214,2.37304
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,2,1884,1.06157
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,14,4217,3.3199
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,2,1963,1.01885
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,14,4273,3.27639
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,1,2045,0.488998
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,9,4306,2.09011
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,3,2111,1.42113
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,9,4346,2.07087
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,100,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,427,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,451,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,555,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,0,665,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,100,10.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,427,2.34192
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,451,2.21729
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,555,1.8018
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,1,665,1.50376
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,100,20.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,427,4.68384
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,451,4.43459
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,555,3.6036
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,2,665,3.00752
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,3,100,30.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,3,427,7.02576
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,3,451,6.65188
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,3,555,5.40541
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,3,665,4.51128
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,175,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,830,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,984,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,1118,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,0,1286,0.0
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,175,5.71429
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,830,1.20482
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,984,1.01626
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,1118,0.894454
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,1,1286,0.777605
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,4,175,22.8571
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,4,830,4.81928
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,4,984,4.06504
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,4,1118,3.57782
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,4,1286,3.11042
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,175,28.5714
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,830,6.0241
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,984,5.0813
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,1118,4.47227
Oud-Heverlee,24086,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,5,1286,3.88802
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,8,2308,3.4662
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,29,6206,4.6729
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,8,2432,3.28947
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,33,6210,5.31401
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,12,2596,4.6225
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,33,6267,5.26568
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,12,2710,4.42804
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2014,32,6311,5.07051
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2015,10,2843,3.51741
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2015,30,6369,4.71032
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2016,13,2975,4.36975
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2016,33,6416,5.14339
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2017,15,3102,4.83559
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2017,42,6490,6.47149
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2018,20,3264,6.12745
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2018,47,6622,7.09755
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2019,20,3391,5.89797
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2019,47,6746,6.96709
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2020,19,3515,5.40541
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2020,38,6829,5.5645
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,6,739,8.11908
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,6,1141,5.25855
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,6,1815,3.30579
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,7,739,9.47226
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,7,1141,6.13497
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2021,7,1815,3.85675
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,1564,8.31202
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,1920,6.77083
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,13,3507,3.70687
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,1564,8.95141
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,1920,7.29167
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,14,3507,3.99202
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,1564,10.8696
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,1920,8.85417
Rotselaar,24094,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2021,17,3507,4.84745
Tervuren,24104,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2011,49,6204,7.89813
Tervuren,24104,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2011,78,8476,9.20245
Tervuren,24104,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2012,56,6278,8.92004
Tervuren,24104,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2012,76,8473,8.96967
Tervuren,24104,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2013,55,6371,8.63287
Tervuren,24104,Nee,Energie-armoede huishoudens,Budgetmeters elektriciteit,2013,83,8482,9.78543
Tervuren,24104,Nee,Energie-armoede huishoudens,Budgetmeters aardgas,2014,59,6445,9.15438
