Gemeente,NIS-code,Centrumstad?,Indicator,Jaar,Totaal netto belastbaar inkomen (in miljoen euro),Aantal inwoners,"Gemiddeld inkomen (in euro), per inwoner"
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2005,132.185,10912,12113.7
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2006,141.486,10969,12898.7
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2007,143.175,10995,13021.8
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2008,150.254,11041,13608.7
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2009,153.298,11057,13864.3
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2010,158.337,11053,14325.3
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2011,161.543,10979,14713.8
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2012,169.28,10951,15457.9
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2013,174.193,10949,15909.5
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2014,187.196,11068,16913.3
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2015,187.211,11193,16725.8
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2016,192.058,11173,17189.5
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2017,200.127,11314,17688.4
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2018,203.688,11376,17905.1
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2019,212.387,11489,18486.1
Staden,36019,Nee,"Gemiddeld inkomen, per inwoner",2020,218.602,11518,18979.2
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",1997,68.44,7676,8916.1
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",1998,70.48,7751,9093.02
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",1999,73.98,7776,9513.89
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2000,79.27,7868,10075.0
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2001,85.22,7931,10745.2
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2002,89.09,7928,11237.4
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2003,94.4857,7966,11861.1
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2004,102.749,8029,12797.2
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2005,107.313,8128,13202.8
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2006,110.296,8188,13470.4
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2007,112.654,8191,13753.4
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2008,121.857,8224,14817.2
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2009,124.759,8241,15138.8
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2010,128.394,8254,15555.4
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2011,133.325,8311,16042.0
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2012,138.824,8339,16647.5
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2013,147.746,8333,17730.3
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2014,149.568,8340,17933.8
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2015,150.98,8371,18036.1
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2016,150.735,8374,18000.3
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2017,155.527,8378,18563.7
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2018,162.579,8484,19163.0
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2019,168.023,8555,19640.3
Dentergem,37002,Nee,"Gemiddeld inkomen, per inwoner",2020,173.472,8612,20143.0
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",1997,93.7,11004,8515.09
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",1998,98.9,10962,9022.08
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",1999,102.1,11009,9274.23
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2000,117.95,11055,10669.4
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2001,124.68,11036,11297.6
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2002,125.11,10991,11382.9
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2003,129.483,10978,11794.8
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2004,133.334,10965,12159.9
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2005,138.788,10971,12650.5
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2006,145.474,10980,13249.0
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2007,149.089,10983,13574.5
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2008,156.441,11032,14180.7
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2009,160.972,11062,14551.8
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2010,164.539,11059,14878.3
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2011,170.712,11071,15419.7
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2012,176.561,11086,15926.5
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2013,180.798,11075,16324.9
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2014,189.488,11078,17104.9
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2015,191.772,11023,17397.4
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2016,193.252,11018,17539.7
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2017,197.985,11041,17931.8
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2018,202.964,10906,18610.3
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2019,208.732,10860,19220.2
Meulebeke,37007,Nee,"Gemiddeld inkomen, per inwoner",2020,214.1,10833,19763.7
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",1997,67.38,7261,9279.71
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",1998,71.18,7232,9842.37
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",1999,75.23,7294,10314.0
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2000,81.57,7317,11148.0
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2001,85.89,7367,11658.7
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2002,87.75,7319,11989.3
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2003,91.5483,7377,12410.0
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2004,94.6832,7423,12755.4
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2005,97.2978,7445,13068.9
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2006,99.3451,7449,13336.7
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2007,103.83,7458,13921.9
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2008,109.115,7505,14538.9
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2009,111.367,7610,14634.2
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2010,113.155,7559,14969.5
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2011,116.549,7526,15486.2
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2012,123.246,7556,16311.0
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2013,127.543,7619,16740.1
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2014,134.454,7678,17511.6
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2015,134.044,7704,17399.2
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2016,135.645,7700,17616.2
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2017,143.831,7777,18494.4
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2018,145.943,7849,18593.9
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2019,151.135,7932,19053.8
Oostrozebeke,37010,Nee,"Gemiddeld inkomen, per inwoner",2020,156.542,7956,19676.0
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",1997,57.46,6626,8671.9
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",1998,57.05,6597,8647.87
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",1999,59.55,6589,9037.79
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2000,62.73,6629,9462.97
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2001,69.32,6594,10512.6
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2002,71.57,6589,10862.0
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2003,74.6594,6590,11329.2
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2004,80.7788,6541,12349.6
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2005,84.6145,6612,12797.1
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2006,87.0454,6599,13190.7
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2007,90.885,6609,13751.7
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2008,93.8072,6586,14243.4
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2009,97.6902,6704,14571.9
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2010,99.6504,6685,14906.6
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2011,103.581,6720,15413.8
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2012,108.793,6763,16086.4
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2013,111.239,6779,16409.3
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2014,116.451,6758,17231.5
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2015,116.448,6793,17142.4
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2016,118.256,6723,17589.7
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2017,122.191,6702,18232.0
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2018,125.938,6752,18651.9
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2019,126.633,6738,18793.8
Pittem,37011,Nee,"Gemiddeld inkomen, per inwoner",2020,133.133,6717,19820.4
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",1997,43.16,5104,8456.11
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",1998,44.07,5085,8666.67
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",1999,46.45,5076,9150.91
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2000,47.15,5048,9340.33
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2001,53.11,5012,10596.6
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2002,53.24,5030,10584.5
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2003,56.9973,5064,11255.4
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2004,62.4086,5095,12249.0
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2005,66.2148,5097,12990.9
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2006,69.9181,5113,13674.6
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2007,71.3636,5139,13886.7
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2008,73.7479,5125,14389.8
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2009,76.041,5136,14805.5
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2010,77.5266,5177,14975.2
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2011,80.1066,5201,15402.2
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2012,85.7173,5174,16566.9
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2013,90.0869,5244,17179.0
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2014,94.8593,5253,18058.1
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2015,94.985,5263,18047.7
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2016,97.0576,5363,18097.6
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2017,100.995,5395,18720.2
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2018,105.365,5387,19559.1
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2019,109.852,5358,20502.4
Ruiselede,37012,Nee,"Gemiddeld inkomen, per inwoner",2020,109.972,5368,20486.5
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",1997,186.17,19365,9613.74
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",1998,191.49,19240,9952.7
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",1999,197.7,19241,10274.9
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2000,203.08,19208,10572.7
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2001,219.19,19115,11466.9
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2002,227.36,19177,11855.9
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2003,244.497,19221,12720.3
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2004,254.677,19229,13244.4
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2005,263.484,19234,13698.9
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2006,275.629,19269,14304.3
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2007,284.862,19357,14716.2
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2008,300.693,19474,15440.7
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2009,305.703,19536,15648.2
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2010,314.896,19647,16027.7
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2011,324.855,19714,16478.4
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2012,340.73,19922,17103.2
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2013,350.777,19974,17561.7
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2014,364.132,19968,18235.8
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2015,366.082,20070,18240.3
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2016,369.688,20159,18338.6
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2017,382.976,20301,18864.9
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2018,396.942,20422,19437.0
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2019,405.678,20502,19787.2
Tielt,37015,Nee,"Gemiddeld inkomen, per inwoner",2020,414.799,20603,20132.9
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",1997,79.4,8644,9185.56
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",1998,83.54,8801,9492.1
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",1999,87.15,8815,9886.56
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2000,99.55,8911,11171.6
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2001,102.66,8936,11488.4
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2002,105.88,8977,11794.6
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2003,109.932,8928,12313.2
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2004,111.801,8898,12564.7
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2005,116.226,8840,13147.7
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2006,120.892,8906,13574.3
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2007,125.541,9002,13945.8
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2008,132.447,9088,14573.8
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2009,135.48,9120,14855.3
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2010,138.104,9152,15090.1
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2011,144.297,9177,15723.8
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2012,149.626,9188,16284.9
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2013,156.055,9201,16960.6
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2014,163.823,9367,17489.4
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2015,167.529,9440,17746.7
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2016,168.123,9525,17650.7
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2017,175.118,9573,18292.9
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2018,180.686,9584,18852.9
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2019,188.377,9641,19539.2
Wielsbeke,37017,Nee,"Gemiddeld inkomen, per inwoner",2020,192.823,9833,19609.7
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",1997,104.07,12321,8446.55
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",1998,106.57,12381,8607.54
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",1999,111.54,12420,8980.68
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2000,118.26,12517,9447.95
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2001,134.56,12647,10639.7
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2002,132.15,12738,10374.5
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2003,138.586,12790,10835.5
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2004,155.63,12896,12068.1
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2005,163.765,13032,12566.4
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2006,175.578,13136,13366.2
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2007,182.885,13328,13721.9
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2008,190.859,13460,14179.7
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2009,197.343,13552,14561.9
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2010,205.674,13688,15025.8
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2011,215.62,13892,15521.2
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2012,227.331,13949,16297.3
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2013,235.136,14036,16752.3
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2014,247.05,14134,17479.1
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2015,247.668,14179,17467.2
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2016,254.386,14209,17903.2
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2017,264.577,14158,18687.5
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2018,269.117,14243,18894.7
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2019,281.557,14263,19740.4
Wingene,37018,Nee,"Gemiddeld inkomen, per inwoner",2020,296.56,14429,20553.1
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",1997,87.56,9640,9082.99
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",1998,87.2,9622,9062.56
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",1999,90.55,9511,9520.56
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2000,93.18,9508,9800.17
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2001,100.8,9396,10728.0
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2002,101.21,9336,10840.8
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2003,104.399,9278,11252.3
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2004,115.979,9254,12532.9
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2005,121.121,9168,13211.2
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2006,125.217,9147,13689.4
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2007,128.648,9111,14120.0
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2008,135.091,9080,14877.9
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2009,137.176,9081,15105.8
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2010,140.317,9053,15499.5
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2011,143.688,9060,15859.6
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2012,149.14,9088,16410.6
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2013,153.535,9075,16918.5
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2014,160.126,9094,17607.9
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2015,160.672,9067,17720.5
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2016,165.808,9053,18315.3
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2017,168.681,9030,18680.1
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2018,173.326,8988,19284.1
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2019,179.586,9056,19830.6
Ardooie,37020,Nee,"Gemiddeld inkomen, per inwoner",2020,183.476,9077,20213.3
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",1997,35.6,4744,7504.22
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",1998,34.9,4716,7400.34
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",1999,37.61,4735,7942.98
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2000,39.24,4805,8166.49
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2001,43.23,4821,8967.02
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2002,43.54,4865,8949.64
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2003,46.6668,4881,9560.91
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2004,49.6212,4872,10185.0
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2005,52.7898,4898,10777.8
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2006,58.1137,4887,11891.5
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2007,60.525,4955,12214.9
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2008,60.9656,4962,12286.5
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2009,60.96,4979,12243.4
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2010,64.4006,4920,13089.6
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2011,67.093,4949,13556.9
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2012,70.8891,4990,14206.2
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2013,73.1502,4968,14724.3
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2014,78.3287,4952,15817.6
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2015,77.311,5005,15446.8
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2016,79.2107,5039,15719.5
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2017,82.5339,5072,16272.5
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2018,84.185,5089,16542.5
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2019,87.8744,5047,17411.2
Alveringem,38002,Nee,"Gemiddeld inkomen, per inwoner",2020,90.5228,4993,18129.9
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",1997,86.54,9975,8675.69
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",1998,88.86,9859,9013.08
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",1999,91.05,9760,9328.89
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2000,95.47,9722,9820.0
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2001,101.35,9880,10258.1
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2002,105.48,9877,10679.4
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2003,109.948,9852,11159.9
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2004,120.351,9923,12128.5
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2005,125.868,9961,12636.1
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2006,136.687,10060,13587.2
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2007,142.741,10153,14059.0
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2008,158.468,10281,15413.7
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2009,162.87,10430,15615.6
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2010,167.413,10614,15772.8
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2011,173.454,10728,16168.4
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2012,182.023,10748,16935.5
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2013,193.019,10794,17882.0
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2014,199.54,10812,18455.4
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2015,198.903,10836,18355.8
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2016,196.826,10811,18206.1
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2017,210.509,10915,19286.2
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2018,218.449,11129,19628.8
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2019,221.091,11176,19782.7
De Panne,38008,Nee,"Gemiddeld inkomen, per inwoner",2020,232.735,11147,20878.7
Koksijde,38014,Nee,"Gemiddeld inkomen, per inwoner",1997,230.47,19395,11883.0
