default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.update2;datasetid
Afgeschafte overwegen;"<p>
	Om het aantal ongevallen te doen dalen, streeft Infrabel ernaar om zo veel mogelijk overwegen te doen verdwijnen en te vervangen door veiligere alternatieven. Dit is het aantal afgeschafte overwegen sinds 2010.</p><ul>
	
<li><strong>Openbare overweg </strong>:  De gelijkgrondse, gehele of gedeeltelijke kruising van een openbare weg door een of meer buiten de rijbaan aangelegde sporen.</li>	
<li><strong>Privé-overweg</strong> : De gelijkgrondse, gehele of gedeeltelijke kruising van een openbare weg of privéweg door een of meer buiten de rijbaan aangelegde sporen, en die in het belang van particulieren  gecreëerd werd.</li></ul><p>
	<a href=""https://www.infrabel.be/nl/project/overwegen-afschaffen"">Meer info op onze corporate website </a></p>

<p>Via het TEN-T-programma (Trans-European Transport Network) en het CEF-programma (Connecting Europe Facilities) kregen we al meermaals financiële steun van de Europese Unie om een aantal overwegen af te schaffen.</p>
<p><img alt=""Subsidies CEF"" src=""/assets/theme_image/EU_subsidies_CEF.png"" style=""width: 500px;""/></p>
<p><img alt=""subsidies TEN-T"" src=""/assets/theme_image/EU_subsidies_TEN-T.png"" style=""width: 500px;""/></p>";Infrastructuur;Overweg,Veiligheid;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2023-11-30T13:27:21+00:00;True;True;2023-11-30T13:27:21+00:00;2023-11-30T13:27:21.705000+00:00;world_be;False;Belgium;;;Traffic Management and Services;;26;Infrabel;;;;;;False;;;Jaarlijks - Annuel - Yearly;afgeschafte-overwegen
Nationale stiptheid per moment en per maand;<p>Nationale stiptheid per maand tijdens de ochtend- en avondspits, het weekend en de daluren.</p><p><p>Het stiptheidspercentage geeft aan hoeveel procent van alle binnenlandse reizigerstreinen over een periode van een maand aangekomen zijn op hun eindbestemmingsstation - voor de treinen die door de Brusselse Noord-Zuid verbinding rijden in het eerste station van de verbinding dat zij op hun reisweg aandoen - met een vertraging van maximaal 5 minuten en 59 seconden.</p></p>;Traffic beheer;Stiptheid,Nationaal,Binnenlandse treinen,Reizigers;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T09:49:23+00:00;2024-02-01T02:24:04.931000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;384;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;nationale-stiptheid-per-moment-en-per-maand
Stiptheid TGV;<p>Maandelijkse stiptheid van TGV's op het Infrabel netwerk. </p><p>Een TGV wordt als stipt beschouwd indien hij minder dan 6 minuten vertraging oploopt op het netwerk.</p>;Traffic beheer;Stiptheid,Reizigers,TGV,Hogesnelheidstreinen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T10:00:56+00:00;2024-02-01T02:24:06.185000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;95;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;stiptheid-tgv
Lijnsecties;"<p>
	Segmentatie van het spoorwegnet volgens de eigenschappen van de infrastructuur en de exploitatiemogelijkheden. Deze lijst bevat de voorstelling en de technische eigenschappen van de lijndelen.</p><p>
	<strong>Belangrijke opmerkingen :</strong> </p> <ul>
<li>Deze gegevens moeten worden gekoppeld aan de dataset van de  <a href=""https://infrabel.opendatasoft.com/explore/dataset/operationele-punten-van-het-newterk"">Operationele punten van het netwerk</a>. Deze bevat de localisatie van de begin- en eindpunten van de lijnsegment</li>
<li><p class=""MsoNormal""><span lang=""NL"">Deze gegevens
hebben als doel schematische weergaves van het Belgische spoornetwerk mogelijk
te maken (en dit voor een schaal van max. 1/25.000). Voor een meer precieze
geolocalisatie van de hoofdsporen, raden wij deze dataset aan : <a href=""https://infrabel.opendatasoft.com/explore/dataset/geosporen/information/?disjunctive.trackcode&amp;disjunctive.linecalfa"">Lijst
en geografische voorstelling van de hoofdsporen</a>.<o:p></o:p></span></p></li></ul>Deze gegevens zijn ook gepubliceerd in het
	<a href=""https://www.era.europa.eu/registers_en"">Europees Spoorweginfrastructuurregister (RINF)</a><p></p><p>
	Deze gegevensreeks omvat voornamelijk de technische eigenschappen van de lijnsegmenten wat betreft spoorprofielen, elektrische installatie en geautoriseerd type spoorverkeer. De gebruikte codes zijn opgenomen en worden toegelicht in de volgende referentiedocumenten:</p><ul>
	
<li>Afkortingen van het BVT. Het Boek van de Treindienst maakt deel uit van de <a href=""https://www.infrabel.be/nl/netverklaring"">Netverklaring, dat kan worden geraadpleegd op onze corporate website.</a></li>	
<li>De norm <a href=""https://www.nbn.be/fr/catalogue/standard/nbn-en-15273-3-0"">NBN EN 15273-3</a> legt onder andere de Belgische en interoperabele minimale spoorprofielen uit.</li>	
<li>De codes C400,C70,P400 en P70 verwijzen naar de codes in <a href=""http://www.shop-etf.com/en/conditions-de-codification-des-unites-de-transport-intermodal-en-transport-combine-des-lignes-de-transport-combine-et-des-wagons"">UIC 596-6</a> voor de codering van intermodale vervoerseenheden in gecombineerd vervoer, gecombineerdvervoerlijnen en wagons.</li></ul>";Infrastructuur,Geolocatie;Sporen,Lijnen,Geolocalisatie,Energie,Goederenvervoer,Reizigers;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:23:12.759000+00:00;True;True;2023-10-06T06:39:42+00:00;2024-02-01T02:24:25.847000+00:00;world_be;False;Belgium;LineString;"{""coordinates"": [[[6.131057990714908, 51.48573528975248], [2.555163921788335, 51.48573528975248], [2.555163921788335, 49.54679204151034], [6.131057990714908, 49.54679204151034], [6.131057990714908, 51.48573528975248]]], ""type"": ""Polygon""}";Assets Management;;1161;Infrabel;;;;;;True;;;Driemaandelijks - Trimestriel - Quarterly;lijnsecties
Geëlektrificeerd deel van het netwerk;<p>Geëlektrificeerd aandeel van het Belgische spoorwegnet, zoals bepaald door de verhouding tussen het aantal kilometers geëlektrificeerde lijnen en het totaal aantal kilometers lijnen.<br/></p>;Infrastructuur;Infrabel,RSE,CSR,MVO;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:15.062000+00:00;True;True;2024-01-31T14:00:12+00:00;2024-02-01T02:24:03.725000+00:00;;False;;;;Build;;21;Infrabel;;;;;;True;;;Jaarlijks - Annuel - Yearly;elektrificatie
Verdeling van mensen met een leidinggevende functie naar geslacht;<p>Uitsplitsing naar geslacht van de Infrabel-medewerkers met een leidinggevende functie.</p><p>Disclaimer : de statistieken in deze dataset worden op maandbasis gepresenteerd, maar worden elke ochtend bijgewerkt na interne herberekeningen. Het is daarom mogelijk dat de cijfers enigszins afwijken, zowel voor de huidige periode - als die wordt gegeven - als voor eerdere periodes. </p><div><br/></div>;Human resources;Infrabel,MVO;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:07.804000+00:00;True;True;2024-01-30T07:02:15+00:00;2024-02-01T02:24:02.463000+00:00;;False;;;;Human Resources and Organization;;60;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;leidinggevende-functie-naar-geslacht
Nationale stiptheid gemeten met afgeschafte treinen;<p>Het stiptheidspercentage geeft weer hoeveel procent van alle binnenlandse treinen, over een periode van een maand, met een vertraging van maximaal 5 minuten en 59 seconden aangekomen zijn in hun eindbestemmingsstation (voor de treinen die door de Brusselse Noord-Zuid verbinding rijden, geldt het eerste station van de Brusselse Noord-Zuid verbinding dat zij op hun reisweg aandoen), vergeleken met alle nationale reizigerstreinen en treinen die gepland waren maar die op een deel van hun reis of volledig afgeschaft werden. </p>;Traffic beheer;Stiptheid,Afgeschafte treinen,Binnenlandse treinen,Reizigers;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T09:48:20+00:00;2024-02-01T02:24:04.525000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;96;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;nationale-stiptheid-met-afgeschafte-treinen
Verdeling van het personeelsbestand naar type bedrijfsactiviteit;<p>Verdeling bedrijfsactiviteit van het aantal actieve medewerkers van Infrabel.</p><p>Disclaimer : de statistieken in deze dataset worden op maandbasis gepresenteerd, maar worden elke ochtend bijgewerkt na interne herberekeningen. Het is daarom mogelijk dat de cijfers enigszins afwijken, zowel voor de huidige periode - als die wordt gegeven - als voor eerdere periodes. </p><div><br/></div>;Human resources;Human resources;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:31.501000+00:00;True;True;2024-01-30T07:02:17+00:00;2024-02-01T02:24:10.558000+00:00;;False;;;;Human Resources and Organization;;576;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;verdeling-van-het-personeelsbestand-naar-type-bedrijfsactiviteit
Energieverbruik voor vaste installaties;"<p>Deze data tonen het maandelijkse energieverbruik (in MWh) voor vaste installaties van Infrabel en derden.</p><ul>
<li>Infrabel, voor o.a. eigen gebouwen, seininrichting en wisselverwarming</li><li>Derden, voor o.a. stations en werkplaatsen van de NMBS en containerterminals</li></ul>";Infrastructuur;Energie,Gebouwen,Vaste installaties;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:23:13.377000+00:00;True;True;2024-01-30T11:00:45+00:00;2024-02-01T02:24:25.845000+00:00;world_be;True;Belgium;;;Assets Management;;156;Infrabel;;;;;;True;;;Jaarlijks - Annuel - Yearly;energieverbruik-voor-vaste-installaties
Percentages telewerkers;<p>Percentage van de actieve personeelsleden dat minstens ½ dag telewerk gedaan heeft binnen de maand.</p><p>Disclaimer : de statistieken in deze dataset worden op maandbasis gepresenteerd, maar worden elke ochtend bijgewerkt na interne herberekeningen. Het is daarom mogelijk dat de cijfers enigszins afwijken, zowel voor de huidige periode - als die wordt gegeven - als voor eerdere periodes. </p><div><br/></div>;Human resources;Human resources,Telewerk;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:29.455000+00:00;True;True;2024-01-30T07:02:15+00:00;2024-02-01T02:24:10.502000+00:00;;False;;;;Human Resources and Organization;;561;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;data_hr_d08_percentage-telewerkers
Stiptheid per type trein en per moment;<p>Maandelijkse stiptheid per type trein (IC, S, P, L) en per moment (ochtend- en avondspits, daluren en weekend).</p><p>Het stiptheidspercentage geeft aan hoeveel procent van alle binnenlandse treinen, over een periode van een maand, met een vertraging van maximaal 5 minuten en 59 seconden, aangekomen zijn in hun eindbestemmingsstation. Voor de treinen die door de Brusselse Noord-Zuid verbinding rijden, geldt het eerste station van de verbinding dat zij op hun reisweg aandoen.</p>;Traffic beheer;Stiptheid,Reizigers,Binnenlandse treinen;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2024-01-12T10:00:00+00:00;False;False;2024-01-12T09:54:03+00:00;2024-02-01T02:24:03.908000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;1391;Infrabel;;;;;;True;;;Maandelijks - Mensuel - Monthly;stiptheid-per-type-trein-en-per-moment
Evolutie van Ton-km op Infrabel netwerk;"<p>Brutotonnage uitgedrukt in ton-km vervoerd op het spoorwegnet van Infrabel, per kwartaal en per sector.</p>
<p>Een ton-km is een meeteenheid van goederenvervoer die overeenkomt met het vervoer van één ton (1000 kg) goederen per spoor over een afstand van één kilometer. </p><p>De brutotonnage omvat zowel het gewicht van het rollend materieel (locomotief, wagons, containerdrager enz.) als het gewicht van de vervoerde goederen (met inbegrip van het gewicht van de container in het geval van containervervoer).<br/></p><p>De hoeveelheid vervoer, uitgedrukt in ton-km, wordt berekend door het product van de massa in ton (t) en de afgelegde afstand in kilometers (km). </p>";Klanten en producten;ton-km,Spoorverkeer,Goederenvervoer,Reizigers;Open licentie CC0 - Universeel;https://infrabel.opendatasoft.com/pages/license/;nl;nl,fr,en;;2022-07-05T14:22:56.548000+00:00;True;True;2024-01-20T11:00:48+00:00;2024-02-01T02:24:19.598000+00:00;world_be;True;Belgium;;;Traffic Management and Services;;254;Infrabel;;;;;;True;;;Driemaandelijks - Trimestriel - Quarterly;evolutie-van-ton-km
